trw_id	struct_idx	sub_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
620640	19545	1	NFK	"4,7"	Count Alan	Ribald (brother of Count Alan)	N	0.08	geld	2.5	-	N
620660	19546	1	NFK	"4,8"	Count Alan	(Bishop) Almer (of Elmham)'s son	N	0.55	geld	0.5	-	N
620680	19547	1	NFK	"4,9"	Count Alan	Count Alan	Y	10.38	geld	45	-	N
620690	19548	1	NFK	"4,10"	Count Alan	Count Alan	Y	0.12	geld	1	-	N
620700	19549	1	NFK	"4,11"	Count Alan	Count Alan	Y	0.51	geld		-	N
620710	19550	1	NFK	"4,12"	Count Alan	Count Alan	Y	0.03	geld		-	N
620720	19551	1	NFK	"4,13"	Count Alan	Count Alan	Y	0.13	geld		-	N
620730	19552	2	NFK	"4,14"	Count Alan	Enisant Musard	N	0.25	geld	1	-	N
620740	19552	1	NFK	"4,14"	Count Alan	Ribald (brother of Count Alan)	N	1.5	geld	1.5	-	N
620760	19553	1	NFK	"4,15"	Count Alan	Count Alan	Y	1.15	geld	0.25	-	N
620770	19554	1	NFK	"4,16"	Count Alan	Phanceon	N	1	geld	2	-	N
620790	19555	1	NFK	"4,17"	Count Alan	Phanceon	N	3.5	geld	3	-	N
620810	19556	1	NFK	"4,18"	Count Alan	Geoffrey	N	0.25	geld	0.25	-	N
620830	19557	1	NFK	"4,19"	Count Alan	Geoffrey	N	0.5	geld	0.15	-	N
620850	19558	2	NFK	"4,20"	Count Alan	Geoffrey	N	0.5	geld	0.35	-	N
620860	19558	1	NFK	"4,20"	Count Alan	Ribald (brother of Count Alan)	N	2	geld	2	-	N
620880	19559	1	NFK	"4,21"	Count Alan	Alstan	N	0.25	geld		-	N
620910	19560	1	NFK	"4,22"	Count Alan	Ribald (brother of Count Alan)	N	0.13	geld		-	N
620930	19561	1	NFK	"4,23"	Count Alan	Count Alan	Y	0.5	geld		-	N
620940	19562	1	NFK	"4,24"	Count Alan	Count Alan	Y	0.1	geld	0.3	-	N
620950	19563	1	NFK	"4,25"	Count Alan	Ribald (brother of Count Alan)	N		no units		-	N
620970	19564	1	NFK	"4,26"	Count Alan	Wiuhomarch (the steward)	N	5.55	geld	9	-	N
620990	19565	1	NFK	"4,27"	Count Alan	Count Alan	Y	0.4	geld		-	N
621000	19566	1	NFK	"4,28"	Count Alan	Count Alan	Y	1	geld		-	N
621010	19567	1	NFK	"4,29"	Count Alan	Count Alan	Y	3.55	geld	5	-	N
621020	19568	1	NFK	"4,30"	Count Alan	Wigwin	N	7.25	geld	5	-	N
621040	19569	1	NFK	"4,31"	Count Alan	Godric (the steward)	N	3.4	geld	10	-	N
621060	19570	1	NFK	"4,32"	Count Alan	Ansketil (of Fourneaux)	N	0.5	geld	1	-	N
621080	19571	1	NFK	"4,33"	Count Alan	Haimer	N	1	geld	1	-	N
621100	19572	1	NFK	"4,34"	Count Alan	Count Alan	Y	0.98	geld	0.2	-	N
621110	19573	1	NFK	"4,35"	Count Alan	Ribald (brother of Count Alan)	N	1.23	geld	1.5	-	N
621130	19574	1	NFK	"4,36"	Count Alan	Ribald (brother of Count Alan)	N	0.1	geld	0.05	-	N
621150	19575	1	NFK	"4,37"	Count Alan	Count Alan	Y	2.41	geld	1.25	-	N
621160	19576	1	NFK	"4,38"	Count Alan	Wiuhomarch (the steward)	N	6	geld	0.08	-	N
621180	19577	1	NFK	"4,39"	Count Alan	Wiuhomarch (the steward)	N	3.51	geld	15	-	N
621200	19578	1	NFK	"4,40"	Count Alan	Count Alan	Y	1.59	geld	1.81	-	N
621210	19579	1	NFK	"4,41"	Count Alan	Count Alan	Y	2.16	geld	1.2	-	N
621220	19580	1	NFK	"4,42"	Count Alan	Count Alan	Y	1.51	geld	0.85	-	N
621230	19581	1	NFK	"4,43"	Count Alan	Ribald (brother of Count Alan)	N	0.55	geld	0.3	-	N
621250	19582	2	NFK	"4,44"	Count Alan	Geoffrey	N	1	geld	1	equal	N
621260	19582	1	NFK	"4,44"	Count Alan	Count Alan	Y	1.1	geld	1	equal	N
621270	19583	1	NFK	"4,45"	Count Alan	Ribald (brother of Count Alan)	N	3.5	geld	2.25	-	N
621290	19584	1	NFK	"4,46"	Count Alan	Turstin	N	0.5	geld	0.5	-	N
621310	19585	1	NFK	"4,47"	Count Alan	Ansketil (of Fourneaux)	N	4.5	geld	5	-	N
621330	19586	1	NFK	"4,48"	Count Alan	Count Alan	Y	0.1	geld		-	N
621340	19587	1	NFK	"4,49"	Count Alan	Hervey (of 'Spain')	N	2.03	geld	1	-	N
621360	19588	1	NFK	"4,50"	Count Alan	Count Alan	Y	2.03	geld	2	-	N
621370	19589	1	NFK	"4,51"	Count Alan	Count Alan	Y	2.79	geld	0.82	-	N
621375	19589	2	NFK	"4,51"	Count Alan	Edric (the steersman)	N	0.5	geld	0.3	'	N
621380	19590	1	NFK	"4,52"	Count Alan	Ribald (brother of Count Alan)	N	8.06	geld	10.28	-	N
621400	19591	1	NFK	"4,53"	Count Alan	Count Alan	Y	0.74	geld	0.85	-	N
621410	19592	1	NFK	"4,54"	Count Alan	Count Alan	Y	0.1	geld		-	N
621420	19593	1	NFK	"4,55"	Count Alan	R(oger) Bigot	N	0.18	geld	0.15	-	N
621440	19594	1	NFK	"4,56"	Count Alan	Count Alan	Y	5.6	geld	0.8	-	N
621450	19595	1	NFK	"4,57"	Count Alan	Count Alan	Y	0.11	geld	0.06	-	N
621470	19597	1	NFK	"5,1"	Count Eustace	Guy of Anjou	N	6.6	geld	5	-	N
621490	19598	2	NFK	"5,2"	Count Eustace	Osmund	N	0.25	geld	0.25	-	N
621500	19598	1	NFK	"5,2"	Count Eustace	Count Eustace	Y	3.06	geld	2.76	-	N
621510	19599	1	NFK	"5,3"	Count Eustace	Count Eustace	Y	2.87	geld	4	-	N
621520	19600	1	NFK	"5,4"	Count Eustace	Count Eustace	Y	2.16	geld	7	-	N
621530	19601	1	NFK	"5,5"	Count Eustace	Count Eustace	Y	0.41	geld	0.5	-	N
621540	19602	1	NFK	"5,6"	Count Eustace	Count Eustace	Y	3	geld	6	-	N
621560	19604	1	NFK	"6,1"	Earl Hugh	Richard of Vernon	N	2.34	geld	3	-	N
621580	19605	1	NFK	"6,2"	Earl Hugh	Ranulf (of Mainwaring)	N	2	geld	7	-	N
621600	19606	1	NFK	"6,3"	Earl Hugh	Ranulf (of Mainwaring)	N	3	geld	3	-	N
621620	19607	1	NFK	"6,4"	Earl Hugh	Warin	N	2.5	geld		-	N
621640	19608	1	NFK	"6,5"	Earl Hugh	Earl Hugh	Y	1	geld	4	-	N
621650	19609	1	NFK	"6,6"	Earl Hugh	Roger Bigot	N	5.5	geld	9	-	N
621670	19610	1	NFK	"6,7"	Earl Hugh	Warin	N	1.37	geld	1	-	N
621700	19612	1	NFK	"7,1"	Robert Malet	Robert Malet	Y	2.33	geld	3	-	N
621710	19613	1	NFK	"7,2"	Robert Malet	Robert Malet	Y	1.08	geld	1.5	-	N
621720	19614	1	NFK	"7,3"	Robert Malet	Walter of Caen	N	2.5	geld	4	-	N
621740	19615	1	NFK	"7,4"	Robert Malet	Walter (of Caen)	N	0.6	geld	2.5	-	N
621760	19616	1	NFK	"7,5"	Robert Malet	Walter (of Caen)	N	0.25	geld	0.26	-	N
621780	19617	1	NFK	"7,6"	Robert Malet	Humphrey (son of Robert)	N	0.35	geld	0.5	-	N
621800	19618	1	NFK	"7,7"	Robert Malet	William (Goulafre)	N	0.5	geld	0.75	-	N
621820	19619	1	NFK	"7,8"	Robert Malet	Walter (of Caen)	N	0.23	geld	0.4	-	N
621840	19620	1	NFK	"7,9"	Robert Malet	Hubert (of Mont-Canisy)	N	0.78	geld	1	-	N
621860	19621	1	NFK	"7,10"	Robert Malet	Robert Malet	Y	0.46	geld	0.75	-	N
621870	19622	1	NFK	"7,11"	Robert Malet	Hubert (of Mont-Canisy)	N	1	geld	0.75	-	N
621890	19623	1	NFK	"7,12"	Robert Malet	Walter (of Caen)	N	0.16	geld	0.15	-	N
621910	19624	1	NFK	"7,13"	Robert Malet	Walter (of Caen)	N	0.4	geld	0.46	-	N
621930	19624	3	NFK	"7,13"	Robert Malet	William (Goulafre)	N	0.09	geld	0.05	-	N
621940	19624	2	NFK	"7,13"	Robert Malet	Robert Malet	Y	0.12	geld	0.06	-	N
621950	19625	1	NFK	"7,14"	Robert Malet	mother of Robert Malet	N	0.21	geld	0.15	-	N
621970	19626	1	NFK	"7,15"	Robert Malet	Walter (of Caen)	N	0.5	geld	1.5	-	N
621990	19627	1	NFK	"7,16"	Robert Malet	Robert Malet	Y	2.5	geld	5.5	-	N
622000	19628	1	NFK	"7,17"	Robert Malet	Robert Malet	Y	4.53	geld	4.8	-	N
622010	19629	1	NFK	"7,18"	Robert Malet	Robert Malet	Y	6.75	geld	7.5	-	N
622020	19630	1	NFK	"7,19"	Robert Malet	Robert Malet	Y	1.41	geld	1.75	-	N
622030	19631	1	NFK	"7,20"	Robert Malet	Warin the cook	N	0.25	geld	0.35	-	N
622050	19632	1	NFK	"7,21"	Robert Malet	Robert Malet	Y	0.16	geld	0.21	-	N
622070	19634	1	NFK	"8,1"	William of Warenne	Ranulf (of Quesnay)	N	3.78	geld	7.08	-	N
622090	19635	1	NFK	"8,2"	William of Warenne	R(anulf of Quesnay)	N	2.78	geld	6	-	N
622110	19636	1	NFK	"8,3"	William of Warenne	Turold	N	1.59	geld	2.5	-	N
622130	19637	1	NFK	"8,4"	William of Warenne	Turold	N	1	geld	1.5	-	N
622150	19638	1	NFK	"8,5"	William of Warenne	William of Warenne	Y		no units		-	N
622160	19639	1	NFK	"8,6"	William of Warenne	{Wimer} (of Gressenhall)	N	2.15	geld	4	-	N
622180	19640	1	NFK	"8,7"	William of Warenne	William of Warenne	Y	1.02	geld	2	-	N
622220	19641	2	NFK	"8,8"	William of Warenne	Turold	N	1.2	geld	2.34	-	N
622230	19641	1	NFK	"8,8"	William of Warenne	William of Warenne	Y	1.54	geld	2.42	-	N
622240	19642	1	NFK	"8,9"	William of Warenne	Turold	N	1	geld	0.5	-	N
622260	19643	1	NFK	"8,10"	William of Warenne	William of Warenne	Y	2.9	geld	0.76	-	N
622270	19644	1	NFK	"8,11"	William of Warenne	Turold	N	1.25	geld	2	-	N
622290	19645	1	NFK	"8,12"	William of Warenne	William of Warenne	Y	1.59	geld	3.1	-	N
622300	19646	1	NFK	"8,13"	William of Warenne	Turold	N	1.07	geld	0.8	-	N
622320	19647	1	NFK	"8,14"	William of Warenne	William of Warenne	Y	0.25	geld	0.25	-	N
622330	19648	1	NFK	"8,15"	William of Warenne	Ralph (of Quesnay)	N	0.5	geld	1.33	-	N
622350	19649	2	NFK	"8,16"	William of Warenne	Hugh (of Wanchy)	N	2	geld	3	-	N
622360	19649	1	NFK	"8,16"	William of Warenne	William Brand	N	2	geld	1.5	-	N
622370	19649	3	NFK	"8,16"	William of Warenne	William of Warenne	Y	0.1	geld	3.05	-	N
622380	19650	1	NFK	"8,17"	William of Warenne	William of Warenne	Y	1.68	geld	2.38	-	N
622390	19651	2	NFK	"8,18"	William of Warenne	Hugh (of Wanchy)	N	2.35	geld	2	-	N
622400	19651	1	NFK	"8,18"	William of Warenne	William (of Cailly)	N	2.59	geld	1.78	-	N
622420	19651	3	NFK	"8,18"	William of Warenne	William of Warenne	Y	0.31	geld	0.22	-	N
622430	19652	1	NFK	"8,19"	William of Warenne	William of Warenne	Y	0.52	geld	0.61	-	N
622440	19653	1	NFK	"8,20"	William of Warenne	William of Warenne	Y		no units		-	N
622450	19654	1	NFK	"8,21"	William of Warenne	Abbey of Cluny	N	5.08	geld	17.5	-	N
622470	19655	1	NFK	"8,22"	William of Warenne	William of Warenne	Y	1.25	geld	10	-	N
622480	19656	1	NFK	"8,23"	William of Warenne	William of Warenne	Y	2	geld	2	-	N
622490	19657	1	NFK	"8,24"	William of Warenne	Ralph (of Quesnay)	N	1.5	geld	1.5	-	N
622510	19658	1	NFK	"8,25"	William of Warenne	William of Warenne	Y	3.2	geld	3.5	-	N
622520	19659	1	NFK	"8,26"	William of Warenne	William of Warenne	Y	1.12	geld	1	-	N
622530	19660	1	NFK	"8,27"	William of Warenne	William of Warenne	Y	2.15	geld	2.1	-	N
622540	19661	1	NFK	"8,28"	William of Warenne	William of Warenne	Y	2.12	geld	3	-	N
622550	19662	1	NFK	"8,29"	William of Warenne	William of Warenne	Y	1	geld	0.75	-	N
622560	19663	1	NFK	"8,30"	William of Warenne	Walter (of Grandcourt)	N	0.5	geld	3.5	-	N
622580	19664	1	NFK	"8,31"	William of Warenne	William of Warenne	Y	0.5	geld	0.25	-	N
622590	19665	1	NFK	"8,32"	William of Warenne	William of Warenne	Y	1	geld	1	-	N
622600	19666	1	NFK	"8,33"	William of Warenne	Sigmund <of Rockland>	N	1.58	geld	1	-	N
622620	19667	1	NFK	"8,34"	William of Warenne	William of Warenne	Y	0.16	geld	10	-	N
622630	19668	1	NFK	"8,35"	William of Warenne	William of Warenne	Y		no units		-	N
622640	19669	1	NFK	"8,36"	William of Warenne	William of Warenne	Y	0.16	geld	10	-	N
622650	19670	2	NFK	"8,37"	William of Warenne	Sigmund <of Rockland>	N	1	geld	1	-	N
622660	19670	1	NFK	"8,37"	William of Warenne	William of Warenne	Y	3.33	geld	3.5	-	N
622670	19671	3	NFK	"8,38"	William of Warenne	Sigmund <of Rockland>	N	1	equal	1	equal	N
622680	19671	2	NFK	"8,38"	William of Warenne	Walter	N	1	equal	1	equal	N
622690	19671	1	NFK	"8,38"	William of Warenne	William of Warenne	Y	1	geld	2.25	-	N
622700	19672	1	NFK	"8,39"	William of Warenne	William of Warenne	Y	5	geld	5	-	N
622710	19673	1	NFK	"8,40"	William of Warenne	William of Warenne	Y	2	geld	1.4	-	N
622720	19674	1	NFK	"8,41"	William of Warenne	Roger	N	0.55	geld	0.15	-	N
622740	19675	2	NFK	"8,42"	William of Warenne	Walter	N	1	geld	0.25	-	N
622750	19675	1	NFK	"8,42"	William of Warenne	William of Warenne	Y	1	geld	0.25	-	N
622760	19676	2	NFK	"8,43"	William of Warenne	Walter	N	0.5	geld	0.12	-	N
622765	19676	1	NFK	"8,43"	William of Warenne	William of Warenne	Y	0.5	geld	0.12	-	N
622780	19677	1	NFK	"8,44"	William of Warenne	William of Warenne	Y	3.5	geld	2	proportional	N
622782	19677	2	NFK	"8,44"	William of Warenne	Osward	N	1	geld	0.5	proportional	N
622784	19677	3	NFK	"8,44"	William of Warenne	Wazelin <of Weeting>	N	1	geld	0.5	proportional	N
622790	19678	1	NFK	"8,45"	William of Warenne	William of Warenne	Y		no units		-	N
622800	19679	1	NFK	"8,46"	William of Warenne	William of Warenne	Y	2	geld	6	-	N
622810	19680	1	NFK	"8,47"	William of Warenne	William of Warenne	Y	3.51	geld	18	-	N
622820	19681	1	NFK	"8,48"	William of Warenne	William of Warenne	Y	2.16	geld	2.5	-	N
622830	19682	1	NFK	"8,49"	William of Warenne	William of Warenne	Y	0.16	geld	0.06	-	N
622840	19683	1	NFK	"8,50"	William of Warenne	Hugh (son of Golda)	N	1.1	geld	1.5	-	N
622860	19684	1	NFK	"8,51"	William of Warenne	William of Warenne	Y	1	geld	0.86	-	N
622870	19685	1	NFK	"8,52"	William of Warenne	William of Warenne	Y	1.5	geld	2	-	N
622880	19686	1	NFK	"8,53"	William of Warenne	William of Warenne	Y	1.91	geld	2.45	-	N
622890	19687	1	NFK	"8,54"	William of Warenne	Hugh (of Wanchy)	N	1.62	geld	1.5	-	N
622910	19688	1	NFK	"8,55"	William of Warenne	Sigmund <of Rockland>	N	3.58	geld	3.5	-	N
622930	19689	1	NFK	"8,56"	William of Warenne	William of Warenne	Y	1.45	geld	3.55	-	N
622940	19690	1	NFK	"8,57"	William of Warenne	William of Warenne	Y	1	geld	0.5	-	N
622950	19691	1	NFK	"8,58"	William of Warenne	William of Warenne	Y	1.68	geld	1.5	-	N
622960	19692	1	NFK	"8,59"	William of Warenne	Fulcher (de Mayneris)	N	1	geld	1.5	-	N
622980	19693	1	NFK	"8,60"	William of Warenne	William of Warenne	Y	1.26	geld	2	-	N
622990	19694	1	NFK	"8,61"	William of Warenne	William of Warenne	Y	1.25	geld	2.25	-	N
623000	19695	1	NFK	"8,62"	William of Warenne	{Wimer} (of Gressenhall)	N	4	geld	4	-	N
623020	19696	1	NFK	"8,63"	William of Warenne	{Wimer} (of Gressenhall)	N	3	geld	2	-	N
623040	19697	1	NFK	"8,64"	William of Warenne	{Wimer} (of Gressenhall)	N	2	geld	3	-	N
623060	19698	1	NFK	"8,65"	William of Warenne	William of Warenne	Y	1	geld	1	-	N
623070	19699	1	NFK	"8,66"	William of Warenne	Gilbert	N	1.5	geld	1.5	-	N
623090	19700	1	NFK	"8,67"	William of Warenne	William of Warenne	Y	1.5	geld	1.5	-	N
623100	19701	1	NFK	"8,68"	William of Warenne	William of Warenne	Y	2.56	geld	3	-	N
623110	19702	1	NFK	"8,69"	William of Warenne	{Wimer} (of Gressenhall)	N	1	geld	1.5	-	N
623130	19703	1	NFK	"8,70"	William of Warenne	William of Warenne	Y	2	geld	3	-	N
623140	19704	1	NFK	"8,71"	William of Warenne	William of Warenne	Y	0.08	geld		-	N
623150	19705	1	NFK	"8,72"	William of Warenne	William of Warenne	Y	2.05	geld	9	-	N
623160	19706	1	NFK	"8,73"	William of Warenne	William of Warenne	Y	0.25	geld		-	N
623170	19707	1	NFK	"8,74"	William of Warenne	William of Warenne	Y	0.2	geld		-	N
623180	19708	1	NFK	"8,75"	William of Warenne	William of Warenne	Y	1.33	geld		-	N
623190	19709	1	NFK	"8,76"	William of Warenne	William of Warenne	Y	0.16	geld	3	-	N
623200	19710	1	NFK	"8,77"	William of Warenne	William of Warenne	Y	1	geld	2	-	N
623210	19711	1	NFK	"8,78"	William of Warenne	William of Warenne	Y	2	geld	4	-	N
623220	19712	1	NFK	"8,79"	William of Warenne	William of Warenne	Y	0.25	geld		-	N
623230	19713	1	NFK	"8,80"	William of Warenne	William of Warenne	Y	1	geld	2	-	N
623240	19714	1	NFK	"8,81"	William of Warenne	William of Warenne	Y	0.61	geld	1	-	N
623250	19715	1	NFK	"8,82"	William of Warenne	William of Warenne	Y	1.6	geld	1	-	N
623260	19716	1	NFK	"8,83"	William of Warenne	William of Warenne	Y	0.6	geld	1	-	N
623270	19717	1	NFK	"8,84"	William of Warenne	William of Warenne	Y	1.14	geld	2.1	-	N
623280	19718	1	NFK	"8,85"	William of Warenne	William of Warenne	Y	1	geld	1	-	N
623290	19719	1	NFK	"8,86"	William of Warenne	William of Warenne	Y	2.33	geld	3	-	N
623300	19720	1	NFK	"8,87"	William of Warenne	William of Warenne	Y	4	geld	3	-	N
623310	19721	1	NFK	"8,88"	William of Warenne	William of Warenne	Y	0.25	geld		-	N
623320	19722	1	NFK	"8,89"	William of Warenne	32 free men	N	3	geld	4.25	-	N
623330	19722	2	NFK	"8,89"	William of Warenne	Oger <of Didlington>	N	1	geld	1	-	N
623350	19723	1	NFK	"8,90"	William of Warenne	24 free men	N	5	geld	6	-	N
623360	19723	2	NFK	"8,90"	William of Warenne	William (son of Reginald)	N	1	geld	1	-	N
623380	19724	1	NFK	"8,91"	William of Warenne	William (of Cailly)	N		no units	7	-	N
623400	19725	1	NFK	"8,92"	William of Warenne	William (of Cailly)	N	0.5	geld	0.75	-	N
623420	19726	1	NFK	"8,93"	William of Warenne	William (of Cailly)	N	0.25	geld	0.25	-	N
623440	19727	1	NFK	"8,94"	William of Warenne	Abbey of Saint-Riquier	N	1	geld	1.25	-	N
623460	19728	1	NFK	"8,95"	William of Warenne	{Wimer} (of Gressenhall)	N	1	geld	2	-	N
623480	19729	1	NFK	"8,96"	William of Warenne	William of Warenne	Y	1	geld	1	-	N
623490	19730	1	NFK	"8,97"	William of Warenne	William of Warenne	Y	0.5	geld	0.5	-	N
623500	19731	1	NFK	"8,98"	William of Warenne	William of Warenne	Y	5.83	geld	10.6	-	N
623510	19732	1	NFK	"8,99"	William of Warenne	Hugh (of Wanchy)	N	6.48	geld	8.5	-	N
623530	19733	1	NFK	"8,100"	William of Warenne	Rainer	N	1.56	geld		-	N
623550	19734	1	NFK	"8,101"	William of Warenne	Rainer	N	0.56	geld	3	-	N
623570	19735	1	NFK	"8,102"	William of Warenne	Lambert (of Rosay)	N	1.54	geld	0.86	-	N
623590	19736	1	NFK	"8,103"	William of Warenne	Walter (of Grandcourt)	N	2	geld	3	-	N
623610	19737	1	NFK	"8,104"	William of Warenne	Walter (of Grandcourt)	N	1	geld		-	N
623630	19738	1	NFK	"8,105"	William of Warenne	Walter (of Grandcourt)	N	3.66	geld	4	-	N
623650	19739	1	NFK	"8,106"	William of Warenne	Peter of Valognes	N	0.27	geld	0.26	-	N
623670	19740	1	NFK	"8,107"	William of Warenne	Ralph (of Quesnay)	N	3.5	geld		-	N
623690	19741	3	NFK	"8,108"	William of Warenne	Sigmund <of Rockland>	N	1	geld	2.13	proportional	N
623700	19741	1	NFK	"8,108"	William of Warenne	Ralph (of Quesnay)	N	2.68	geld	5.73	proportional	N
623740	19741	2	NFK	"8,108"	William of Warenne	William of Warenne	Y	1	geld	2.13	proportional	N
623750	19742	1	NFK	"8,109"	William of Warenne	Lambert (of Rosay)	N	1.25	geld	2.1	-	N
623770	19743	1	NFK	"8,110"	William of Warenne	Rainer	N	1.9	geld	3	-	N
623790	19744	1	NFK	"8,111"	William of Warenne	William of Warenne	Y	0.5	geld	0.25	-	N
623800	19745	1	NFK	"8,112"	William of Warenne	William of Warenne	Y	1.1	geld	1	-	N
623810	19746	1	NFK	"8,113"	William of Warenne	Peter (of Valognes)	N	1	geld	1	-	N
623830	19747	1	NFK	"8,114"	William of Warenne	William of Warenne	Y	0.5	geld	0.15	-	N
623840	19748	1	NFK	"8,115"	William of Warenne	William of Warenne	Y	2.11	geld	3	-	N
623850	19749	1	NFK	"8,116"	William of Warenne	William of Warenne	Y	0.5	geld	0.8	-	N
623860	19750	1	NFK	"8,117"	William of Warenne	William of Warenne	Y	0.6	geld		-	N
623870	19751	1	NFK	"8,118"	William of Warenne	Walter	N	0.5	geld		-	N
623890	19752	1	NFK	"8,119"	William of Warenne	William of Warenne	Y	2.63	geld	8	-	N
623900	19753	1	NFK	"8,120"	William of Warenne	William of Warenne	Y	1.17	geld	3	-	N
623910	19754	1	NFK	"8,121"	William of Warenne	William of Warenne	Y	4	geld	3	-	N
623920	19755	1	NFK	"8,122"	William of Warenne	Ralph (of Quesnay)	N	2.35	geld	8	-	N
623940	19756	1	NFK	"8,123"	William of Warenne	William of Warenne	Y	0.43	geld		-	N
623950	19757	1	NFK	"8,124"	William of Warenne	William of Warenne	Y	1.11	geld	1.86	-	N
623960	19758	1	NFK	"8,125"	William of Warenne	William of Warenne	Y	0.25	geld	0.3	-	N
623970	19759	1	NFK	"8,126"	William of Warenne	William of Warenne	Y	0.4	geld	0.5	-	N
623980	19760	1	NFK	"8,127"	William of Warenne	William of Warenne	Y	0.5	geld	0.5	-	N
623990	19761	1	NFK	"8,128"	William of Warenne	William of Warenne	Y	0.23	geld	0.2	-	N
624000	19762	1	NFK	"8,129"	William of Warenne	William of Warenne	Y		no units		-	N
624010	19763	1	NFK	"8,130"	William of Warenne	William of Warenne	Y	3.16	geld	4	-	N
624020	19764	1	NFK	"8,131"	William of Warenne	William of Warenne	Y	0.12	geld	0.15	-	N
624030	19765	1	NFK	"8,132"	William of Warenne	William of Warenne	Y	2.25	geld	2	-	N
624050	19767	1	NFK	"8,133"	William of Warenne	Turold	N	0.48	geld		-	N
624070	19768	1	NFK	"8,134"	William of Warenne	Turold	N	0.1	geld	1	-	N
624090	19769	1	NFK	"8,135"	William of Warenne	Turold	N	0.13	geld		-	N
624110	19770	1	NFK	"8,136"	William of Warenne	Turold	N	0.15	geld		-	N
624130	19771	1	NFK	"8,137"	William of Warenne	William of Warenne	Y		no units		-	N
624140	19772	1	NFK	"8,138"	William of Warenne	William of Warenne	Y	1	geld		-	N
624160	19774	2	NFK	"9,1"	Roger Bigot	Thorsten (of Thetford)	N		no units		not separately valued	N
624170	19774	1	NFK	"9,1"	Roger Bigot	Roger Bigot	Y	2	geld	8	-	N
624180	19775	1	NFK	"9,2"	Roger Bigot	Robert of Vaux	N	4.85	geld	7.08	-	N
624200	19776	1	NFK	"9,3"	Roger Bigot	R(obert) of Vaux	N	1.33	geld	3.05	-	N
624220	19777	1	NFK	"9,4"	Roger Bigot	R(obert) of Vaux	N	0.31	geld	0.18	-	N
624240	19778	1	NFK	"9,5"	Roger Bigot	Humphrey of Culey	N	0.25	geld	0.07	-	N
624260	19779	1	NFK	"9,6"	Roger Bigot	Ranulf son of Walter	N	2.04	geld	0.15	-	N
624280	19780	1	NFK	"9,7"	Roger Bigot	Ranulf son of Walter	N	2.1	geld	2.55	-	N
624300	19781	2	NFK	"9,8"	Roger Bigot	Ralph son of Herlewin	N	0.1	geld	1	-	N
624310	19781	1	NFK	"9,8"	Roger Bigot	Ralph of Tourlaville	N	1.38	geld	0.57	-	N
624360	19782	1	NFK	"9,9"	Roger Bigot	Ralph son of Herlewin	N	0.12	geld	5	-	N
624380	19783	1	NFK	"9,10"	Roger Bigot	Stanhard (son of Alwy)	N	0.5	geld	0.08	-	N
624400	19784	1	NFK	"9,11"	Roger Bigot	Ranulf son of Walter	N	5.85	geld	7.08	-	N
624430	19785	1	NFK	"9,12"	Roger Bigot	Ralph son of Herlewin	N	4.79	geld	3	-	N
624450	19786	1	NFK	"9,13"	Roger Bigot	Roger Bigot	Y	1.1	geld		-	N
624460	19787	1	NFK	"9,14"	Roger Bigot	Stanhard (son of Alwy)	N	0.5	geld	0.2	-	N
624480	19788	1	NFK	"9,15"	Roger Bigot	Stanhard (son of Alwy)	N	0.37	geld	0.2	-	N
624500	19789	1	NFK	"9,16"	Roger Bigot	Stanhard (son of Alwy)	N	0.27	geld	0.1	-	N
624520	19790	1	NFK	"9,17"	Roger Bigot	Stanhard (son of Alwy)	N	0.2	geld	0.2	-	N
624540	19791	1	NFK	"9,18"	Roger Bigot	Stanhard (son of Alwy)	N	0.62	geld	0.3	-	N
624560	19792	1	NFK	"9,19"	Roger Bigot	Stanhard (son of Alwy)	N	0.16	geld	0.08	-	N
624580	19793	1	NFK	"9,20"	Roger Bigot	Stanhard (son of Alwy)	N	0.66	geld	0.4	-	N
624600	19794	1	NFK	"9,21"	Roger Bigot	Stanhard (son of Alwy)	N	0.1	geld	0.07	-	N
624620	19795	1	NFK	"9,22"	Roger Bigot	Stanhard (son of Alwy)	N	0.05	geld	0.03	-	N
624640	19796	1	NFK	"9,23"	Roger Bigot	Stanhard (son of Alwy)	N	0.17	geld	0.1	-	N
624660	19797	1	NFK	"9,24"	Roger Bigot	Ranulf son of Walter	N	2.42	geld	4.06	-	N
624680	19798	1	NFK	"9,25"	Roger Bigot	W(illiam) Peche	N	0.91	geld	1.12	-	N
624700	19799	1	NFK	"9,26"	Roger Bigot	Aitard (of Vaux)	N	1.73	geld	1.55	-	N
624720	19800	1	NFK	"9,27"	Roger Bigot	Aitard (of Vaux)	N	0.85	geld	1.03	-	N
624740	19801	1	NFK	"9,28"	Roger Bigot	Aitard (of Vaux)	N	0.8	geld	0.41	-	N
624760	19802	1	NFK	"9,29"	Roger Bigot	Robert of Courson	N	0.89	geld	0.51	-	N
624780	19803	1	NFK	"9,30"	Roger Bigot	Turold	N	0.41	geld	0.25	-	N
624800	19804	1	NFK	"9,31"	Roger Bigot	Robert of Courson	N	1.77	geld	1.55	-	N
624830	19806	1	NFK	"9,32"	Roger Bigot	Ranulf son of Walter	N	1.71	geld	2.6	-	N
624850	19807	1	NFK	"9,33"	Roger Bigot	Ulfkil	N	1.41	geld	3	-	N
