struct_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
17283	LIN	"67,27"	Kolgrim (of Grantham)	Kolgrim (of Grantham)	Y	0.5	geld	0.4	-	N
17285	LIN	"68,1"	Swartbrand (son of Ulf)	Swartbrand (son of Ulf)	Y	3	geld	2	-	N
17286	LIN	"68,2"	Swartbrand (son of Ulf)	Swartbrand (son of Ulf)	Y	6	geld	2	-	N
17287	LIN	"68,3"	Swartbrand (son of Ulf)	Swartbrand (son of Ulf)	Y	1	geld		-	N
17288	LIN	"68,4"	Swartbrand (son of Ulf)	Swartbrand (son of Ulf)	Y	5.5	geld	2	-	N
17289	LIN	"68,5"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	1.5	geld	2.5	-	N
17290	LIN	"68,6"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.12	geld		-	N
17291	LIN	"68,7"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y		no units		-	N
17292	LIN	"68,8"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.5	geld	0.5	-	N
17293	LIN	"68,9"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.25	geld		-	N
17294	LIN	"68,10"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.25	geld		-	N
17295	LIN	"68,11"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.25	geld		-	N
17296	LIN	"68,12"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.37	geld		-	N
17297	LIN	"68,13"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.68	geld	2	-	N
17298	LIN	"68,14"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.12	geld	0.25	-	N
17299	LIN	"68,15"	Ketilbiorn <of Nettleton>	Ketilbiorn <of Nettleton>	Y	0.5	geld	1	-	N
17300	LIN	"68,16"	Leofric	Leofric	Y	1	geld	1.5	-	N
17301	LIN	"68,17"	Regnvald	Regnvald	Y	0.5	geld	0.5	-	N
17302	LIN	"68,18"	Bricteva <of Corby>	Bricteva <of Corby>	Y	1	geld	1	-	N
17303	LIN	"68,19"	Kolgrim (of Grantham)	Kolgrim (of Grantham)	Y	1	geld	0.5	-	N
17304	LIN	"68,20"	Algar	Algar	Y	1	geld	1	-	N
17305	LIN	"68,21"	Osfram	Osfram	Y	2	geld	0.25	-	N
17306	LIN	"68,22"	Osfram	Osfram	Y	0.5	geld	0.5	-	Y
17307	LIN	"68,23"	Karli	Karli	Y	1	geld	1	-	N
17308	LIN	"68,24"	1 thane	1 thane	Y	4	geld	1	-	N
17309	LIN	"68,25"	Ernwin the priest	Ernwin the priest	Y	0.75	geld	0.5	-	N
17310	LIN	"68,26"	Arnketil	Arnketil	Y	0.62	geld	0.15	-	N
17311	LIN	"68,27"	Wulfgeat	Wulfgeat	Y	0.75	geld	1	-	N
17312	LIN	"68,28"	Healfdene the priest	Healfdene the priest	Y	0.12	geld	0	-	Y
17313	LIN	"68,29"	Leodwin (son of Raven)	Leodwin (son of Raven)	Y	0.75	geld	0	-	Y
17314	LIN	"68,30"	Ernwin (the priest)	Ernwin (the priest)	Y	0.25	geld	0.5	-	N
17315	LIN	"68,31"	Eskil	Eskil	Y	0.25	geld	0.2	-	N
17316	LIN	"68,32"	Healfdene	Healfdene	Y	0.75	geld	1	-	N
17317	LIN	"68,33"	Auti	Auti	Y	0.25	geld	0.1	-	N
17318	LIN	"68,34"	Healfdene	Healfdene	Y	0.25	geld	0.26	-	N
17319	LIN	"68,35"	Elfain <of Waddingham>	Elfain <of Waddingham>	Y	0.37	geld	1	-	N
17320	LIN	"68,36"	Elfain <of Waddingham>	Elfain <of Waddingham>	Y	0.25	geld		-	N
17321	LIN	"68,37"	1 Englishman	1 Englishman	Y	1	geld	0	-	Y
17322	LIN	"68,38"	Siward the priest	Siward the priest	Y	1.37	geld	0.75	-	N
17323	LIN	"68,39"	Hugh	Hugh	Y	0.5	geld	0.5	-	N
17324	LIN	"68,40"	Hugh	Hugh	Y	0.5	geld	1	-	N
17325	LIN	"68,41"	Iusten <of Normanton>	Iusten <of Normanton>	Y	0.37	geld	0	-	Y
17326	LIN	"68,42"	Siward the priest	Siward the priest	Y	0.5	geld	0.5	-	N
17327	LIN	"68,43"	Siward (the priest)	Siward (the priest)	Y	0.31	geld	0.15	-	Y
17328	LIN	"68,44"	Siward (the priest)	Siward (the priest)	Y	0.75	geld	0.25	-	N
17329	LIN	"68,45"	Godric son of Aghmund	Godric son of Aghmund	Y	0.5	geld	0.25	-	N
17330	LIN	"68,46"	Siward the priest	Siward the priest	Y	0.12	geld	0.1	-	N
17331	LIN	"68,47"	Aghmund the priest	Aghmund the priest	Y	0.5	geld	1	-	N
17332	LIN	"68,48"	Leofeva	Leofeva	Y	0.62	geld	0.25	-	N
18179	ESS	"1,1"	King William	King William	Y	9.4	geld	8.5	-	N
18180	ESS	"1,2"	King William	King William	Y	5	geld	20	-	N
18180	ESS	"1,2"	King William	Jocelyn the lorimer	N	1	geld	3	-	N
18180	ESS	"1,2"	King William	Haimo the steward	N	0.5	geld	1	-	N
18180	ESS	"1,2"	King William	Ralph Baynard	N	0.79	geld	1	-	N
18180	ESS	"1,2"	King William	William son of Gross	N	1.12	geld	3.65	-	N
18180	ESS	"1,2"	King William	Ranulf Peverel	N	2.37	geld	0.75	-	N
18180	ESS	"1,2"	King William	Ilbod (brother of Arnulf of Hesdin)	N	0.37	geld	0.3	-	N
18180	ESS	"1,2"	King William	Theodric Pointel	N	0.68	geld	1	-	N
18181	ESS	"1,3"	King William	Count E(ustace)	N	8.33E-03	geld	4.17E-03	-	N
18181	ESS	"1,3"	King William	King William	Y	20.75	geld	60	-	N
18181	ESS	"1,3"	King William	Robert Gernon	N	0.75	geld		not separately valued	N
18182	ESS	"1,4"	King William	King William	Y	10.16	geld	40.16	-	N
18183	ESS	"1,5"	King William	King William	Y	0.29	geld	0.19	-	N
18184	ESS	"1,6"	King William	3 men	N	0.58	geld	0.26	-	N
18184	ESS	"1,6"	King William	King William	Y	0.75	geld	1.15	-	N
18185	ESS	"1,7"	King William	King William	Y	0.68	geld	0.48	-	N
18186	ESS	"1,8"	King William	Goldstan	N	1	geld	1.5	-	N
18187	ESS	"1,9"	King William	King William	Y	11.5	geld	32	-	N
18188	ESS	"1,10"	King William	Tezelin the priest	N	1	geld	1.5	-	N
18189	ESS	"1,11"	King William	Richard son of Count Gilbert	N		no units		not separately valued	N
18189	ESS	"1,11"	King William	Walter the cook	N	0.5	geld		not separately valued	N
18189	ESS	"1,11"	King William	King William	Y	4.75	geld	22	-	N
18190	ESS	"1,12"	King William	King William	Y	2.5	geld	18	-	N
18191	ESS	"1,13"	King William	King William	Y	3.24	geld	28	-	N
18191	ESS	"1,13"	King William	Gilbert son of Warin	N	0.32	geld	0.5	-	N
18191	ESS	"1,13"	King William	Count Alan	N	0.06	geld	0.4	-	N
18192	ESS	"1,13a"	King William	King William	Y	0.22	geld		-	N
18193	ESS	"1,14"	King William	King William	Y	1	geld	1	-	N
18194	ESS	"1,15"	King William	King William	Y	1	geld	0.8	-	N
18195	ESS	"1,16"	King William	King William	Y	0.95	geld	0.5	-	N
18196	ESS	"1,16a"	King William	1 servant	N	0.42	geld	0.25	-	N
18197	ESS	"1,17"	King William	Ranulf Peverel	N	0.04	geld	0.02	equal	N
18197	ESS	"1,17"	King William	Hugh de Montfort	N	0.04	geld	0.02	equal	N
18198	ESS	"1,17a"	King William	King William	Y	0.05	geld		-	N
18199	ESS	"1,18"	King William	Grim the reeve	N	0.08	geld	0.06	-	N
18200	ESS	"1,19"	King William	King William	Y	14.4	geld	36.04	-	N
18201	ESS	"1,20"	King William	King William	Y	3.5	geld	2.15	-	N
18202	ESS	"1,21"	King William	King William	Y		no units	14	-	N
18203	ESS	"1,21a"	King William	King William	Y	0.2	geld	0.21	-	N
18204	ESS	"1,22"	King William	King William	Y	3.5	geld		-	N
18205	ESS	"1,23"	King William	King William	Y	1.5	geld	4	-	N
18206	ESS	"1,24"	King William	Count Eustace	N		no units	12	-	N
18206	ESS	"1,24"	King William	King William	Y	13.83	geld	105	weighed	N
18206	ESS	"1,24"	King William	R(obert) Bishop of Hereford	N	2.16	geld	2.5	-	N
18207	ESS	"1,25"	King William	King William	Y	0.67	geld	16.25	weighed	N
18207	ESS	"1,25"	King William	burgesses	N	0.4	geld		not separately valued	N
18208	ESS	"1,26"	King William	King William	Y	10	geld	22	-	N
18209	ESS	"1,27"	King William	Hugh de Montfort	N	0.25	geld		not separately valued	N
18209	ESS	"1,27"	King William	Count E(ustace)	N	1.87	geld		not separately valued	N
18209	ESS	"1,27"	King William	King William	Y	11	geld	13.5	-	N
18209	ESS	"1,27"	King William	Walter the deacon	N	0.04	geld		not separately valued	N
18209	ESS	"1,27"	King William	Eudo the steward	N	0.31	geld		not separately valued	N
18209	ESS	"1,27"	King William	Ralph son of Turold	N	0.5	geld		not separately valued	N
18209	ESS	"1,27"	King William	Hagebert	N	0.25	geld	0.13	-	N
18209	ESS	"1,27"	King William	Richard son of Count Gilbert	N	0.62	geld	0.65	-	N
18209	ESS	"1,27"	King William	Roger of Rames	N	1.54	geld		not separately valued	N
18209	ESS	"1,27"	King William	Roger	N	1.25	geld		not separately valued	N
18210	ESS	"1,28"	King William	Robert Gernon	N	2.5	geld		not separately valued	N
18210	ESS	"1,28"	King William	King William	Y	9.38	geld	26.1	-	N
18211	ESS	"1,29"	King William	King William	Y	8	geld	12.8	-	N
18212	ESS	"1,30"	King William	King William	Y	7.25	geld	30	-	N
18213	ESS	"1,31"	King William	King William	Y	8.33E-03	geld	0.08	-	N
18215	ESS	"2,1"	Abbey of Canterbury	Abbey of Canterbury	Y	0.75	geld	3	-	N
18216	ESS	"2,2"	Abbey of Canterbury	Abbey of Canterbury	Y	6.5	geld	28	-	N
18217	ESS	"2,3"	Abbey of Canterbury	Abbey of Canterbury	Y	0.5	geld	15	-	N
18218	ESS	"2,4"	Abbey of Canterbury	Abbey of Canterbury	Y	14	geld	16	-	N
18219	ESS	"2,5"	Abbey of Canterbury	Abbey of Canterbury	Y	2	geld	1.25	-	N
18220	ESS	"2,6"	Abbey of Canterbury	Abbey of Canterbury	Y	3	geld	2	-	N
18221	ESS	"2,7"	Abbey of Canterbury	Abbey of Canterbury	Y	2	geld	8	-	N
18222	ESS	"2,8"	Abbey of Canterbury	Abbey of Canterbury	Y	4	geld	7	-	N
18223	ESS	"2,9"	Abbey of Canterbury	Ralph Baynard	N	1	geld	2	-	N
18226	ESS	"3,1"	Bishop of London	Ralph	N	1.83	equal	2.5	equal	N
18226	ESS	"3,1"	Bishop of London	William	N	1.83	equal	2.5	equal	N
18226	ESS	"3,1"	Bishop of London	Bishop of London	Y	5.33	geld	5	-	N
18227	ESS	"3,2"	Bishop of London	Gilbert	N	1.2	equal	2	equal	N
18227	ESS	"3,2"	Bishop of London	Bishop of London	Y	8.16	geld	20	-	N
18227	ESS	"3,2"	Bishop of London	Ansketil (of Graye)	N	1.2	equal	2	equal	N
18227	ESS	"3,2"	Bishop of London	Tidbald	N	1.2	equal	2	equal	N
18227	ESS	"3,2"	Bishop of London	William	N	1.2	equal	2	equal	N
18228	ESS	"3,3"	Bishop of London	William	N	3	geld	2	-	N
18229	ESS	"3,4"	Bishop of London	Roger	N	0.12	geld	0.12	-	N
18230	ESS	"3,5"	Bishop of London	Ralph son of Brian	N	1	geld	2	-	N
18231	ESS	"3,6"	Bishop of London	Roger	N	3	geld	4	-	N
18232	ESS	"3,7"	Bishop of London	Roger	N	3	geld	4	-	N
18233	ESS	"3,8"	Bishop of London	Roger	N	0.75	geld	2.5	-	N
18233	ESS	"3,8"	Bishop of London	Bishop of London	Y	3.62	geld	14	-	N
18234	ESS	"3,9"	Bishop of London	Bishop of London	Y	30	geld	16	-	N
18234	ESS	"3,9"	Bishop of London	14 men	N	18.25	geld	8	-	N
18235	ESS	"3,10"	Bishop of London	Roger	N	0.2	geld	0.75	-	N
18235	ESS	"3,10"	Bishop of London	Robert Gernon	N	0.39	geld		not separately valued	N
18235	ESS	"3,10"	Bishop of London	Bishop of London	Y	1.05	geld	8	-	N
18236	ESS	"3,11"	Bishop of London	Humphrey	N	3.75	geld	7	-	N
18236	ESS	"3,11"	Bishop of London	Tezelin the priest	N	0.12	geld		not separately valued	N
18237	ESS	"3,12"	Bishop of London	Bishop of London	Y	8	geld	8	-	N
18238	ESS	"3,13"	Bishop of London	Bishop of London	Y	3.04	geld	6.05	-	N
18239	ESS	"3,14"	Bishop of London	Bishop of London	Y	7	geld	12	-	N
18240	ESS	"3,15"	Bishop of London	5 men-at-arms	N	4	geld	8.1	-	N
18240	ESS	"3,15"	Bishop of London	Bishop of London	Y	16	geld	17.9	-	N
18241	ESS	"3,16"	Bishop of London	Hugh	N	2	geld	2.5	-	N
18241	ESS	"3,16"	Bishop of London	Bishop of London	Y	0.03	geld		not separately valued	N
18243	ESS	"4,1"	Bishop of London	Hugh	N	3.33	geld	6	-	N
18244	ESS	"4,2"	Bishop of London	William son of Brian	N	0.75	geld	1.5	-	N
18245	ESS	"4,3"	Bishop of London	William Bold	N	0.75	geld	1.5	-	N
18246	ESS	"4,4"	Bishop of London	Humphrey	N	2	geld	1	-	N
18247	ESS	"4,5"	Bishop of London	Roger	N	1.37	geld	1.5	-	N
18248	ESS	"4,6"	Bishop of London	Ansketil (of Graye)	N	2.01	geld	1.51	-	N
18249	ESS	"4,7"	Bishop of London	Ralph	N	0.62	equal	0.5	equal	N
18249	ESS	"4,7"	Bishop of London	Turold	N	0.62	equal	0.5	equal	N
18250	ESS	"4,8"	Bishop of London	Walter	N	3	geld	2.5	-	N
18251	ESS	"4,9"	Bishop of London	William	N	3.58	geld	7.3	-	N
18251	ESS	"4,9"	Bishop of London	Bishop Odo of Bayeux	N	0.5	geld		not separately valued	N
18252	ESS	"4,10"	Bishop of London	William	N	1	geld	1	-	N
18252	ESS	"4,10"	Bishop of London	Bishop Odo of Bayeux	N	0.5	geld		not separately valued	N
18253	ESS	"4,11"	Bishop of London	Hugolin	N	2	geld	1.5	-	N
18254	ESS	"4,12"	Bishop of London	William	N	1.08	geld	1	-	N
18255	ESS	"4,13"	Bishop of London	Ralph	N	0.5	geld	0.3	-	N
18256	ESS	"4,14"	Bishop of London	Hugolin	N	1	geld	3	-	N
18257	ESS	"4,15"	Bishop of London	Ralph son of Brian	N	0.5	geld	2	-	N
18258	ESS	"4,16"	Bishop of London	Bishop of London	Y	0.25	geld	0.25	-	N
18259	ESS	"4,17"	Bishop of London	Hugh	N	2.16	geld	2	-	N
18260	ESS	"4,18"	Bishop of London	Ralph son of Brian	N	0.61	geld	1	-	N
18262	ESS	"5,1"	Canons of London (St Paul)	Canons of London (St Paul)	Y	0.75	geld	1	-	N
18263	ESS	"5,2"	Canons of London (St Paul)	Peter of Valognes	N		no units	0.5	-	N
18263	ESS	"5,2"	Canons of London (St Paul)	Geoffrey de Mandeville	N		no units		not separately valued	N
18263	ESS	"5,2"	Canons of London (St Paul)	Canons of London (St Paul)	Y	6	geld	5	-	N
18264	ESS	"5,3"	Canons of London (St Paul)	Canons of London (St Paul)	Y	5	geld	16	-	N
18265	ESS	"5,4"	Canons of London (St Paul)	Canons of London (St Paul)	Y	2.75	geld	4	-	N
18266	ESS	"5,5"	Canons of London (St Paul)	Canons of London (St Paul)	Y	20.18	geld	15	-	N
18267	ESS	"5,6"	Canons of London (St Paul)	Canons of London (St Paul)	Y	0.5	geld	1	-	N
18268	ESS	"5,7"	Canons of London (St Paul)	Canons of London (St Paul)	Y	4.83	geld	10	-	N
18269	ESS	"5,8"	Canons of London (St Paul)	1 priest	N	0.66	geld	0.5	-	N
18269	ESS	"5,8"	Canons of London (St Paul)	Canons of London (St Paul)	Y	3.33	geld	3.5	-	N
18270	ESS	"5,9"	Canons of London (St Paul)	Canons of London (St Paul)	Y	8	geld	8	-	N
18271	ESS	"5,10"	Canons of London (St Paul)	Canons of London (St Paul)	Y	8	geld	8	-	N
18272	ESS	"5,11"	Canons of London (St Paul)	Canons of London (St Paul)	Y	27	geld	30.66	-	N
18273	ESS	"5,12"	Canons of London (St Paul)	Canons of London (St Paul)	Y	2.95	geld	7	-	N
18275	ESS	"6,1"	Abbey of Westminster	Canons of London (St Martin-le-Grand)	N	7.25	geld	6	-	N
18276	ESS	"6,2"	Abbey of Westminster	Abbey of Westminster	Y	4.25	geld	6	-	P
18277	ESS	"6,3"	Abbey of Westminster	1 Englishman	N	0.41	geld	0.2	-	N
18278	ESS	"6,4"	Abbey of Westminster	Abbey of Westminster	Y	1	geld	0.5	-	N
18279	ESS	"6,5"	Abbey of Westminster	Abbey of Westminster	Y	5	geld	8	-	N
18280	ESS	"6,6"	Abbey of Westminster	Abbey of Westminster	Y	2	geld	3	-	N
18281	ESS	"6,7"	Abbey of Westminster	Ralph Baynard	N	1	geld	2	-	N
18282	ESS	"6,8"	Abbey of Westminster	Roger of Rames	N	0.7	geld	0.25	-	N
18282	ESS	"6,8"	Abbey of Westminster	Abbey of Westminster	Y	3.54	geld	34.5	-	N
18283	ESS	"6,9"	Abbey of Westminster	Abbey of Westminster	Y	2	geld	3	-	N
18284	ESS	"6,10"	Abbey of Westminster	William the chamberlain	N	1	geld	2	-	N
18285	ESS	"6,11"	Abbey of Westminster	Abbey of Westminster	Y	1.66	geld	10	-	N
18286	ESS	"6,12"	Abbey of Westminster	Robert the perverted	N	0.5	geld		not separately valued	N
18286	ESS	"6,12"	Abbey of Westminster	Abbey of Westminster	Y	2	geld	3	-	N
18287	ESS	"6,13"	Abbey of Westminster	Abbey of Westminster	Y	1	geld	1	-	N
18288	ESS	"6,14"	Abbey of Westminster	Abbey of Westminster	Y	4.75	geld	12	-	N
18289	ESS	"6,15"	Abbey of Westminster	Abbey of Westminster	Y	1.5	geld	6	-	N
18291	ESS	"7,1"	Bishop of Durham	Canons of Waltham	N	0.5	geld		not separately valued	N
18291	ESS	"7,1"	Bishop of Durham	William of Warenne	N	1.37	geld		not separately valued	N
18291	ESS	"7,1"	Bishop of Durham	Bishop of Durham	Y	45.25	geld	63.28	-	N
18293	ESS	"8,1"	Canons of Waltham	Canons of Waltham	Y	2.12	geld	0.75	-	N
18294	ESS	"8,2"	Canons of Waltham	Canons of Waltham	Y	5	geld	3	-	N
18295	ESS	"8,3"	Canons of Waltham	Canons of Waltham	Y	5	geld	5	-	N
18296	ESS	"8,4"	Canons of Waltham	Canons of Waltham	Y	4.16	geld	2	-	N
18297	ESS	"8,5"	Canons of Waltham	Canons of Waltham	Y	2.5	geld	1	-	N
18298	ESS	"8,6"	Canons of Waltham	Canons of Waltham	Y	1.75	geld	6	-	N
18299	ESS	"8,7"	Canons of Waltham	Canons of Waltham	Y	4.58	geld	4	-	N
18300	ESS	"8,8"	Canons of Waltham	Canons of Waltham	Y	3.66	geld	2.26	-	N
18301	ESS	"8,9"	Canons of Waltham	Geoffrey de Mandeville	N	0.5	geld		not separately valued	N
18301	ESS	"8,9"	Canons of Waltham	Robert Gernon	N	1	carucates		not separately valued	N
18301	ESS	"8,9"	Canons of Waltham	Canons of Waltham	Y	1.5	geld	6	-	N
18302	ESS	"8,10"	Canons of Waltham	Canons of Waltham	Y	2.83	geld	5	-	N
18303	ESS	"8,11"	Canons of Waltham	Canons of Waltham	Y	3.66	geld	2	-	N
18306	ESS	"9,1"	Abbey of Barking	Abbey of Barking	Y	7	geld	9.1	-	N
18307	ESS	"9,2"	Abbey of Barking	Abbey of Barking	Y	6.8	geld	10	-	N
18308	ESS	"9,3"	Abbey of Barking	1 villager	N	0.33	geld	0.16	-	N
18309	ESS	"9,4"	Abbey of Barking	William	N	0.75	geld	0.9	-	N
18310	ESS	"9,5"	Abbey of Barking	Robert Gernon	N		no units		not separately valued	N
18310	ESS	"9,5"	Abbey of Barking	Godwin Woodhen	N	0.75	geld	0.5	-	N
18310	ESS	"9,5"	Abbey of Barking	Abbey of Barking	Y	1.66	geld	1.5	-	N
18311	ESS	"9,6"	Abbey of Barking	Abbey of Barking	Y	0.5	geld	0.5	-	N
18312	ESS	"9,7"	Abbey of Barking	Abbey of Barking	Y	27.8	geld	77.5	-	N
18312	ESS	"9,7"	Abbey of Barking	Jocelyn the lorimer	N	0.2	geld		not separately valued	N
18312	ESS	"9,7"	Abbey of Barking	3 men-at-arms	N	2	geld	2.5	-	N
18313	ESS	"9,8"	Abbey of Barking	Abbey of Barking	Y	11.6	geld	10	-	N
18314	ESS	"9,9"	Abbey of Barking	Abbey of Barking	Y	3	geld	7	-	N
18315	ESS	"9,10"	Abbey of Barking	William of Warenne	N		no units	0.15	-	N
18315	ESS	"9,10"	Abbey of Barking	Abbey of Barking	Y	0.58	geld	0.15	-	N
18316	ESS	"9,11"	Abbey of Barking	Abbey of Barking	Y	3.58	geld	3	-	N
18317	ESS	"9,12"	Abbey of Barking	Abbey of Barking	Y	0.37	geld	0.5	-	N
18318	ESS	"9,13"	Abbey of Barking	William of Boursigny	N	0.75	geld	1.05	-	N
18318	ESS	"9,13"	Abbey of Barking	Abbey of Barking	Y	6.75	geld	8.95	-	N
18319	ESS	"9,14"	Abbey of Barking	Ranulf Peverel	N	1	geld		not separately valued	N
18319	ESS	"9,14"	Abbey of Barking	Odo	N	0.08	geld	0.06	-	N
18319	ESS	"9,14"	Abbey of Barking	Abbey of Barking	Y	6.91	geld	10	-	N
18321	ESS	"10,1"	Abbey of Ely	Eudo the steward	N	2	carucates	4	-	N
18321	ESS	"10,1"	Abbey of Ely	Abbey of Ely	Y	3	geld	8	-	N
18322	ESS	"10,2"	Abbey of Ely	Abbey of Ely	Y	3.37	geld	6	-	N
18323	ESS	"10,3"	Abbey of Ely	Abbey of Ely	Y	17.75	geld	20	-	N
18323	ESS	"10,3"	Abbey of Ely	Eudo the steward	N	2.25	geld		not separately valued	N
18324	ESS	"10,4"	Abbey of Ely	Abbey of Ely	Y	2	geld	10	-	N
18325	ESS	"10,5"	Abbey of Ely	Hugh {of Bernières}	N	5	geld	8	-	N
18325	ESS	"10,5"	Abbey of Ely	Abbey of Ely	Y	25.62	geld	21.5	-	N
18325	ESS	"10,5"	Abbey of Ely	William Cardon	N		no units		-	N
18327	ESS	"11,1"	Abbey of Bury St Edmunds	William son of Gross	N	1.12	geld	2.5	-	N
18328	ESS	"11,2"	Abbey of Bury St Edmunds	Abbey of Bury St Edmunds	Y	4.5	geld	12	-	N
18329	ESS	"11,3"	Abbey of Bury St Edmunds	Abbey of Bury St Edmunds	Y	4.5	geld	6	-	N
18330	ESS	"11,4"	Abbey of Bury St Edmunds	Abbey of Bury St Edmunds	Y	0.5	geld	1	-	N
18331	ESS	"11,5"	Abbey of Bury St Edmunds	Abbey of Bury St Edmunds	Y	0.3	geld	1	-	N
18332	ESS	"11,6"	Abbey of Bury St Edmunds	Abbey of Bury St Edmunds	Y	3.85	geld	2.5	-	N
18333	ESS	"11,7"	Abbey of Bury St Edmunds	Albert	N	1.87	geld	3	-	N
18334	ESS	"11,8"	Abbey of Bury St Edmunds	Abbey of Bury St Edmunds	Y	5	geld	6	-	N
18336	ESS	"12,1"	Canons of London (St Martin-le-Grand)	Count Eustace	N	0.66	geld	1.3	proportional	N
18336	ESS	"12,1"	Canons of London (St Martin-le-Grand)	Canons of London (St Martin-le-Grand)	Y	4.41	geld	8.7	proportional	N
18338	ESS	"13,1"	Abbey of Battle	Abbey of Battle	Y	4.08	geld	6.12	-	N
18339	ESS	"13,2"	Abbey of Battle	Abbey of Battle	Y	1	geld	2	-	N
18341	ESS	"14,1"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	0.33	geld	0.53	-	N
18342	ESS	"14,2"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	1	geld	6	-	N
18343	ESS	"14,3"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	0.5	geld	7	-	N
18344	ESS	"14,4"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	2	geld	2.5	-	N
18345	ESS	"14,5"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	6.5	geld	8.65	-	N
18346	ESS	"14,6"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	3.16	geld	4.5	-	N
18347	ESS	"14,7"	Abbey of Saint-Valery	Abbey of Saint-Valery	Y	2.91	geld	5.25	-	N
18349	ESS	"15,1"	Abbey of Caen (Holy Trinity)	Abbey of Caen (Holy Trinity)	Y	5.45	geld	32	-	N
18350	ESS	"15,2"	Abbey of Caen (Holy Trinity)	Abbey of Caen (Holy Trinity)	Y	8	geld	17	-	N
18352	ESS	"16,1"	Abbey of Caen (St Stephen)	Abbey of Caen (St Stephen)	Y	1.75	geld	10	-	N
18354	ESS	"17,1"	Abbey of Rouen	Abbey of Rouen	Y	20	geld	22	-	N
18354	ESS	"17,1"	Abbey of Rouen	1 priest	N	0.5	geld	0.5	-	N
18355	ESS	"17,2"	Abbey of Rouen	Abbey of Rouen	Y	0.89	geld	0.5	-	N
18355	ESS	"17,2"	Abbey of Rouen	Count E(ustace)	N	0.75	geld		not separately valued	N
18357	ESS	"18,1"	Bishop Odo of Bayeux	(Ralph) son of Turold	N	5.75	geld	8	-	N
18358	ESS	"18,2"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	38.04	geld	36	-	N
18359	ESS	"18,3"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	7.33	geld	7	-	N
18360	ESS	"18,4"	Bishop Odo of Bayeux	(Ralph) son of Turold	N	5.75	geld	5	-	N
18361	ESS	"18,5"	Bishop Odo of Bayeux	(Ralph) son of Turold	N	5	geld	5.5	-	N
18362	ESS	"18,6"	Bishop Odo of Bayeux	2 men-at-arms	N	3	geld	4	-	N
18363	ESS	"18,7"	Bishop Odo of Bayeux	Osbern	N	1	equal	0.75	equal	N
18363	ESS	"18,7"	Bishop Odo of Bayeux	(Theodric) Pointel	N	1	equal	0.75	equal	N
18364	ESS	"18,8"	Bishop Odo of Bayeux	(Ralph) son of Turold	N	2.4	geld	2	-	N
18365	ESS	"18,9"	Bishop Odo of Bayeux	Teher (of Helléan)	N	1	geld	1	-	N
18366	ESS	"18,10"	Bishop Odo of Bayeux	(Ralph) son of Turold	N	12.11	geld	10	-	N
18367	ESS	"18,11"	Bishop Odo of Bayeux	(Ralph) son of Turold	N	1.5	geld	1.5	-	N
18368	ESS	"18,12"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	0.16	geld	0.12	-	N
18369	ESS	"18,13"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	0.12	geld	0.2	-	N
18370	ESS	"18,14"	Bishop Odo of Bayeux	Swein (of Essex)	N	3.75	geld	6	-	N
18371	ESS	"18,15"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	0.75	geld	1.5	-	N
18372	ESS	"18,16"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	0.5	geld	0.5	-	N
18373	ESS	"18,17"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	1.25	geld	2.75	-	N
18374	ESS	"18,18"	Bishop Odo of Bayeux	Swein (of Essex)	N	1	geld	1.5	-	N
18375	ESS	"18,19"	Bishop Odo of Bayeux	(Theodric) Pointel	N	0.5	geld	0.25	-	N
18376	ESS	"18,20"	Bishop Odo of Bayeux	Ralph son of Turold	N	0.79	geld	0.75	-	N
18377	ESS	"18,21"	Bishop Odo of Bayeux	Aubrey (de Vere)'s wife	N	0.18	geld	1.5	-	N
18378	ESS	"18,21a"	Bishop Odo of Bayeux	Tihel of Helléan	N	2.11	geld	4	-	N
