struct_idx	borough_id	county	phillimore	text	notes
13894	7420	YKS	C26	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database
13895	7440	YKS	C27	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database
13896	7460	YKS	C28	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database
13897	7480	YKS	C29	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database
13898	7500	YKS	C30	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 18 carucates
13899	7520	YKS	C31	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 3 carucates
13900	7540	YKS	C32	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database
13901	7560	YKS	C33	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 3 carucates
13902	7580	YKS	C34	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 3 carucates
13903	7600	YKS	C35	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 1 carucate
13904	7620	YKS	C36	"For copyright reasons, the text for Yorkshire cannot be displayed."	Customs; fines
13905	7640	YKS	C37	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13906	7660	YKS	C38	"For copyright reasons, the text for Yorkshire cannot be displayed."	Customs; fines
13907	7680	YKS	C39	"For copyright reasons, the text for Yorkshire cannot be displayed."	Customs
13908	7700	YKS	C40	"For copyright reasons, the text for Yorkshire cannot be displayed."	
15552	7720	LIN	C1	"In the City of LINCOLN there were 970 occupied messuages before 1066. This number is reckoned by the English method, [that is] 100 for 120."	See C19.
15553	7740	LIN	C2	"In the City itself there were 12 lawmen, that is those who have full jurisdiction: Harthacnut; Swarting son of Grimbald; Ulf's son, Swartbrand, who had market rights; Walraven father of Aghmund; Alwold; Brictric; Guthroth; Wulfbert brother of Ulf; Godric son of Edeva; Siward the priest; Leofwin the priest; Healfdene the priest."	
15554	7760	LIN	C3	"Now there are as many there who likewise have full jurisdiction: 1. Swarting in place of his father Harthacnut; 2. Swarting; 3. Swartbrand in place of his father Ulf; 4. Aghmund in place of his father Walraven; 5. Alwold; 6. Godwin son of Brictric; 7. Norman the fat in place of Guthroth; 8. Wulfbert, Ulf's brother, is still living; 9. Peter of Valognes in place of Godric son of Edeva; 10. Wulfnoth the priest in place of Siward the priest; 11. Burgwald in place of his father Leofwin who is now a monk; 12. Leodwin son of Raven in place of Healfdene the priest."	
15555	7780	LIN	C4	"Toki son of Auti had 30 messuages in the City besides his hall and 2 1/2 churches. He had his hall exempt from every customary due. He had rent in respect of the 30 other messuages, and besides this 1d from each one, that is the land tribute. In respect of these 30 messuages the King had toll and forfeiture, as the burgesses have sworn. But Wulfgeat the priest contradicts their sworn testimony and offers to undergo ordeal that it is not as they state. Geoffrey Alselin and his nephew Ralph, Geoffrey Alselin's nephew hold this hall. Bishop Remigius holds the said 30 messuages among [the lands of] the church of St Mary with the result that Geoffrey Alselin has nothing from them, neither [in] exchange nor other payment. Geoffrey Alselin also has 1 messuage outside the wall from which he has the land tribute, as Toki (son of Auti) had."	
15556	7800	LIN	C5	"Ralph Payenel has 1 messuage, which was Merleswein (the sheriff)'s, exempt from every customary due."	
15557	7820	LIN	C6	"Ernwin the priest has 1 messuage of Earl Morcar's with full jurisdiction; he holds from the King in the same way as Morcar had it, as he states himself."	
15558	7840	LIN	C7	"Gilbert of Ghent has 1 messuage, Ulf's, with full jurisdiction, another messuage from which he had 1d, and a further 1 messuage, Siward's, exempt from every customary due."	
15559	7860	LIN	C8	"Earl Hugh has 1 messuage, Earl Harold's, with full jurisdiction, and 2 messuages from which he has the land tribute."	
15560	7880	LIN	C9	"Roger of Bully has 1 messuage, Swein son of Svavi's, with full jurisdiction."	
15561	7900	LIN	C10	"Countess Judith has 1 messuage, Stori <of Bolingbroke>'s, without full jurisdiction. Ivo Tallboys claims it through the burgesses."	
15562	7920	LIN	C11	"Bishop Remigius has 1 small manor (`Willingthorpe') with 1 carucate adjacent to the City of LINCOLN, with full jurisdiction and market rights; likewise in respect of 3 messuages, 2 churches and 78 messuages except for the King's tax which they pay with the burgesses. Of these, 20 messuages are unoccupied. Of the 3 messuages above, 1 is exempt from everything, but 2 are taxed with the burgesses."	Waste: 20 messuages are unoccupied.
15563	7940	LIN	C12	"In the fields of LINCOLN outside the City there are 12 1/2 carucates of land, besides the carucate of the Bishop of the City. Of this land the King and the Earl have 8 carucates in lordship. King William gave one of them to Ulfkil for a ship which he bought from him. But the man who sold the ship is dead and no one has this carucate of land except with the King's consent. Besides these 8 carucates the King and the Earl have 231 acres of arable land, {inland}, and 100 acres of meadow."	Geld: remaining 4.5 carucates recorded in C13-17.
15564	7960	LIN	C13	"Of the remaining land, that is 4 1/2 carucates, before 1066 Ulf had 1 carucate, now his son Swartbrand has it."	
15565	7980	LIN	C14	"Before 1066 Siward the priest and Auti had another carucate, and 6 acres of meadow, which Wulfgeat the priest holds. Now Alnoth has half of this carucate and Norman son of Siward the priest the other half. But Wulfnoth the priest seized the said half of that land - and the wife of Siward the priest - while it was in the King's possession because of [a fine of] 40s which the King himself had imposed on Siward the priest."	Fines
15566	8000	LIN	C15	Peter of Valognes has the third carucate which Godric had before 1066.	
15567	8020	LIN	C16	"The fourth carucate was attached to the church of All Saints before 1066, also 12 plots and 4 crofts. Godric son of Garwine had this church, the church's land and whatever belonged to it. But now that he has become a monk the Abbot of Peterborough holds them. But all the burgesses of LINCOLN state that he has them wrongfully, because neither Garwine nor Godric his son nor anyone else could grant them outside the City or outside their family except with the King's consent. This church and what belongs to it Ernwin the priest claims by inheritance from his kinsman Godric."	
15568	8040	LIN	C17	"St Mary's of Lincoln, where the Bishopric is now, had and has the remaining 1/2 carucate of land."	The reference to the Bishopric of Lincoln holding land TRE is anachronistic.
15569	8060	LIN	C18	"Between them the churches of Lincoln and the burgesses had 36 crofts in LINCOLN, besides the 12 1/2 carucates of land which are listed above."	
15570	8080	LIN	C19	"Of the said messuages which were occupied before 1066, 200 are now unoccupied by the English reckoning, that is 240, and by the same reckoning 760 are now occupied. See C1;26"	Waste: 240 are messuages now unoccupied; see C26 for further breakdown.
15571	8100	LIN	C20	"Those written below have not paid the King's tax as they ought to have: The land of St Mary's where Theodbert lives in the High Street has not paid tax; nor has the Bishop's land situated at St Lawrence's (of Lincoln) paid tax on 1 house. The Abbot of Peterborough has not paid tax on 1 house and 3 plots. Earl Hugh has not paid tax on all his land, nor has Turold of Greetwell, nor Losoard nor Ketilbiorn <of Nettleton>. Hugh son of Baldric has not paid tax on 2 plots, nor has Geoffrey Alselin, likewise on 2 plots. Nor has Gilbert paid tax on 3 houses; nor Peter of Valognes on his house; nor Countess Judith on her house; nor Ralph Payenel on 1 house; nor Ralph of Bapaume on his house; nor Ertald on his house."	
15572	8120	LIN	C21	"The house on which the Abbot of Peterborough has not paid tax, as has been stated [above], Norman the fat claims as [part] of the King's Holding. For Guthroth his predecessor had it in pledge for 3 1/2 marks of silver."	
15573	8140	LIN	C22	"Kolsveinn (of Lincoln) has in the City of LINCOLN 4 plots of his nephew Cola's land. Outside the City he has 36 houses and 2 churches to which nothing is attached, which he settled on waste land which the King gave him and which had never been settled before. Now the King has all the customary dues from them."	Waste: land redeveloped
15574	8160	LIN	C23	"Alfred, Thorald's nephew, has 3 plots of Sibbi's land which the King gave him, in which he has all the customary dues except for the King's tax from the mint."	
15575	8180	LIN	C24	The Abbot of Ely has 1/2 messuage from Edstan's land.	
15576	8200	LIN	C25	Hugh son of Baldric has 2 plots which the King gave him.	
15577	8220	LIN	C26	"Of the said unoccupied messuages 166 were destroyed because of the castle; the remaining 74 are unoccupied outside the castle's perimeter, not because of the oppression of the Sheriffs and officers, but because of misfortune, poverty and the ravages of fire."	"Waste: 166 messuages destroyed because of the castle; 74 are unoccupied outside the castle's perimeter, not because of the oppression of the Sheriffs and officers, but because of misfortune, poverty and the ravages of fire. Duplicates C19; not recorded."
15578	8240	LIN	C27	"Before 1066 the City of LINCOLN paid £20 to the King and £10 to the Earl. Now it pays £100 at face value between the King and the Earl, but the mint pays £75."	Third penny though the phrase is not employed. Morcar was earl in 1066; there was no earl in 1086.
15579	8260	LIN	C28	The customary dues of the King and the Earl in South Lincoln[shire] pay £28.	"Customs. Third penny,  though the phrase is not employed: the dues were presumably shared between king and earl in the usual ratio of 2:1. Morcar was earl in 1066; there was no earl in 1086."
15580	8280	LIN	C29	In the North Riding (of Lindsey) the customary dues of the King and the Earl pay £24.	"Customs. Third penny,  though the phrase is not employed: the dues were presumably shared between king and earl in the usual ratio of 2:1. Morcar was earl in 1066; there was no earl in 1086."
15581	8300	LIN	C30	In the West Riding (of Lindsey) the customary dues of the King and the Earl pay £12.	"Customs. Third penny,  though the phrase is not employed: the dues were presumably shared between king and earl in the usual ratio of 2:1. Morcar was earl in 1066; there was no earl in 1086."
15582	8320	LIN	C31	In the South Riding (of Lindsey) the customary dues of the King and the Earl pay £15.	"Customs. Third penny,  though the phrase is not employed: the dues were presumably shared between king and earl in the usual ratio of 2:1. Morcar was earl in 1066; there was no earl in 1086."
15583	8340	LIN	C32	"If the peace, given by the King's hand or by his seal, is broken, a fine is paid throughout 18 hundreds. Each hundred pays £8. 12 hundreds pay the fine to the King and 6 to the Earl."	"Customs; fines. Third penny, though the phrase is not employed."
15584	8360	LIN	C33	"If anyone for any crime should be exiled by the King, the Earl and the men of the Shire, no one but the King can give him peace."	Customs
15586	8380	LIN	S1	"The King's Borough of STAMFORD paid tax before 1066 for 12 1/2 hundreds for the army, ship service and for Danegeld. There were and are six wards: five in Lincolnshire and the sixth in Northamptonshire - it is across the bridge; however, it paid every customary due with the other [wards] except for tribute and toll, which the Abbot of Peterborough had and has."	"Customs. Geld assumed unchanged; 12.5 Hundreds, these assumed to be 12-carucate hundreds."
15587	8400	LIN	S2	In these five wards before 1066 there were 141 messuages and 1/2 mill which paid all the customary dues; but now there are as many except for 5 which are unoccupied because of the construction of the castle.	Waste:  5 messuages are unoccupied because of the construction of the castle.
15588	8420	LIN	S3	"In these wards there are 6 messuages which before 1066 paid all the customary dues, but now they do not pay them. Brand has 4; Ulfkil son of Merewin, 2."	
15589	8440	LIN	S4	"In these wards there are 77 messuages of Freemen who have their lands in lordship and seek lords where they will. The King has nothing over them except for a fine [consisting] of their forfeiture, heriot and toll. 1 mill at 30s which Eustace of Huntingdon took away; it was one of the Freemen's."	Customs; fines
15590	8460	LIN	S5	"In STAMFORD before 1066 there were 12 lawmen who had full jurisdiction within their houses and over their men, except for tax, heriot, forfeiture involving their bodies at 40 {ora} of silver, and robbery. They also have this now, but they are only nine; one of them has 17 messuages under him and 1/2 mill, 15s; the second, 14 messuages - one of these is unoccupied; the third, 2 messuages; the fourth, 2 1/2; the fifth, 5; the sixth, 4; the seventh, 3; the eighth, 1; the ninth, 3, but Hugh Musard has taken 2 away from him."	Waste: 1 messuage unoccupied.
15591	8480	LIN	S6	"In these wards there are still 22 messuages and 2 churches with 12 acres of land at 14s which Ernwin the priest had before 1066; Edsi had 1 messuage. Eudo the steward now has these 23 messuages. The King had every customary due in respect of them, now he does not."	
15592	8500	LIN	S7	Also in this town Azur had 7 messuages and 1/2 mill before 1066; now Gunfrid of Chocques has them. To them belong 70 acres outside the town.	
15593	8520	LIN	S8	Young Edward had 14 messuages and 70 acres outside the town; now Countess Judith has them.	
15594	8540	LIN	S9	"Queen Edith had 70 messuages which lay in {Roteland}, with all the customary dues, except the bakers'. Attached to them are 2 1/2 carucates of land and 1 plough, which is ploughing, and 45 acres of meadow outside the town. Now King William has them. Value £6; value before 1066 £4."	Manorial details recorded in Statistics database.
15595	8560	LIN	S10	"In STAMFORD the Abbot of Peterborough had and has 10 messuages which belong to Lincolnshire; 1 mill, 40s; 5s from houses and from 8 acres."	
15596	8580	LIN	S11	"Leofwin had 9 messuages; now Alfred (of Lincoln) has them. Leofwin also [had] 1 messuage with every customary due except tax, which Guy of Raimbeaucourt has now."	
15597	8600	LIN	S12	"Fastulfr had 1 church from the King, exempt, with 8 acres."	
15598	8620	LIN	S13	"Albert of Lorraine [has?] 1 church, St Peter's (of Stamford), with 2 messuages and 1/2 carucate of land which lies in {Roteland}, in Hambleton. Value 10s."	
15599	8640	LIN	S14	The King has 600 acres of arable land outside the town in Lincolnshire.	
15600	8660	LIN	S15	The lawmen and burgesses have 272 acres without every customary due.	
15601	8680	LIN	S16	"Before 1066 STAMFORD paid £15, now it pays £50 in revenue. It now pays £28 in respect of every customary due of the King's."	
15603	8700	LIN	T1	"In TORKSEY before 1066 there were 213 burgesses. They all had the same customary dues as the men of Lincoln, and so much more, since whoever of them had a messuage in this town did not pay toll on entering or leaving nor a customary due. However, this was their [obligation]: if the King's officers should come there the men of this small town should conduct them with their ships and other equipment for navigation as far as York, and the sheriff should find supplies for the officers and the sailors out of his revenue. But if any of the burgesses wished to go away anywhere and sell [his] house which was in this town, he could do it, if he wished, without the knowledge and permission of the reeve."	Customs.
15604	8720	LIN	T2	"Queen Edith had this small town of TORKSEY and the manor of Hardwick adjacent to it in lordship and she had 2 carucates of land without tax outside the town. Now the King has them in lordship; there are 102 burgesses who live there, but 111 messuages are unoccupied. To this town belong 20 acres of meadow, 60 acres of underwood and 11 fisheries. One of them is Berengar of Tosny's. Value before 1066, between the King and the Earl, £18; now £30."	Waste: 111 messuages are unoccupied. Third penny? Values: assumed shared in ratio 2:1. Morcar was earl in 1066; there was no earl in 1086.
15605	8740	LIN	T3	Before 1066 TORKSEY and Hardwick paid in Lincoln the fifth penny from the City's tax. Towards this fifth part Torksey paid two pennies and Hardwick the third. (Earl) Morcar had the third penny of all the customary dues of this [place called] Torksey.	Third penny.
15606	8760	LIN	T4	In Hardwick Swein and Godric had 1 carucate of land; 12 men lived there. Now Roger of Bully has half and the Bishop of Lincoln the other half at St Mary's of Stow. There falls to [Hardwick] the third part of the King's tax which the King does not have from that [part] which is due from TORKSEY.	
15607	8780	LIN	T5	Here are noted those who had full jurisdiction and market rights in Lincolnshire: the Bishop of Lincoln; Queen Edith; the Abbot of Peterborough; the Abbot of Ramsey; the Abbot of Crowland; Earl Harold; Earl Morcar; Earl Waltheof; Earl Ralph; Ulf Fenman; Merleswein (the sheriff); Thorgot (Lagr); Toki son of Auti; Stori <of Bolingbroke>; Ralph the constable; Siward Barn; Harold the constable; Fiacc; Rothulfr son of Skjaldvor; Godric son of Thorfridh; Aki son of Siward and Vigleikr his brother over their father's land; Leofwin son of Alwin; Azur son of Svala; Aelric son of Mergeat; Auti son of Azur; Aethelstan son of Godram; Thori son of Roald; Toli son of Alsi; Azur son of Burg; Wulfward White; another Ulf; Hemming; Barthi <of Sleaford>; Swein son of Svavi.	
19253	8800	ESS	B1	"In the same COLCHESTER before 1066, 1 free man, Godric of Colchester, held 4 pieces of land and a church, and 4 hides in GREENSTEAD. On his death his sons separated the land into four parts. The King has two of these, in which belong two houses in the Borough which have always paid a customary due to the King and still pay [it]. In 2 hides, then and now 2 ploughs in lordship. Then and now 3 villagers; then and now 2 slaves. Then and now meadow and marsh, 24 acres; then 1 mill, now 1/2. Value then and now 40s. From the two other parts Count Eustace has 1 hide and John son of Waleran [has] the other hide. In Count Eustace's fourth, a whole church, 1/4 mill, and 1/4 of the meadow. Then 1 plough, now none. Value in total 30s. In John's fourth was 1 plough before 1066, now none. 1/4 mill and 1/4 of the meadow. Value in total 30s. From these two parts the King has no customary due."	Manorial details recorded in Statistics database.
19254	8820	ESS	B2	"The burgesses claim 5 hides of LEXDEN, which belonged to the said land which Godric of Colchester used to hold, [to be liable] to the customary due and the city's levy."	
19255	8840	ESS	B3a	"These are the King's burgesses who pay the customary due: Coleman has 1 house in COLCHESTER; and he holds 5 acres of land and has always paid the customary due to the King. Leofwin [holds] 2 houses and 25 acres of land; Wulfric, 1 house; Edwin the priest, 1 house and 20 acres; Thorkil, 1 house and nine acres; Wulfstan Eadlac, 4 houses and 20 acres; Leofwin Crist, 1 house and 10 acres; Manwin, 4 houses and 30 acres; Aelfric, 1 house and 5 acres; Hardekin, 10 1/2 houses [and] 20 acres; Alfheah the priest, 1 house and 25 acres; Leofwold, 1 house and 15 acres; another Wulfric, 1 house and 7 acres; Swartling, 1 house and 10 acres; Alward, 1 house and 2 acres; another Edwin, 1 house; Goda, 13 houses and 20 acres; Sprot, 2 houses and 3 acres; Edric, 4 houses and 15 acres; Godwin, 1 house and 15 acres; Godwin Weakfeet and his son, 5 houses and 12 acres; Blanc, 6 houses and 20 acres; another Aelfric, 2 houses and 14 acres; Stanhard, 2 1/2 houses and 10 acres; another Godwin, 1 house and 9 acres; a third Wulfric, 2 houses and 1 acre; Alsi, 1 house and 3 1/2 acres; another Alward, 2 houses and 23 acres; another Manwin, 2 houses and 7 acres; Leofsexe, 1 house and 2 1/2 acres; another Leofwin, 10 acres; Wulfwin, 1 house and 2 1/2 acres; Goding, 2 houses and 10 acres; another Goda, 1 house and 7 acres; Wulfwin the summoner, 1 house and 7 acres; Alfgar, 1 house; Wulfward, 2 houses and 1 acre. Alwin, 1 house and 10 acres; Alfgar the priest, 1 house and 1 acre; Freond, 1 house and 2 acres; Asgot, 2 houses and 1 acre; a fourth Wulfric, 2 houses; Arthur, 1 house and 4 acres; a third Edwin, 1 house and 4 acres; Saewaru, 1 house and 7 acres; Leoffled, 3 houses, 25 acres and 1 mill; a third Aelfric, 1 house; a third Godwin, 1 house; another Sprot, 1 house and 3 acres; Grimulf <of Colchester>, 2 houses and 9 acres; Saegar, 1 house and 10 acres; a fourth Aelfric, 1 house; another Alwin, 3 houses and 9 acres; a fifth Wulfric, 1 house and 6 acres; a third Sprot, 1 house and 3 acres; another Wulfward, 1 house and 8 acres; a third Leofwin, 1 house and 10 acres by agreement; a fourth Godwin, 1 house; Goldstan, 1 house and 5 acres; another Wulfwin, 1 house and 4 acres; a third Wulfward, 1 house and 3 acres; a third Wulfwin, 2 houses and 7 acres; a fifth Godwin, 2 houses and 6 acres by agreement; another Alsi, 2 houses; Leofstan, 1 house and 1 acre; Godric, 1 house; Alric, 1 house; Not, 1 house; Brictwin, 1 house and 5 acres; another Leoffled, 1 house; another Alric, 1 house and 4 1/2 acres; a fourth Edwin, 1 house and 2 1/2 acres; Shed-butter, 1 house; a third Manwin, 4 acres; Goldwin, 1 house; a sixth Wulfric, 1 house and 2 acres; Osgeat, 1 house; a fifth Edwin, 1 house and 10 acres; a seventh Wulfric, 2 houses and 5 acres; third Alwin, 2 houses; a sixth Edwin, 1 house and 3 acres; a fourth Wulfwin, 1 house; Blaecstan, 2 houses; Manstan, 2 houses and 10 acres; a fifth Aelfric, 1 house and 1 acre; a fourth Leofwin, 1 house; a fourth Alwin, 2 houses and 22 acres; a fifth Leofwin, 2 houses; another Edric, 1 house; a sixth Leofwin, 1 house; Wulfgith, 1 house; Wulfsi, 1 house; Goldric, 2 houses and 22 acres; a third Goda, 22 acres; Calebot, 7 acres; another Manstan, 2 houses and 1 acre; Wulfheah, 1 house; a fourth Manwin, 1 house; Winemar <of Colchester>, 1 house; Segrim, 3 houses and 4 acres; Leofric, 1 house; a fourth Wulfward, 1 house and 4 acres; a fifth Wulfwin, 1 house and 10 acres; a third Leoffled, 1 house and 25 acres; another Godric, 1 house; Deormann (of London), 1 house; Thorsten, 1 house; Dublel, 1 house and 1/2 acre; Godday, 2 houses; Goti Chill, 1 house and 1 acre; Stan, 1 house; Ordgeat, 1 house; Alfstan, 1 house; Tovi, 1 house; Golding, 1 house, Leofgeat, 1 house and 2 acres; another Blaecstan, 1 house; a fifth Manwin, 1 house; a fifth Alwin, 1 house; Leofson, 2 houses, a sixth Aelfric, 1 house and 2 acres; Brunmann, 1 house; a sixth Alwin, 1 house; Saewulf, 2 1/2 houses and 10 acres; a seventh Leofwin, 3 acres; an eighth Wulfric, 1 house; another Alfstan, 1 house; a sixth Godwin, 3 acres; another Goldwin, 1 house; a seventh Godwin, 1 house and 1 acre; Wicga, 1 house; Leodmer <of Claret>, 1 house; Wulfstan, 2 houses; Godson, 1 house; and 3 acres; {Elebolt}, 2 houses and 1 acre; an eighth Godwin, 1 house; Godiva, 1 house; another Leofstan, 1 house; Edward the priest, 1 house; Hakon, 1 house; Aelbert <of Colchester>, 1 house; Tate, 1 house; Saeward, 1 house; Beard, 1 house and 5 acres; Wulfward the priest, 1 house and 1 acre; Culling, 2 houses and 7 acres; Alwold, 1 house; Filiman, 1 house and 5 acres; another Godiva, 1 house; Siward the priest, 1 house and 4 acres; Pic, 1 house; a sixth Wulfwin, 3 houses and 4 acres; Leofeva, 1 house and 4 1/2 acres; a seventh Aelfric, 15 acres; Alwynn, 2 houses; a ninth Wulfric, 1 house and 1 1/2 acres; William Peche, 1 house; Best, 1 house; Rosell, 1 house and 4 acres; an eighth Leofwin, 1 house and 2 acres; a fourth Goda, 1 house; a seventh Wulfwin, 1 house; another Leofson, 1 house; Goldman, 1 house; Pote, 4 acres; a third Godric, 1 house; Siric, 1 house and 2 acres; a third Alric, 1 house and 2 acres; Lundi, 1 house; Brictric, 1 house and 9 1/2 acres; a third Leofstan, 1 house; Woodbill, 1 house; a third Blaecstan, 1 house; Alfled, 1 house; Wulfeva, 1 house and 20 acres; a fifth Goda, 1 house and 20 acres; Aeschere, 1 house and 19 acres; a fourth Godric, 1 house; Brunlocc, 1 house; Alnoth, 2 houses and 4 acres; a ninth Godwin, 1 house and 10 acres; a ninth Leofwin, 1 house and 10 acres; Aelfric the priest, 3 houses and 2 acres; Roger, 1 house and 4 acres, a fifth Godric, 1 house; an eighth Aelfric, 1 house and 2 acres; Swarting, 1 house and 10 acres; Godgyth <of Thorley>, 2 houses and 14 acres; Brunwin, 1 house and 3 acres; an eighth Wulfwin, 1 house, Brungar, 2 houses and 18 acres; Sunegod, 1 house; Siward, 1 house and 6 1/2 acres; another Wulfstan, 11 acres; Leofswith, 2 houses and 8 acres; another Segrim, 1 house; a ninth Wulfwin, 1 house, a tenth Leofwin, 1 house, another Leofric, 1 house; another Goding, 1 house and 1 acre; Wigstan, 2 houses and 30 acres; {Ainolf}, 1 house and 15 acres; Tunric, 1 house; Alstan, 5 acres; a third Alsi, 1 house; Goldhere, 1 acre; another Godson, 1 1/2 acres; a tenth Wulfwin, 1 house; a ninth Aelfric, 1 house; a tenth Godwin, 1 house; Peacock, 1 house; a seventh Alwin, 1 house; another Brictric, 1 house; a sixth Manwin, 1 house; a tenth Wulfric, 1 house; a third Godson, 6 1/2 acres; another Brunwin, 1 house; a seventh Manwin, 1 house, a third Edric, 1 house; another Leofeva, 1 house; {Owine} <of Colchester>, 1 house; another Alstan, 2 houses; another Alwold, 6 1/2 acres; an eighth Manwin, 1 house and 5 acres; a third Alward, 1 house and 15 acres; another Leodmer, 10 acres; the Abbot of St Edmund's, 2 houses and 30 acres; another Stanhard, 1 house; an eleventh Wulfwin, 1 house; Saefowl, 1 house; Leofred, 1 house and 6 acres; Aelfeva, 10 acres; a third Wulfstan, 1 house and 13 acres; an eleventh Leofwin, 2 houses; a third Leofeva, 1 house; a tenth Aelfric, 1 house; a sixth Godric, 1 house and 9 acres; an eleventh Wulfric, 1 house and 4 acres; a twelfth Wulfwin, 1 house; another Alwynn, 1 house; Tesco, 2 houses and 20 acres of land, and he owes customary dues to the King and never pays; a twelfth Wulfric, 3 acres; Stoting, 1 house; Herstan, 1 house; a third Leofric, 1 house and 42 acres; a fourth Edric, 1 house; Dela, 1 house; Hunning, 2 houses; a ninth Manwin, 2 houses; an eleventh Aelfric, 2 houses; Goti Hugh, 6 acres; a twelfth Leofwin, 1 house and 25 acres; Demiblanc, 4 houses; a third Leofson, 1 acre; another Aelfeva, 1 house; a fourth Leofeva, 3 acres; Swein, 1 house; another Wulfsi, 1 house; another Alfled, 1 house; Ralph Pinel, 4 houses below the walls, and 5 acres, and he has not paid the customary due and has given in a pledge; Ordlaf, 3 1/2 acres; Walter, 2 houses; Horrap, 1 house; an eighth Alwin, 1 house; Stanburg, 1 house; a fourth Wulfstan, 2 houses and 5 acres; Kenting, 1 house; a fourth Sprot, 1 house and 5 acres; Edwin, 1 house and 3 acres; Goti Fleet, 20 acres; Manson, 10 acres; a third Goding, 1 house and 5 acres; another Wulfeva, 5 acres; a thirteenth Wulfric, 1 house and 1 1/2 acres; Lorce Bret, 1 house and 10 acres; another Goldhere, 1 house. Apart from their land, those burgesses have 51 acres of meadow."	
19256	8860	ESS	B3b	"Haimo the steward [has] 1 house, 1 court, 1 hide of land and 15 burgesses; his predecessor Thorbiorn held this before 1066. All this, apart from his hall, paid the customary due before 1066; the burgesses still pay [a tax assessed] on their heads, but a customary due has not been paid from their land and from the hide which they hold from Haimo. In the hide, 1 plough then, now none. Meadow, then and now 6 acres. Value of all this before 1066 £4; when acquired, the same; now 40s."	Manorial details recorded in Statistics database.
19257	8880	ESS	B3c	"Manson [has] 2 houses and 4 acres; Goda, 1 house."	
19258	8900	ESS	B3d	"Eudo the steward [has] 5 houses and 40 acres of land, which the burgesses used to hold before 1066. They paid all the customary due of burgesses; but now they do not pay the customary due, apart from [a tax assessed] on their heads. The whole of this, with 1/4 of St Peter's Church Colchester pays 30s."	
19259	8920	ESS	B3e	"Hugh de Montfort [has] 1 house, which Godric his predecessor held before 1066. Then it used to pay the King's customary due; now it does not pay, nor did it pay later on, since Hugh has had it."	
19260	8940	ESS	B3f	"Roger of Poitou [has] 1 house, which Alfled his predecessor held before 1066. It used to pay the King's customary due; now it does not pay and has not paid since Roger has had it."	
19261	8960	ESS	B3g	"Count Eustace [has] 12 houses and one which Engelric (the priest) has annexed. They paid the King's customary due before 1066; now they do not pay, and have not paid since Eustace has had them. Value 12s."	
19262	8980	ESS	B3h	"William the deacon, the Bishop's nephew, [has] 2 houses, which Thorkil held. He pays the customary due."	
19263	9000	ESS	B3j	"Otto the goldsmith [has] 3 houses which belong to Shalford, which Countess Aelfeva used to hold. They used to pay the King's customary due; now they do not pay. This is of the Queen's land."	
19264	9020	ESS	B3k	"The Abbot of Westminster [has] 4 houses, which Earl Harold held before 1066 [belonging] to Feering. Then they used to pay the customary due; now they do not pay."	
19265	9040	ESS	B3l	"Geoffrey de Mandeville [has] 2 houses, which Ginni held before 1066 [belonging] to Ardleigh. They used to pay the customary due; now they do not pay."	
19266	9060	ESS	B3m	"Swein of Essex [has] 1 house, which Goda held before 1066 [belonging] to Elmstead. Then they used to pay the King's customary due; now they only pay [a tax assessed] on a man's head."	
19267	9080	ESS	B3n	"William of Vatteville [holds] 1 house from Swein of Essex, which Robert son of Wiuhomarch held before 1066. It used to pay the customary due; now it does not pay."	
19268	9100	ESS	B3p	"Turstin Wishart [holds] 3 houses from John son of Waleran, and 1/2 hide of land, which 2 burgesses held before 1066. They used to pay the King's customary due; now they do not pay the customary due. Value of the 1/2 hide, then 10s; when acquired, 6s; now 5s."	Manorial details recorded in Statistics database.
19269	9120	ESS	B3q	"Ranulf Peverel [has] 5 houses, which Aelmer (Milk) held before 1066 [belonging] to Terling. They used to pay the customary due; now they do not pay. One of these is outside the wall."	
19270	9140	ESS	B3r	"Ralph Baynard [has] 1 house, which Aelmer Milk held before 1066 [belonging] to Tolleshunt. They used to pay the customary due; not they do not."	
19271	9160	ESS	B3s	The Abbess of Barking [had] 3 houses before 1066. Then it used to pay the customary due; now it does not.	
19272	9180	ESS	B3t	"Aubrey de Vere [has] 2 houses and 3 acres of land, which Wulfwin his predecessor held before 1066. Then they used to pay the customary due."	
