struct_idx	county	phillimore	overlord_66	lord_66	holding	units	value_66	v_66_code	waste_66	idx_overlord_66	idx_lord_66
21215	SUF	"3,102"	Edric of Laxfield	Wulfeva <of Thorndon>	0.08	equal		1086 value;equal	N	167100	608575
21216	SUF	"3,103"	"Ely (St Etheldreda), abbey of"	Ulf	0.25	geld		1086 value	N	181750	544500
21216	SUF	"3,103"	-	"free men, two"	0.03	geld		1086 value	N		652500
21217	SUF	"3,104"	-	"free men, three"	0.34	geld	0.33	-	N		650300
21218	SUF	"3,105"	-	"Rumburgh (St Michael), abbey of"	0.33	geld		-	N		474200
21220	SUF	"4,1"	"Ely (St Etheldreda), abbey of"	Aethelstan	6.58	geld	16	-	N	181750	18800
21221	SUF	"4,2"	-	Godric	0.35	geld	1	-	N		235950
21221	SUF	"4,2"	-	"free man, one"	0.22	geld		not separately valued	N		643250
21222	SUF	"4,3"	-	"free man, one"	0.11	geld		1086 value	N		643250
21222	SUF	"4,3"	"Ely (St Etheldreda), abbey of"	Wailolf	0.5	geld		1086 value	N	181750	553300
21222	SUF	"4,3"	-	"free man, one"	8.33E-03	geld		-	N		643250
21223	SUF	"4,4"	"Ely (St Etheldreda), abbey of"	Edward	0.12	equal	0.25	proportional	N	181750	170200
21223	SUF	"4,4"	"Ely (St Etheldreda), abbey of"	Grimulf <of Helmingham>	0.12	equal	0.25	proportional	N	181750	254500
21223	SUF	"4,4"	"Ely (St Etheldreda), abbey of"	Iric <of Winston>	0.25	geld	0.5	proportional	N	181750	308700
21224	SUF	"4,5"	-	"free man, one half"	0.06	geld		1086 value	N		643700
21225	SUF	"4,6"	"Ely (St Etheldreda), abbey of"	"free men, twenty-one"	0.21	geld	2	-	N	181750	651600
21226	SUF	"4,7"	-	Oslac <of Thorpe>	0.08	geld		1086 value	N		390950
21227	SUF	"4,8"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.06	geld		1086 value	N	181750	643250
21228	SUF	"4,9"	-	"free men, four"	0.16	geld		1086 value	N		646050
21229	SUF	"4,10"	King Edward	"Skuli, a royal thane"	2	geld	1.5	-	N	171900	498200
21230	SUF	"4,11"	-	Aelfric	1	geld	1.25	-	N		7200
21231	SUF	"4,12"	Aelmer	Burghard (of Mendlesham)	0.5	geld		-	N	15250	131650
21232	SUF	"4,13"	-	Ulf the priest	0.33	geld		not separately valued	N		546700
21232	SUF	"4,13"	-	"free men, four"	0.5	geld		not separately valued	N		646050
21232	SUF	"4,13"	-	Aelfric	2	geld	1.5	-	N		7200
21233	SUF	"4,14"	Earl Ralph the constable	Eskil the priest	2	geld	2	-	N	412400	192000
21234	SUF	"4,15"	Toli the sheriff	Asmoth mother of Brictmer	0.05	geld		not separately valued	N	534050	94000
21234	SUF	"4,15"	Edric of Laxfield	Cyneric <of Darmsden>	0.05	geld		not separately valued	N	167100	144350
21234	SUF	"4,15"	Edric of Laxfield	Grim	0.05	geld		not separately valued	N	167100	252750
21234	SUF	"4,15"	Brictmer (son of Queneva)	"Brictmer son of Asmoth, Brictmer's man"	0.05	geld		not separately valued	N	120730	120650
21234	SUF	"4,15"	Munulf	Alfheah	0.05	geld		not separately valued	N	366200	32350
21234	SUF	"4,15"	Edric of Laxfield	Munulf	0.66	geld	0.5	-	N	167100	366200
21234	SUF	"4,15"	Munulf	Brunwin	0.05	geld		not separately valued	N	366200	130650
21234	SUF	"4,15"	Munulf	Leofric	0.05	geld		not separately valued	N	366200	334700
21235	SUF	"4,16"	(Earl) Harold	"free man, one"	0.25	equal	0.25	equal	N	270100	643250
21235	SUF	"4,16"	Healfdene	"wife, free man's"	0.25	equal	0.25	equal	N	272450	682850
21236	SUF	"4,17"	Edeva (the fair)	"free man, one"	0.04	geld		1086 value	N	157650	643250
21237	SUF	"4,18"	Edric (of Laxfield)	Edric (Grim)	0.57	equal	1	equal	N	167150	166650
21237	SUF	"4,18"	Aethelstan	"free men, four"	0.48	geld	0.75	-	N	18800	646050
21237	SUF	"4,18"	Aethelstan	Edric (Grim)	0.57	equal	1	equal	N	18800	166650
21237	SUF	"4,18"	Edric (of Laxfield)	"free men, three"	0.05	geld		not separately valued	N	167150	650300
21238	SUF	"4,19"	-	Aelfric	5.16	geld	3	-	N		7200
21238	SUF	"4,19"	-	Ulfkil	0.33	geld		not separately valued	N		547650
21238	SUF	"4,19"	-	Sumarlithi <of Bungay>	0.33	geld	0.66	-	N		507490
21238	SUF	"4,19"	Aelfric	"free men, twenty-seven"	1.08	geld	2	-	N	7200	651650
21239	SUF	"4,20"	(Earl) Gyrth	Wulfsi	2	geld	2	-	N	261500	621750
21240	SUF	"4,21"	Aelfric	"free men, eight"	0.16	geld		not separately valued	N	7200	644250
21240	SUF	"4,21"	Wulfsi	Aelfric	0.66	geld	0.4	-	N	621750	7200
21241	SUF	"4,22"	Wulfsi	Alwy	0.5	geld	0.5	-	N	621750	76650
21242	SUF	"4,23"	Wulfsi	"free men, seven"	0.66	geld	0.5	-	N	621750	647600
21243	SUF	"4,24"	-	Burghard (of Mendlesham)	2	geld	1.5	-	N		131650
21244	SUF	"4,25"	-	(Archbishop) Stigand	0.54	geld		1086 value	N		505450
21245	SUF	"4,26"	Burghard (of Mendlesham)	"free woman, one"	0.33	geld	0.25	-	N	131650	653250
21246	SUF	"4,27"	-	"free men, three"	0.12	geld		1086 value	N		650300
21247	SUF	"4,28"	Burghard (of Mendlesham)	"free men, three"	0.25	geld		1086 value	N	131650	650300
21248	SUF	"4,29"	Burghard (of Mendlesham)	"free men, two"	0.1	geld		1086 value	N	131650	652500
21249	SUF	"4,30"	-	Burghard (of Mendlesham)	1.55	geld	2.66	-	N		131650
21250	SUF	"4,31"	-	Burghard (of Mendlesham)	1.5	geld		1086 value	N		131650
21251	SUF	"4,32"	-	"free man, one"	0.1	geld		-	N		643250
21251	SUF	"4,32"	-	"free man, one"	0.08	geld		-	N		643250
21252	SUF	"4,33"	Burghard (of Mendlesham)	"free men, three"	0.18	geld		1086 value	N	131650	650300
21253	SUF	"4,34"	(Earl) Gyrth	"free man, one"	0.05	geld		1086 value	N	261500	643250
21254	SUF	"4,35"	-	Burghard (of Mendlesham)	2	geld	1.5	-	N		131650
21254	SUF	"4,35"	Burghard (of Mendlesham)	"free men, fourty"	1.5	equal	2	equal	N	131650	646650
21254	SUF	"4,35"	(Earl) Gyrth	"free men, fourty"	1.5	equal	2	equal	N	261500	646650
21255	SUF	"4,36"	Thorth (son of Ulfkil)	"free man, one"	0.25	geld	0.4	-	N	530050	643250
21256	SUF	"4,37"	(Earl) Gyrth	"free man, one"	0.12	geld	0.4	-	N	261500	643250
21257	SUF	"4,38"	-	Burghard (of Mendlesham)	2	geld	1.5	-	N		131650
21257	SUF	"4,38"	Burghard (of Mendlesham)	"free men, thirty"	2	geld	4	-	N	131650	649400
21258	SUF	"4,39"	B(urghard of Mendlesham)	"free men, five"	1.03	geld	0.3	-	N	131700	645350
21259	SUF	"4,40"	(Earl) Gyrth	Aelfric	1	geld	0.25	-	N	261500	7200
21260	SUF	"4,41"	(Earl) Gyrth	"free man, one"	0.27	geld		1086 value	N	261500	643250
21261	SUF	"4,42"	Aelmer	Munulf	0.66	equal	1	equal	N	15250	366200
21261	SUF	"4,42"	Edric of Laxfield	Munulf	0.66	equal	1	equal	N	167100	366200
21261	SUF	"4,42"	Munulf	"free men, six and four halves of"	0.25	geld		not separately valued	N	366200	648410
21261	SUF	"4,42"	Edric of Laxfield	"free man, one"	0.33	geld		not separately valued	N	167100	643250
21261	SUF	"4,42"	"Ely (St Etheldreda), abbey of"	"free men, three"	0.46	geld		not separately valued	N	181750	650300
21261	SUF	"4,42"	Edric of Laxfield	Aelmer	9.5	geld	16	-	N	167100	15250
21263	SUF	"5,1"	-	Leofric	6.25	geld	6	-	N		334700
21264	SUF	"5,2"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.55	geld		1086 value	N	181750	643250
21265	SUF	"5,3"	-	Alsi (Sqitrebil)	2.12	geld	1.5	-	N		58670
21266	SUF	"5,4"	-	Engelric (the priest)	2.5	geld	2.5	-	N		182750
21266	SUF	"5,4"	Engelric (the priest)	"free men, seven"	0.25	geld		not separately valued	N	182750	647600
21267	SUF	"5,5"	-	Engelric (the priest)	1.52	geld	2	-	N		182750
21268	SUF	"5,6"	-	Leodmer (the priest)	1.03	geld	0.5	-	N		326460
21269	SUF	"5,7"	-	Aelfric	1.12	geld	1	-	N		7200
21270	SUF	"5,8"	-	Wulfwaru	0.1	geld		-	N		626750
21272	SUF	"6,1"	-	Godwin son of Alfhere	4.75	geld	5	-	N		246450
21273	SUF	"6,2"	Godwin son of Alfhere	"free men, three"	0.33	geld	0.6	-	N	246450	650300
21273	SUF	"6,2"	-	Godwin son of Alfhere	2.04	geld	1	-	N		246450
21274	SUF	"6,3"	Edric of Laxfield	Leofwin	1	geld	1	-	N	167100	341650
21274	SUF	"6,3"	Leofwin	"free men, six"	0.1	geld		not separately valued	N	341650	648250
21274	SUF	"6,3"	-	Edric of Laxfield	0.16	geld		not separately valued	N		167100
21275	SUF	"6,4"	-	Edric of Laxfield		no units		-	N		167100
21276	SUF	"6,5"	Edric (of Laxfield)	someone	0.01	geld		1086 value	N	167150	499410
21276	SUF	"6,5"	Edric (of Laxfield)	"free man, one"	0.06	geld		1086 value	N	167150	643250
21276	SUF	"6,5"	Edric (of Laxfield)	"free man, one"	0.16	geld		1086 value	N	167150	643250
21277	SUF	"6,6"	Edric (of Laxfield)	"free man, one"	0.08	geld		1086 value	N	167150	643250
21278	SUF	"6,7"	-	"free man, one"	0.05	geld		1086 value	N		643250
21278	SUF	"6,7"	-	"free man, one"	0.04	geld		1086 value	N		643250
21279	SUF	"6,8"	Leofric	Edmer	0.03	geld		1086 value	N	334700	161250
21280	SUF	"6,9"	-	Aelmer	0.02	geld		1086 value	N		15250
21281	SUF	"6,10"	Edric (of Laxfield)	Brictwold	0.33	geld		1086 value	N	167150	126850
21282	SUF	"6,11"	Edric of Laxfield	Edric (Grim)	1.25	geld	3	-	N	167100	166650
21282	SUF	"6,11"	"Ely (St Etheldreda), abbey of"	Saxi	0.06	geld		-	N	181750	485350
21282	SUF	"6,11"	Brictmer (son of Queneva)	"free men, eleven and one half"	0.49	geld	1.5	-	N	120730	644850
21282	SUF	"6,11"	Edric of Laxfield	"free men, six"	0.3	geld	0.5	-	N	167100	648250
21282	SUF	"6,11"	Edric (of Laxfield)	Brictmer (son of Queneva)	1	geld		-	N	167150	120730
21283	SUF	"6,12"	"Ely (St Etheldreda), abbey of"	Godwin (son of Alfhere)	0.13	geld	0.13	-	N	181750	246460
21284	SUF	"6,13"	(Earl) Gyrth	Wulfgeat	0.5	geld		1086 value	N	261500	610850
21284	SUF	"6,13"	Wulfgeat	"free men, two"	0.05	geld		1086 value	N	610850	652500
21285	SUF	"6,14"	Edric (of Laxfield)	someone	0.15	geld		1086 value	N	167150	499410
21286	SUF	"6,15"	Edric (of Laxfield)	Wulfgeat	0.08	geld		1086 value	N	167150	610850
21287	SUF	"6,16"	Edric (of Laxfield)	someone	0.01	geld		1086 value	N	167150	499410
21288	SUF	"6,17"	(Earl) Harold	Stanwin <of Boyton>	0.02	geld		1086 value	N	270100	502300
21289	SUF	"6,18"	-	-	0.16	geld		-	N		
21290	SUF	"6,19"	"Ely (St Etheldreda), abbey of"	Sihtric	0.22	geld		1086 value	N	181750	491500
21290	SUF	"6,19"	-	"free man, one"	0.11	geld		1086 value	N		643250
21291	SUF	"6,20"	"Ely (St Etheldreda), abbey of"	"free men, three"	0.12	geld		1086 value	N	181750	650300
21292	SUF	"6,21"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.02	geld		1086 value	N	181750	643250
21293	SUF	"6,22"	"Ely (St Etheldreda), abbey of"	Thorbiorn	0.16	geld		-	N	181750	520050
21294	SUF	"6,23"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.04	geld		1086 value	N	181750	643250
21295	SUF	"6,24"	-	"free man, one"	0.08	geld		1086 value	N		643250
21296	SUF	"6,25"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.08	geld		1086 value	N	181750	643250
21297	SUF	"6,26"	Queen Edith	Godwin son of Alfhere	2	geld	4	-	N	160350	246450
21298	SUF	"6,27"	-	Godwin son of Alfhere	1.16	geld		1086 value	N		246450
21299	SUF	"6,28"	Northmann (the sheriff)	"free men, five"	0.03	proportional		not separately valued	N	372300	645350
21299	SUF	"6,28"	"Ely (St Etheldreda), abbey of"	Edric of Laxfield	0.38	geld	0.73	-	N	181750	167100
21299	SUF	"6,28"	"Ely (St Etheldreda), abbey of"	"free men, five"	0.13	proportional		not separately valued	N	181750	645350
21300	SUF	"6,29"	"Ely (St Etheldreda), abbey of"	"free men, three"	0.25	geld		1086 value	N	181750	650300
21300	SUF	"6,29"	"Ely (St Etheldreda), abbey of"	"free men, six"	0.5	geld		1086 value	N	181750	648250
21301	SUF	"6,30"	"Ely (St Etheldreda), abbey of"	"free men, twenty-two"	1.17	geld	1.5	-	N	181750	652050
21302	SUF	"6,31"	-	Edric of Laxfield	0.13	geld		-	N		167100
21303	SUF	"6,32"	-	Blaecsunu <of Rendham>	0.33	geld	0.33	-	N		112350
21303	SUF	"6,32"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.33	geld		not separately valued	N	181750	652500
21303	SUF	"6,32"	-	Ernwulf <of Parham>	0.33	geld		not separately valued	N		187250
21303	SUF	"6,32"	Edric (of Laxfield)	Alnoth	1.2	geld	1.5	-	N	167150	49900
21303	SUF	"6,32"	-	-	0.33	geld		not separately valued	N		
21303	SUF	"6,32"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.1	geld		not separately valued	N	181750	652500
21303	SUF	"6,32"	-	Alnoth	0.25	geld		not separately valued	N		49900
21304	SUF	"6,33"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.08	proportional		1086 value	N	181750	652500
21304	SUF	"6,33"	Edric of Laxfield	"free men, two"	0.02	proportional		1086 value;equal	N	167100	652500
21304	SUF	"6,33"	Edric of Laxfield	"free man, one"	0.02	geld		1086 value;equal	N	167100	643250
21305	SUF	"6,34"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.1	geld		1086 value	N	181750	643250
21305	SUF	"6,34"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.01	proportional		1086 value	N	181750	652500
21305	SUF	"6,34"	Edric (of Laxfield)	"free man, one"	0.08	geld		1086 value	N	167150	643250
21305	SUF	"6,34"	Edric (of Laxfield)	"free men, two"	0.05	proportional		1086 value	N	167150	652500
21305	SUF	"6,34"	-	"free man, one"	8.33E-03	geld		1086 value	N		643250
21306	SUF	"6,35"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.1	geld		1086 value	N	181750	643250
21307	SUF	"6,36"	Edric (of Laxfield)	Godric	0.01	equal		1086 value;equal	N	167150	235950
21307	SUF	"6,36"	"Ely (St Etheldreda), abbey of"	Godric	0.01	equal		1086 value;equal	N	181750	235950
21308	SUF	"6,37"	"Ely (St Etheldreda), abbey of"	Edric (of Laxfield)	0.05	geld		1086 value	N	181750	167150
21309	SUF	"6,38"	Edric of Laxfield	Alwin	0.07	equal		1086 value;equal	N	167100	67450
21309	SUF	"6,38"	Edric of Laxfield	Alfled	0.07	equal		1086 value;equal	N	167100	34100
21310	SUF	"6,39"	Edric of Laxfield	Huna	0.1	geld		1086 value	N	167100	302250
21311	SUF	"6,40"	-	Aelfric	0.03	geld		1086 value	N		7200
21312	SUF	"6,41"	"Ely (St Etheldreda), abbey of"	Edric (of Laxfield)	0.13	geld		1086 value	N	181750	167150
21313	SUF	"6,42"	-	Edric (of Laxfield)	4.83	geld	8	-	N		167150
21313	SUF	"6,42"	-	"free men, sixteen and one half"	1.27	geld	1.5	-	N		648650
21314	SUF	"6,43"	"Ely (St Etheldreda), abbey of"	"free men, thirteen"	0.66	geld		1086 value	N	181750	649200
21314	SUF	"6,43"	"Ely (St Etheldreda), abbey of"	Edric (of Laxfield)	1.77	geld		1086 value	N	181750	167150
21315	SUF	"6,44"	Edric (of Laxfield)	Cus	0.75	geld	1	-	N	167150	143800
21315	SUF	"6,44"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.11	geld		not separately valued	N	181750	652500
21316	SUF	"6,45"	"Ely (St Etheldreda), abbey of"	Huna	0.12	equal		1086 value;equal	N	181750	302250
21316	SUF	"6,45"	Edric (of Laxfield)	Huna	0.12	equal		1086 value;equal	N	167150	302250
21316	SUF	"6,45"	Edric (of Laxfield)	Spearhafoc <of Glemham>	0.5	geld		1086 value	N	167150	499890
21316	SUF	"6,45"	Edric of Laxfield	"free men, two"	0.02	geld		1086 value	N	167100	652500
21317	SUF	"6,46"	Edric (of Laxfield)	Osbern	0.5	geld	1	-	N	167150	385100
21317	SUF	"6,46"	Edric of Laxfield	Brictnoth	0.04	geld		not separately valued	N	167100	121350
21317	SUF	"6,46"	Edric of Laxfield	Alwy	0.5	geld	0.5	-	N	167100	76650
21317	SUF	"6,46"	Edric of Laxfield	"free men, eleven"	0.87	geld	0.5	-	N	167100	644750
21317	SUF	"6,46"	"Ely (St Etheldreda), abbey of"	Hardwin		no units		not separately valued	N	181750	266900
21318	SUF	"6,47"	Edric of Laxfield	"free men, six"	0.66	geld	1	-	N	167100	648250
21319	SUF	"6,48"	Edric (of Laxfield)	Huna	0.66	geld	1	-	N	167150	302250
21319	SUF	"6,48"	"Ely (St Etheldreda), abbey of"	Alwin	0.11	geld		not separately valued	N	181750	67450
21320	SUF	"6,49"	Leofric	"free men, two"	0.34	geld		not separately valued	N	334700	652500
21320	SUF	"6,49"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.01	geld		not separately valued	N	181750	652500
21320	SUF	"6,49"	Edric of Laxfield	Wulfmer	0.91	geld	1	-	N	167100	613800
21320	SUF	"6,49"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.04	geld		not separately valued	N	181750	643250
21321	SUF	"6,50"	-	"free men, two"	0.33	geld		1086 value;equal	N		652500
21321	SUF	"6,50"	-	"free men, two"	0.21	geld		1086 value;equal	N		652500
21322	SUF	"6,51"	"Ely (St Etheldreda), abbey of"	Alwynn	0.12	geld		1086 value	N	181750	78400
21323	SUF	"6,52"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.12	geld		1086 value	N	181750	643250
21324	SUF	"6,53"	"Ely (St Etheldreda), abbey of"	"free men, two"	0.16	geld		1086 value	N	181750	652500
21325	SUF	"6,54"	"Ely (St Etheldreda), abbey of"	"free men, four"	0.06	geld		1086 value	N	181750	646050
21325	SUF	"6,54"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.01	geld		1086 value	N	181750	643250
21325	SUF	"6,54"	-	"free men, three"	0.14	geld		1086 value	N		650300
21326	SUF	"6,55"	-	Edric (of Laxfield)	0.25	geld		1086 value	N		167150
21327	SUF	"6,56"	"Ely (St Etheldreda), abbey of"	"free man, one"	0.05	geld		1086 value	N	181750	643250
21328	SUF	"6,57"	Edric of Laxfield	"free man, one"	0.06	equal		1086 value;propoertional	N	167100	643250
21328	SUF	"6,57"	-	"free man, one"	0.02	geld		1086 value	N		643250
21328	SUF	"6,57"	Aki (the Dane)	Aelfric	0.06	proportional		1086 value;propoertional	N	22950	7200
21328	SUF	"6,57"	Edric of Laxfield	Alfled	0.02	geld		1086 value	N	167100	34100
21328	SUF	"6,57"	"(Bury) St Edmunds, abbey of"	"free man, one"	0.06	equal		1086 value;propoertional	N	133500	643250
21328	SUF	"6,57"	-	"brothers, three and their mother"	0.16	proportional		1086 value;propoertional	N		637000
21328	SUF	"6,57"	"(Bury) St Edmunds, abbey of"	Alwin's wife	0.41	equal		-	N	133500	73900
21328	SUF	"6,57"	Edric (of Laxfield)	Alwin	0.41	equal		1086 value	N	167150	67450
21328	SUF	"6,57"	Edric of Laxfield	Aelfric	0.01	proportional		1086 value;propoertional	N	167100	7200
21329	SUF	"6,58"	Edric of Laxfield	Leofric	0.45	geld	0.5	-	N	167100	334700
21330	SUF	"6,59"	-	"free man, one"	0.02	geld		-	N		643250
21330	SUF	"6,59"	-	"free man, one half"	0.04	geld		-	N		643700
21331	SUF	"6,60"	Edric (of Laxfield)	"free men, four"	0.23	geld	0.2	-	N	167150	646050
21331	SUF	"6,60"	-	"free man, one"	0.05	geld		not separately valued	N		643250
21332	SUF	"6,61"	"free man, one"	"free man, one"	0.04	geld		not separately valued	N	643250	643250
21332	SUF	"6,61"	Edric (of Laxfield)	"free man, three"	0.05	geld		not separately valued	N	167150	650300
21332	SUF	"6,61"	Edric (of Laxfield)	"free man, one"	0.16	geld	0.16	-	N	167150	643250
21333	SUF	"6,62"	Edric of Laxfield	Brictfled	1.25	geld	1	-	N	167100	119150
21333	SUF	"6,62"	"(Bury) St Edmunds, abbey of"	"free men, two"	0.04	geld		-	N	133500	652500
21334	SUF	"6,63"	-	"free men, three-half"	0.05	geld		1086 value	N		650700
21334	SUF	"6,63"	-	-	0.05	geld		1086 value	N		
21335	SUF	"6,64"	Edric (of Laxfield)	Wulfmer	0.25	geld	0.25	-	N	167150	613800
21335	SUF	"6,64"	Edric (of Laxfield)	"free men, five"	0.11	geld		not separately valued	N	167150	645350
21336	SUF	"6,65"	Edric (of Laxfield)	Godman	0.25	geld	0.5	-	N	167150	234250
21336	SUF	"6,65"	-	"free men, two"	4.17E-03	geld		not separately valued	N		652500
21337	SUF	"6,66"	-	Godman	0.18	geld		1086 value	N		234250
21338	SUF	"6,67"	Edric (of Laxfield)	"free man, one"	0.04	geld		1086 value	N	167150	643250
21338	SUF	"6,67"	-	-	0.07	geld		1086 value	N		
21339	SUF	"6,68"	Edric (of Laxfield)	"free man, one"	0.16	geld		1086 value	N	167150	643250
21340	SUF	"6,69"	-	"free men, ten"	1.31	geld		-	N		649000
21340	SUF	"6,69"	-	Edric (of Laxfield)	0.66	geld		-	N		167150
21341	SUF	"6,70"	-	Edric of Laxfield	0.75	geld		-	N		167100
21342	SUF	"6,71"	-	"free men, four"	0.66	geld		1086 value	N		646050
21343	SUF	"6,72"	-	"Thetford, bishop of"	0.08	geld		1086 value	N		517150
21344	SUF	"6,73"	-	"free man, one"	0.25	geld		1086 value	N		643250
21345	SUF	"6,74"	-	"free man, one"	0.16	geld		1086 value	N		643250
21346	SUF	"6,75"	-	"free men, six"	0.66	geld	0.5	-	N		648250
21348	SUF	"6,76"	(Archbishop) Stigand	"free men, three"	0.36	geld		1086 value	N	505450	650300
21350	SUF	"6,77"	(Archbishop) Stigand	"free men, two"	0.21	geld		1086 value	N	505450	652500
21351	SUF	"6,78"	-	Edric (Grim)	0.77	geld		1086 value	N		166650
21351	SUF	"6,78"	Edric (Grim)	"free men, six"	0.3	geld		1086 value	N	166650	648250
21352	SUF	"6,79"	Edric of Laxfield	Edric (Grim)	0.5	geld		1086 value	N	167100	166650
21352	SUF	"6,79"	Edric of Laxfield	"free men, six"	0.21	geld		1086 value	N	167100	648250
21353	SUF	"6,80"	-	Edric of Laxfield	6.11	geld	8	-	N		167100
21354	SUF	"6,81"	-	Wulfric	0.5	geld	1	-	N		617900
21355	SUF	"6,82"	Edric of Laxfield	"free men, twenty-one"	1.66	geld	2	-	N	167100	651600
21355	SUF	"6,82"	Edric of Laxfield	"free men, four"	0.33	geld		not separately valued	N	167100	646050
21356	SUF	"6,83"	-	Edric of Laxfield	12.83	geld	16	-	N		167100
21356	SUF	"6,83"	-	"free men, eight"	1.5	geld	1.5	-	N		644250
21356	SUF	"6,83"	-	Edric (of Laxfield)	0.22	geld	1	-	N		167150
21356	SUF	"6,83"	-	"free man, one"	0.33	geld		not separately valued	N		643250
21356	SUF	"6,83"	-	"free men, forty-seven"	7	geld	4	-	N		646860
21357	SUF	"6,84"	-	Edric of Laxfield	1.35	geld	10	-	N		167100
21358	SUF	"6,85"	-	Aki (the Dane)	4.16	geld	5	-	N		22950
21358	SUF	"6,85"	-	"free men, fourteen and one half"	0.86	geld	1	-	N		646550
21359	SUF	"6,86"	-	"free men, two"	0.66	geld	0.8	-	N		652500
21360	SUF	"6,87"	-	Edric (of Laxfield)	0.33	geld		1086 value	N		167150
21361	SUF	"6,88"	-	"free men, two"	0.2	geld	0.5	-	N		652500
21362	SUF	"6,89"	-	Edric of Laxfield		no units		-	N		167100
21363	SUF	"6,90"	-	"free men, three and one half"	0.75	geld	0.5	-	N		650500
21363	SUF	"6,90"	-	"free man, one"	0.2	geld	0.2	-	N		643250
21363	SUF	"6,90"	-	"free man, one"	1.16	geld	1	-	N		643250
21363	SUF	"6,90"	-	"free man, one"	0.2	geld	0.2	-	N		643250
21363	SUF	"6,90"	-	Edric (of Laxfield)	0.13	geld		not separately valued	N		167150
21363	SUF	"6,90"	-	Aelfric	0.5	geld	0.5	-	N		7200
21364	SUF	"6,91"	Northmann the sheriff	Asmoth (mother of Brictmer)	0.25	geld		1086 value	N	372250	94010
21365	SUF	"6,92"	Edric of Laxfield	Stanwin <of Boyton>	1	geld	0.6	-	N	167100	502300
21365	SUF	"6,92"	Stanwin <of Boyton>	"free men, two"	0.06	geld		not separately valued	N	502300	652500
21365	SUF	"6,92"	Edric of Laxfield	Aelmer	0.1	geld		not separately valued	N	167100	15250
21365	SUF	"6,92"	(Earl) Harold	Leofsi	0.33	geld		not separately valued	N	270100	338450
21366	SUF	"6,93"	Edric (of Laxfield)	Blaecmann <of Darsham>	0.41	geld	0.5	-	N	167150	112070
21366	SUF	"6,93"	Archbishop Stigand	Blaecmann <of Darsham>'s wife		no units		not separately valued	N	505400	112080
21366	SUF	"6,93"	-	"free men, two"	0.26	geld		not separately valued	N		652500
21367	SUF	"6,94"	Edric (of Laxfield)	Blaecmann <of Darsham>	0.25	geld		1086 value	N	167150	112070
21367	SUF	"6,94"	Blaecmann <of Darsham>	"free man, one"	0.18	geld		1086 value	N	112070	643250
21368	SUF	"6,95"	-	Edric (of Laxfield)	0.5	geld	0.4	-	N		167150
21369	SUF	"6,96"	-	"free man, one"	0.27	geld	0.4	-	N		643250
21370	SUF	"6,97"	Edric of Laxfield	"free men, two"	0.13	geld		1086 value	N	167100	652500
21371	SUF	"6,98"	-	Stanwin <of Boyton>	0.66	geld	0.5	-	N		502300
21371	SUF	"6,98"	-	"free man, one half"	0.06	geld		not separately valued	N		643700
21371	SUF	"6,98"	-	Talk	0.08	geld		not separately valued	N		513100
21372	SUF	"6,99"	-	"free men, two"	0.07	geld		1086 value	N		652500
21373	SUF	"6,100"	-	Alnoth	0.35	geld	0.5	-	N		49900
21373	SUF	"6,100"	-	"free men, two"	0.15	geld		not separately valued	N		652500
21374	SUF	"6,101"	-	"free man, one"	0.03	geld		1086 value	N		643250
21375	SUF	"6,102"	-	Edric (of Laxfield)	0.16	geld		1086 value	N		167150
21376	SUF	"6,103"	-	"free man, one"	0.05	geld		1086 value	N		643250
21377	SUF	"6,104"	-	-	0.06	geld		-	N		
21378	SUF	"6,105"	-	-	0.05	geld		-	N		
21379	SUF	"6,106"	Edric (of Laxfield)	Algar	0.06	proportional		-	N	167150	40350
21379	SUF	"6,106"	Edric (of Laxfield)	Herewold	0.06	proportional		-	N	167150	279700
21379	SUF	"6,106"	Edric (of Laxfield)	Swarting	0.06	proportional		-	N	167150	509250
21379	SUF	"6,106"	Toli	Osfrith	0.03	proportional		-	N	533650	389750
21380	SUF	"6,107"	-	"free men, two"	0.06	geld		1086 value	N		652500
21380	SUF	"6,107"	-	Leofric the cook	0.1	geld		1086 value	N		337210
21380	SUF	"6,107"	-	-	0.1	geld		1086 value	N		
21381	SUF	"6,108"	-	Godric son of Herebold	0.06	geld		1086 value	N		238900
21382	SUF	"6,109"	Ulf son of Manni Swart	Swart Hoga	0.5	geld	1	-	N	546400	508650
21383	SUF	"6,110"	Edric of Laxfield	Wulfmer (the priest)	1	geld	1	-	N	167100	615000
