name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group
"Sloane, arms of, 112, 117; Ann, 112, 117; Harry, Sarah, 256; William, 112, 117",Sloane,,0.0,0.0,0.0,0.0,SLN,S4050,SLN S4050,3887.0,3887.0,0,0,0,0
"Slogett, William, 224",Slogett,,0.0,0.0,0.0,0.0,SLKT,S40203,SLKT S40203,11415.0,11415.0,0,0,0,0
"Sly, Frederick, 182; Tom, 45",Sly,,0.0,0.0,0.0,0.0,SL,S400,SL S400,3900.0,3900.0,0,0,0,0
"”Smack Mary•, 8",Smack,8198.0,0.0,0.0,0.0,0.0,SMK,S502,SMK S502,8198.0,8198.0,0,0,0,0
"Smale, Bill, 227; Roy, 216(2); Samuel, 162; W., 130, 213",Smale,3905.0,0.0,0.0,0.0,0.0,SML,S5040,SML S5040,3905.0,3905.0,0,0,0,0
"Smallcorn, Bruce, 172",Smallcorn,13356.0,0.0,0.0,0.0,0.0,SMLKRN,S5042065,SMLKRN S5042065,13356.0,13356.0,0,0,0,0
"Smalldon, Nellie, 210",Smalldon,,0.0,0.0,0.0,0.0,SMLTN,S504305,SMLTN S504305,5388.0,5388.0,0,0,0,0
"Smallridge, Edward, Elizabeth, Rosilla, 180; T., 147",Smallridge,,0.0,0.0,0.0,0.0,SMLRJ,S50460320,SMLRJ S50460320,9431.0,9431.0,0,0,0,0
"Smart, John, 328; Rosina, 172",Smart,3909.0,0.0,0.0,0.0,0.0,SMRT,S5063,SMRT S5063,3909.0,3909.0,0,0,0,0
"Smerdon, Alice, 285; Annie, Frances, 197; Thomas, 197(2)",Smerdon,,0.0,0.0,0.0,0.0,SMRTN,S506305,SMRTN S506305,3907.0,3907.0,0,0,0,0
"Smith, Smyth, Smythe, A., 239; Abraham, 70(3), 222; Alan, 292, 301; Alexander, 284; Alice, 254; Andrew, 250(2), 279;Ann, 70; Dame Ann, 252, 253; Sir Clement, 203; Dorothy, 155, 203; Douglas, 261; E., 340; Elizabeth, 38, 70, 204; Emma, Fanny, 70; George, 222; Harriet, 70; Horace, 276; Ivy, 250; Sir James, 252; Jane, 70(2); John, 70; Lillian, 239; Mary, 70; R., 44; Ralph, 250, 279; Ron, 216; Sally, 160, 161; Sarah, 70(2); Steve, 160; Teresa, 51; Thomas, 87, 313, 315; Vivian, 178; W., 78, 250(2); William, 38, 107, 113, 204, 279(2), 291; Willoughby, 157; Wm., 297",Smith,3911.0,0.0,0.0,1.0,0.0,SM0,S5030,SM0 S5030,3911.0,3911.0,0,0,1,1
"Smithers, Harold, 237",Smithers,8199.0,0.0,0.0,0.0,0.0,SM0RS,S503062,SM0RS S503062,8199.0,8199.0,0,0,0,0
"Smyth-Osbourne, Elisa, 167",SmythOsbourne,8200.0,0.0,0.0,0.0,0.0,SM0SPRN,S5030210650,SM0SPRN S5030210650,8200.0,8200.0,0,0,0,0
"Smytham House, 315",Smytham,,0.0,0.0,0.0,0.0,SMTM,S50305,SMTM S50305,3912.0,3912.0,0,0,0,0
"Smythies, Bernard, 104",Smythies,,0.0,0.0,0.0,0.0,SM0S,S50302,SM0S S50302,6579.0,6579.0,0,0,0,0
"Snelgrove, Ivy, Reginald, 172",Snelgrove,8201.0,0.0,0.0,0.0,0.0,SNLKRF,S50426010,SNLKRF S50426010,8201.0,8201.0,0,0,0,0
"Snell, Alfred, 100; Florence, 24, 291; Leonard, 336; Walter, 326",Snell,3916.0,0.0,0.0,0.0,0.0,SNL,S504,SNL S504,3916.0,3916.0,0,0,0,0
"Snook, Elizabeth, 75",Snook,,0.0,0.0,0.0,0.0,SNK,S502,SNK S502,11008.0,11008.0,0,0,0,0
"Snow, Caroline, Elsie, 294; Florence, J., 43; Jonathan, 294; Juliana, Lavinia, 130; Louisa, 43; Margaretta, Marianna, 130; Sharon, 301; T., 130; Thomas, 130",Snow,3921.0,0.0,0.0,0.0,0.0,SN,S500,SN S500,3921.0,3921.0,0,0,0,0
"Snowdon, Countess of, 82",Snowdon,3922.0,0.0,0.0,0.0,0.0,SNTN,S50305,SNTN S50305,3922.0,3922.0,0,0,0,0
"Soham, Augusta, William, 37",Soham,13357.0,0.0,0.0,0.0,0.0,SHM,S050,SHM S050,13357.0,13357.0,0,0,0,0
"Somerset, Florence, 149",Somerset,8202.0,0.0,0.0,0.0,0.0,SMRST,S0506203,SMRST S0506203,8202.0,8202.0,0,0,0,0
"Soolis, Annie, 342",Soolis,13358.0,0.0,0.0,0.0,0.0,SLS,S0402,SLS S0402,13358.0,13358.0,0,0,0,0
"Soper, Elizabeth, 9(3); John, Walter, 9",Soper,3939.0,0.0,0.0,0.0,0.0,SPR,S0106,SPR S0106,3939.0,3939.0,0,0,0,0
"Sothar, Edward, 276",Sothar,,0.0,0.0,0.0,0.0,S0R,S0306,S0R S0306,9535.0,9535.0,0,0,0,0
"South African Parliament, member of, 47",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0
"South Stockbeare, 174",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0
"South Yeo, 6",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0
"South Zeal, 348",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0
"South, Muriel, 200",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0
"Southampton, H.M.S., 240",Southampton,13359.0,0.0,0.0,0.0,0.0,STMPTN,S03051305,STMPTN S03051305,13359.0,13359.0,0,0,0,0
"Southcomb, Edmund,",Southcomb,11265.0,0.0,0.0,0.0,0.0,S0KMP,S0302051,S0KMP S0302051,11265.0,11265.0,0,0,0,0
"Southcote, Southcott, arms of, 38; family, 84; ----, Sir George, Sarah, 160; Thomas, 312",Southcote,3949.0,1.0,0.0,1.0,0.0,S0KT,S0302030,S0KT S0302030,3949.0,3949.0,0,0,0,0
"Southey, R., 331",Southey,,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0
"Southover, Sussex, 276",Southover,8203.0,0.0,0.0,0.0,0.0,S0FR,S030106,S0FR S030106,8203.0,8203.0,0,0,0,0
"Southstoke Woodcote, Oxon., vicar of, 158",Southstoke,8204.0,0.0,0.0,0.0,0.0,S0STK,S03023020,S0STK S03023020,8204.0,8204.0,0,0,0,0
"Southwell, Richard, 64, 65; Selina, 64, 65",Southwell,,0.0,0.0,0.0,0.0,S0L,S0304,S0L S0304,12444.0,12444.0,0,0,0,0
"Southwood, Fanny, 83",Southwood,3953.0,0.0,0.0,0.0,0.0,S0T,S0303,S0T S0303,3953.0,3953.0,0,0,0,0
"Sowerby, Mary, 180",Sowerby,13030.0,0.0,0.0,0.0,0.0,SRP,S0610,SRP S0610,13030.0,13030.0,0,0,0,0
"Spackman, Harold, 16",Spackman,13360.0,0.0,0.0,0.0,0.0,SPKMN,S102505,SPKMN S102505,13360.0,13360.0,0,0,0,0
"Spalding, Julia, William, 276",Spalding,8205.0,0.0,0.0,0.0,0.0,SPLTNK,S1043052,SPLTNK S1043052,8205.0,8205.0,0,0,0,0
"Sparkes, Sidney, 44",Sparkes,6946.0,0.0,0.0,0.0,0.0,SPRKS,S106202,SPRKS S106202,6946.0,6946.0,0,0,0,0
"Sparkwell, 279-80",Sparkwell,,0.0,0.0,0.0,0.0,SPRKL,S106204,SPRKL S106204,3964.0,3964.0,0,0,0,0
"Sparling, Annette, 44",Sparling,8206.0,0.0,0.0,0.0,0.0,SPRLNK,S1064052,SPRLNK S1064052,8206.0,8206.0,0,0,0,0
"Sparrow, Elizabeth, 234",Sparrow,,0.0,0.0,0.0,0.0,SPR,S1060,SPR S1060,3986.0,3986.0,0,0,0,0
"Speck, Anne, Henry, Leslie, 203",Speck,13361.0,0.0,0.0,0.0,0.0,SPK,S102,SPK S102,13361.0,13361.0,0,0,0,0
"Spelman, G., 146",Spelman,8207.0,0.0,0.0,0.0,0.0,SPLMN,S104505,SPLMN S104505,8207.0,8207.0,0,0,0,0
"Spencer, Arthur, 294; Betty, 8; Charles, 294(2); Edward, 293, 294(4); Frances, 294; Henry, 200; Sophia, 294; Wilfred, 240, 294",Spencer,,0.0,0.0,0.0,0.0,SPNSR,S105206,SPNSR S105206,3970.0,3970.0,0,0,0,0
"Spicer, Angel, 8",Spicer,3967.0,0.0,0.0,0.0,0.0,SPSR,S10206,SPSR S10206,3967.0,3967.0,0,0,0,0
"Spiegelhalter, Aldwyn, 211",Spiegelhalter,8208.0,0.0,0.0,0.0,0.0,SPJLLTR,S1020404306,SPJLLTR S1020404306,8208.0,8208.0,0,0,0,0
"Spiller, Ambrose, Sheila, 17",Spiller,3976.0,0.0,0.0,0.0,0.0,SPLR,S10406,SPLR S10406,3976.0,3976.0,0,0,0,0
"Splatt, Thomas, 47",Splatt,3979.0,0.0,0.0,0.0,0.0,SPLT,S1403,SPLT S1403,3979.0,3979.0,0,0,0,0
"Spottiswoode, George, John, 201",Spottiswoode,8209.0,0.0,0.0,0.0,0.0,SPTST,S10302030,SPTST S10302030,8209.0,8209.0,0,0,0,0
"Sprague, Henry, 274",Sprague,,0.0,0.0,0.0,0.0,SPRK,S16020,SPRK S16020,3984.0,3984.0,0,0,0,0
"Spriddlestone, 51",Spriddlestone,6191.0,0.0,0.0,0.0,0.0,SPRTLSTN,S16034023050,SPRTLSTN S16034023050,6191.0,6191.0,0,0,0,0
"Spring, Harold, 6; Henry, 6(4); Trevor, 6",Spring,,0.0,0.0,0.0,0.0,SPRNK,S16052,SPRNK S16052,3981.0,3981.0,0,0,0,0
"Springfield, Barnstaple, 185",Springfield,8210.0,0.0,0.0,0.0,0.0,SPRNKFLT,S160521043,SPRNKFLT S160521043,8210.0,8210.0,0,0,0,0
"Spry, James, 155",Spry,3985.0,0.0,0.0,0.0,0.0,SPR,S160,SPR S160,3985.0,3985.0,0,0,0,0
"Spurland, 1",Spurland,8211.0,0.0,0.0,0.0,0.0,SPRLNT,S1064053,SPRLNT S1064053,8211.0,8211.0,0,0,0,0
"Spurway, Elizabeth, 305; John, 305(2); William, 305",Spurway,3986.0,0.0,0.0,0.0,0.0,SPR,S1060,SPR S1060,3986.0,3986.0,0,0,0,0
"Squire, D., 106; Edward, 301; J., 291; Letitia, 301; T., 255",Squire,3989.0,0.0,0.0,0.0,0.0,SKR,S2060,SKR S2060,3989.0,3989.0,0,0,0,0
"Stabb, Arthur, Henry, Mary, 169; Thomas, 169(2)",Stabb,,0.0,0.0,0.0,0.0,STP,S301,STP S301,9968.0,9968.0,0,0,0,0
"Stacey, Stacy, Ada, Cecil, 276; Frederick, 200; Ronald, 276",Stacey,,0.0,0.0,0.0,0.0,STS,S3020,STS S3020,3993.0,3993.0,0,0,0,0
"Staddon, David, 83",Staddon,4044.0,0.0,0.0,0.0,0.0,STTN,S30305,STTN S30305,4044.0,4044.0,0,0,0,0
"Stalham, Norfolk, 141",Stalham,8212.0,0.0,0.0,0.0,0.0,STLM,S30405,STLM S30405,8212.0,8212.0,0,0,0,0
"Stanbury, L., 187; Leslie, 331; Michael, Phyllis, 297; William, 260",Stanbury,3999.0,0.0,0.0,0.0,0.0,STNPR,S3051060,STNPR S3051060,3999.0,3999.0,0,0,0,0
"Standerton, 296",Standerton,8213.0,0.0,0.0,0.0,0.0,STNTRTN,S305306305,STNTRTN S305306305,8213.0,8213.0,0,0,0,0
"Standing, Margaret, 282",Standing,8214.0,0.0,0.0,0.0,0.0,STNTNK,S3053052,STNTNK S3053052,8214.0,8214.0,0,0,0,0
"Stanley, Louisa, 217",Stanley,5600.0,0.0,0.0,0.0,0.0,STNL,S30540,STNL S30540,5600.0,5600.0,0,0,0,0
"Stanncombe, Emmeline, Isabelle, 200",Stanncombe,,0.0,0.0,0.0,0.0,STNKMP,S30520510,STNKMP S30520510,4000.0,4000.0,0,0,0,0
"Stannes, James, 293",Stannes,,0.0,0.0,0.0,0.0,STNS,S30502,STNS S30502,7074.0,7074.0,0,0,0,0
"Stansbury, Helen, 170",Stansbury,8215.0,0.0,0.0,0.0,0.0,STNSPR,S30521060,STNSPR S30521060,8215.0,8215.0,0,0,0,0
"Staplehill, Anne, 316, 317; Elizabeth, 316, 317; Gilbert, 96, 99; Hugh, 316, 317; John, 316, 317; Mary, 316, 317; Roger, 316, 317; Sabian, 316, 317; Thomas, 316, 317",Staplehill,4007.0,0.0,0.0,0.0,0.0,STPLHL,S301404,STPLHL S301404,4007.0,4007.0,0,0,0,0
"Staples, John, Mary, 78",Staples,7314.0,0.0,0.0,0.0,0.0,STPLS,S301402,STPLS S301402,7314.0,7314.0,0,0,0,0
"Stapleton, Anne, Catherine, 312; George, 227; Gertrude, 227, 228; Lt. Col., 312",Stapleton,,0.0,0.0,0.0,0.0,STPLTN,S30140305,STPLTN S30140305,4006.0,4006.0,0,0,0,0
"Starcross, 40, 280, 348",Starcross,8216.0,0.0,0.0,0.0,0.0,STRKRS,S3062602,STRKRS S3062602,8216.0,8216.0,0,0,0,0
"Startin, Francis, 13; Henry, Jessie, 106",Startin,8217.0,0.0,0.0,0.0,0.0,STRTN,S306305,STRTN S306305,8217.0,8217.0,0,0,0,0
"Staunton, 5",Staunton,,0.0,0.0,0.0,0.0,STNTN,S305305,STNTN S305305,4049.0,4049.0,0,0,0,0
"Staveley, Clive, 346",Staveley,,0.0,0.0,0.0,0.0,STFL,S301040,STFL S301040,4012.0,4012.0,0,0,0,0
"Stead, Havilland, Margaret, 38; Walter, 38(2)",Stead,,0.0,0.0,0.0,0.0,STT,S303,STT S303,8777.0,8777.0,0,0,0,0
"Steadman, W., 167",Steadman,8218.0,0.0,0.0,0.0,0.0,STTMN,S303505,STTMN S303505,8218.0,8218.0,0,0,0,0
"Stedcombe, 16",Stedcombe,,0.0,0.0,0.0,0.0,STTKMP,S30320510,STTKMP S30320510,4057.0,4057.0,0,0,0,0
"Steele, Arthur, Phyllis, 277",Steele,,0.0,0.0,0.0,0.0,STL,S3040,STL S3040,4036.0,4036.0,0,0,0,0
"Steer, Cyril, 15; George, 60",Steer,,0.0,0.0,0.0,0.0,STR,S306,STR S306,8467.0,8467.0,0,0,0,0
"Stelfox, H., 328",Stelfox,8219.0,0.0,0.0,0.0,0.0,STLFKS,S304102,STLFKS S304102,8219.0,8219.0,0,0,0,0
"Stella, S.S., 166",Stella,,0.0,0.0,0.0,0.0,STL,S3040,STL S3040,4036.0,4036.0,0,0,0,0
"Stephen, Stephens, Stevens, Annie, 325; Arthur, 245(2); Elsie, 227; Henry, 280; Herbert, 292, 342; John, 22, 104, 105, 251; Majorie, 332; Mary, 22, 245; Michael, 248; Robert, 38; Sophia, Thomas, 314; W., Walter, 245; William, 217, 245, 332",Stephen,4024.0,0.0,0.0,0.0,0.0,STFN,S30105,STFN S30105,4024.0,4024.0,0,0,0,0
"Stephenson, Stevenson, Edward, 238, 286; Frederick, 173; Hew, 172, 173; Mary, 173, 238; Royce, 293",Stephenson,,0.0,0.0,0.0,0.0,STFNSN,S30105205,STFNSN S30105205,7250.0,7250.0,0,0,0,0
"Steuart, George, 335",Steuart,,0.0,0.0,0.0,0.0,STRT,S3063,STRT S3063,4059.0,4059.0,0,0,0,0
"Stevenston, Stevinstone, 27, 227, 257; Lord of, 257",Stevenston,8220.0,0.0,0.0,0.0,0.0,STFNSTN,S301052305,STFNSTN S301052305,8220.0,8220.0,0,0,0,0
"Steward, Susanna, 224",Steward,,0.0,0.0,0.0,0.0,STRT,S3063,STRT S3063,4059.0,4059.0,0,0,0,0
"Steyning, Alce, 323, 326; Philip, 326",Steyning,,0.0,0.0,0.0,0.0,STNNK,S305052,STNNK S305052,4053.0,4053.0,0,0,0,0
"Stidson, Ernest, 195",Stidson,5852.0,0.0,0.0,0.0,0.0,STTSN,S303205,STTSN S303205,5852.0,5852.0,0,0,0,0
"Stiles, Edith, 284; Vincent, 301; Walter, 284",Stiles,,0.0,0.0,0.0,0.0,STLS,S30402,STLS S30402,9477.0,9477.0,0,0,0,0
"Stirling, Cecil, 256(2); Colin, 256; J., 256(2); James, Wilfred, 256",Stirling,,0.0,0.0,0.0,0.0,STRLNK,S3064052,STRLNK S3064052,6790.0,6790.0,0,0,0,0
"Stirling-Webb, Christine, 335",StirlingWebb,8221.0,0.0,0.0,0.0,0.0,STRLNKP,S306405201,STRLNKP S306405201,8221.0,8221.0,0,0,0,0
"Stockdale, Catherine, W., 2",Stockdale,8222.0,0.0,0.0,0.0,0.0,STKTL,S3023040,STKTL S3023040,8222.0,8222.0,0,0,0,0
"Stoddard, Leslie, Nora, 292",Stoddard,8223.0,0.0,0.0,0.0,0.0,STTRT,S303063,STTRT S303063,8223.0,8223.0,0,0,0,0
"Stoford, 155",Stoford,,0.0,1.0,0.0,0.0,STFRT,S301063,STFRT S301063,4060.0,4060.0,0,0,0,0
"Stoke Climsland, 47",Stoke,4047.0,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0
"Stoke, 248",Stoke,4047.0,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0
"Stoke-in-Teignhead, 286, 287, 290; rector of, 286",StokeinTeignhead,8224.0,0.0,0.0,0.0,0.0,STKNTKNT,S30205302503,STKNTKNT S30205302503,8224.0,8224.0,0,0,0,0
"Stokeley, 195",Stokeley,,0.0,0.0,0.0,0.0,STKL,S302040,STKL S302040,9116.0,9116.0,0,0,0,0
"Stokes, Henry, 137",Stokes,,0.0,0.0,0.0,0.0,STKS,S30202,STKS S30202,6293.0,6293.0,0,0,0,0
"Stomford Le Hope, Essex, rector of, 180",Stomford,13362.0,0.0,0.0,0.0,0.0,STMFRT,S3051063,STMFRT S3051063,13362.0,13362.0,0,0,0,0
"Stone, Anne, 53; Arthur, Cedric, 288; Clell, 190; Leslie, 102; Lily, William, 53, 83, 85, 111",Stone,4050.0,0.0,0.0,0.0,1.0,STN,S3050,STN S3050,4050.0,4050.0,0,0,0,0
"Stone-Doyle, Northants., rector of, 130",StoneDoyle,13363.0,0.0,0.0,0.0,0.0,STNTL,S30503040,STNTL S30503040,13363.0,13363.0,0,0,0,0
"Stoneborough, 54",Stoneborough,13364.0,0.0,0.0,0.0,0.0,STNPRF,S3050106020,STNPRF S3050106020,13364.0,13364.0,0,0,0,0
"Stoneham, North, Hants., 75",Stoneham,6499.0,0.0,0.0,0.0,0.0,STNHM,S30505,STNHM S30505,6499.0,6499.0,0,0,0,0
"Stoneham, Philip, 171",Stoneham,6499.0,0.0,0.0,0.0,0.0,STNHM,S30505,STNHM S30505,6499.0,6499.0,0,0,0,0
"Stonehouse, 27, 64, 240-2, 243, 248, 273",Stonehouse,7778.0,0.0,0.0,0.0,0.0,STNHS,S305020,STNHS S305020,7778.0,7778.0,0,0,0,0
"Stoney, Ramsay, 62",Stoney,,0.0,0.0,0.0,1.0,STN,S3050,STN S3050,4050.0,4050.0,0,0,0,0
"Stooke, Constance, 338; Frances, James, 179; Lettia, 255",Stooke,,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0
"Stopham, Sussex, 276, 277",Stopham,13365.0,0.0,0.0,0.0,0.0,STFM,S30105,STFM S30105,13365.0,13365.0,0,0,0,0
"Stork, Joseph, 90",Stork,4055.0,0.0,0.0,0.0,0.0,STRK,S3062,STRK S3062,4055.0,4055.0,0,0,0,0
"Stothard, Charles, 18, 22",Stothard,13366.0,0.0,0.0,0.0,0.0,ST0RT,S303063,ST0RT S303063,13366.0,13366.0,0,0,0,0
"Stower, East, curate of, 185",Stower,,0.0,0.0,0.0,0.0,STR,S306,STR S306,8467.0,8467.0,0,0,0,0
"Stower, West, curate of, 185",Stower,,0.0,0.0,0.0,0.0,STR,S306,STR S306,8467.0,8467.0,0,0,0,0
"Stowford Water, 176",Stowford,4060.0,0.0,0.0,0.0,0.0,STFRT,S301063,STFRT S301063,4060.0,4060.0,0,0,0,0
"Strachan, Sir John, 301",Strachan,7173.0,0.0,0.0,0.0,0.0,STRKN,S360205,STRKN S360205,7173.0,7173.0,0,0,0,0
"Strachleigh, Anne, 109, 110; Christian, 109, 110; William, 109, 110",Strachleigh,,0.0,0.0,0.0,0.0,STRKL,S360204020,STRKL S360204020,4063.0,4063.0,0,0,0,0
"Stranger, R., Richard, 203",Stranger,6889.0,0.0,0.0,0.0,0.0,STRNKR,S3605206,STRNKR S3605206,6889.0,6889.0,0,0,0,0
"Strangeways, James, Winifred, 100",Strangeways,13367.0,0.0,0.0,0.0,0.0,STRNJS,S3605202,STRNJS S3605202,13367.0,13367.0,0,0,0,0
"Strawbridge, 111, 158(2)",Strawbridge,,0.0,0.0,0.0,0.0,STRPRJ,S360160320,STRPRJ S360160320,5161.0,5161.0,0,0,0,0
"Street, G., 9",Street,,0.0,0.0,0.0,0.0,STRT,S3603,STRT S3603,4077.0,4077.0,0,0,0,0
"Strete, 174, 289; vicar of, 293",Strete,4075.0,0.0,0.0,0.0,0.0,STRT,S36030,STRT S36030,4075.0,4075.0,0,0,0,0
"Strete Ralegh, 332(2), 335",Strete,4075.0,0.0,0.0,0.0,0.0,STRT,S36030,STRT S36030,4075.0,4075.0,0,0,0,0
"Stretton, Adela, Catherine, Madeline, S., 261",Stretton,,0.0,0.0,0.0,0.0,STRTN,S360305,STRTN S360305,12352.0,12352.0,0,0,0,0
"Strobryg, John, 75, 76",Strobryg,13368.0,0.0,0.0,0.0,0.0,STRPRK,S3601602,STRPRK S3601602,13368.0,13368.0,0,0,0,0
"Strode, 202",Strode,4075.0,0.0,0.0,0.0,0.0,STRT,S36030,STRT S36030,4075.0,4075.0,0,0,0,0
"Strode, Anne, 250; Dorothea, 249; George, 249(2), 250",Strode,4075.0,0.0,0.0,0.0,0.0,STRT,S36030,STRT S36030,4075.0,4075.0,0,0,0,0
"Strother, L., 292",Strother,8225.0,0.0,0.0,0.0,0.0,STR0R,S360306,STR0R S360306,8225.0,8225.0,0,0,0,0
"Struben, Frederick, 185",Struben,8226.0,0.0,0.0,0.0,0.0,STRPN,S360105,STRPN S360105,8226.0,8226.0,0,0,0,0
"Strutt, Alice, Martha, 2",Strutt,,0.0,0.0,0.0,0.0,STRT,S3603,STRT S3603,4077.0,4077.0,0,0,0,0
"Stuart, Matthew, 247",Stuart,,0.0,0.0,0.0,0.0,STRT,S3063,STRT S3063,4059.0,4059.0,0,0,0,0
"Stuckey, Stucley, Stuckley, Stukeley, Stukely, Dennis, 158; Lady Elizabeth, Sir George, 29; Humphrey, 158(2); John, 266; Katherine, 266(2); Lewis, 158; Lucy, 195; Peter, Rosie, 158; William, 222",Stuckey,,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0
"Studd, Rupert, 44",Studd,,0.0,0.0,0.0,0.0,STT,S303,STT S303,8777.0,8777.0,0,0,0,0
"Studdy, Edith, Francis, Robert, 285",Studdy,,0.0,0.0,0.0,0.0,STT,S3030,STT S3030,4056.0,4056.0,0,0,0,0
"Studholme, Mabel, Paul, William, 130",Studholme,8227.0,0.0,0.0,0.0,0.0,STTLM,S3030450,STTLM S3030450,8227.0,8227.0,0,0,0,0
"Studland Bay, Dorset, 87",Studland,8228.0,0.0,0.0,0.0,0.0,STTLNT,S3034053,STTLNT S3034053,8228.0,8228.0,0,0,0,0
"Sturt, Marjorie, 157",Sturt,,0.0,0.0,0.0,0.0,STRT,S3063,STRT S3063,4059.0,4059.0,0,0,0,0
"Suffolk, J.P. for, 257",Suffolk,8229.0,0.0,0.0,0.0,0.0,SFLK,S01042,SFLK S01042,8229.0,8229.0,0,0,0,0
"Sumaster, William, 11",Sumaster,,0.0,0.0,0.0,0.0,SMSTR,S0502306,SMSTR S0502306,3930.0,3930.0,0,0,0,0
"Summers, Sumner, Charles, 20; William, 216, 301",Summers,10926.0,0.0,0.0,0.0,0.0,SMRS,S05062,SMRS S05062,10926.0,10926.0,0,0,0,0
"Sussex, Edgar, 210",Sussex,6972.0,0.0,0.0,0.0,0.0,SSKS,S0202,SSKS S0202,6972.0,6972.0,0,0,0,0
"Suther, Cuthbert, Louisa, 240",Suther,,0.0,0.0,0.0,0.0,S0R,S0306,S0R S0306,9535.0,9535.0,0,0,0,0
"Sutton, Shirley, 187",Sutton,4099.0,0.0,0.0,0.0,0.0,STN,S0305,STN S0305,4099.0,4099.0,0,1,0,0
"Sutton-at-Hone, 294",SuttonatHone,8230.0,0.0,0.0,0.0,0.0,STN0N,S030503050,STN0N S030503050,8230.0,8230.0,0,0,0,0
"Sutton-on-Plym, 243",SuttononPlym,8231.0,0.0,0.0,0.0,0.0,STNNPLM,S0305051405,STNNPLM S0305051405,8231.0,8231.0,0,0,0,0
"Swaby, Frederick, 178",Swaby,,0.0,0.0,0.0,0.0,SP,S010,SP S010,10669.0,10669.0,0,0,0,0
"Swain, Alan, 325; Alfred, 238; Marian, Victor, 179",Swain,,0.0,0.0,0.0,0.0,SN,S050,SN S050,4094.0,4094.0,0,0,0,0
"Swansea, Glamorgan, 347; vicar of, 301",Swansea,13369.0,0.0,0.0,0.0,0.0,SNS,S0520,SNS S0520,13369.0,13369.0,0,0,0,0
"Swanston House, 62",Swanston,4092.0,0.0,0.0,0.0,0.0,SNSTN,S052305,SNSTN S052305,4092.0,4092.0,1,0,0,0
"Sweet, Elizabeth, 63; John, 346; Mary, 346(2); William, 239",Sweet,,0.0,0.0,0.0,0.0,ST,S030,ST S030,4097.0,4097.0,0,0,0,0
"Sword, Eric, 102",Sword,,0.0,0.0,0.0,0.0,SRT,S063,SRT S063,3777.0,3777.0,0,0,0,0
"Sydenham, 199",Sydenham,11837.0,0.0,0.0,0.0,0.0,STNM,S030505,STNM S030505,11837.0,11837.0,0,0,0,0
"Sydney, 249",Sydney,13370.0,0.0,0.0,0.0,0.0,STN,S0350,STN S0350,13370.0,13370.0,0,0,0,0
"Sydney-Turner, Patrick, 63",SydneyTurner,8232.0,0.0,0.0,0.0,0.0,STNTRNR,S0350306506,STNTRNR S0350306506,8232.0,8232.0,0,0,0,0
"Symes, Charles, William, 82",Symes,9225.0,0.0,0.0,0.0,0.0,SMS,S0502,SMS S0502,9225.0,9225.0,0,0,0,0
"Symington, George, 102(2)",Symington,8233.0,0.0,0.0,0.0,0.0,SMNKTN,S05052305,SMNKTN S05052305,8233.0,8233.0,0,0,0,0
"Symon, Symonds, Symons, A., 246; George, 76, 81, 179; John, 41, 43, 286; Maude, 166; Peter, 180; Richard, 166; Thomas, 81, 316",Symon,,0.0,0.0,0.0,0.0,SMN,S0505,SMN S0505,3860.0,3860.0,0,0,0,0
"Tait, Walter, 293",Tait,,0.0,0.0,0.0,0.0,TT,T030,TT T030,4361.0,4361.0,0,0,0,0
"Talbot, Frances, Thomas, 250",Talbot,4108.0,0.0,0.0,0.0,0.0,TLPT,T04103,TLPT T04103,4108.0,4108.0,0,0,0,0
"Tamlyn, Clell, 190",Tamlyn,,0.0,0.0,0.0,0.0,TMLN,T05405,TMLN T05405,4168.0,4168.0,0,0,0,0
"Tancock, Doris, 176",Tancock,11861.0,0.0,0.0,0.0,0.0,TNKK,T05202,TNKK T05202,11861.0,11861.0,0,0,0,0
"Tanner, Arthur, 62; J., 130; Mary, 54; Thomas, 54(2); William, 54",Tanner,4196.0,0.0,0.0,0.0,1.0,TNR,T0506,TNR T0506,4196.0,4196.0,0,0,0,0
"Tanton, Frederick, Mark, Violet, 338",Tanton,,0.0,0.0,0.0,0.0,TNTN,T05305,TNTN T05305,6845.0,6845.0,0,0,0,0
