surname,occup,occupation,loc,location,location_in,county,topo,nick,rel,English:,French:,Welsh:,Cornish:,Norman:
Darwin,0,,0,,,,0,0,0,1,0,0,0,0
Darwin,0,,0,,,,0,0,1,1,0,0,0,0
Darwin,0,,0,,,,0,0,0,1,0,0,0,0
Darwood,0,,0,,,,0,0,0,1,0,0,0,0
Dary,0,,0,,,,0,1,0,1,0,0,0,0
Dash,0,,0,,,,0,0,0,1,0,0,0,0
Dashfield,0,,0,,,,0,0,0,1,0,0,0,0
Dashfield,0,,0,,,,0,0,0,1,0,0,0,0
Dashper,0,,0,,,,0,0,0,1,0,0,0,0
Dashwood,0,,0,,,,0,0,0,1,0,0,0,0
Dasie,0,,1,,,,0,1,0,1,1,0,0,0
Dason,0,,0,,,,0,0,1,1,0,0,0,0
Dass,0,,0,,,,0,0,0,1,0,0,0,0
Date,0,,0,,,,0,0,0,1,0,0,0,0
Dates,0,,0,,,,0,0,0,1,0,0,0,0
Dates,0,,0,,,,0,0,0,1,0,0,0,0
Datson,0,,0,,,,0,0,0,1,0,0,0,0
Datson,0,,0,,,,0,0,1,1,0,0,0,0
Daubeney,0,,0,,,,0,0,0,1,0,0,0,0
Daubeney,0,,0,,,,0,0,0,1,0,0,0,0
Daubeny,0,,0,,,,0,0,0,1,0,0,0,0
Daubeny,0,,0,,,,0,0,0,1,0,0,0,0
Dauber,0,,0,,,,0,0,0,1,0,0,0,0
Dauber,0,,0,,,,0,0,0,1,0,0,0,0
Daubney,0,,0,,,,0,0,0,1,0,0,0,0
Daud,0,,0,,,,0,0,0,1,0,0,0,0
Daudeson,0,,0,,,,0,0,1,1,0,0,0,0
Daudri,0,,1,,,,0,0,1,1,0,0,0,0
Daudson,0,,0,,,,0,0,1,1,0,0,0,0
Dauell,0,,1,,,,0,1,0,1,0,0,0,0
Dauewesone,0,,0,,,,0,0,1,1,0,0,0,0
Daughters,0,,0,,,,0,0,0,1,0,0,0,0
Daughters,0,,0,,,,0,0,0,1,0,0,0,0
Daughtery,0,,0,,,,0,0,0,1,0,0,0,0
Daughtery,0,,0,,,,0,0,0,1,0,0,0,0
Daughton,0,,1,,,,0,0,0,1,0,0,0,0
Daughton,0,,0,,,,0,0,0,1,0,0,0,0
Daughtrey,0,,0,,,,0,0,0,1,0,0,0,0
Daughtrey,0,,0,,,,0,0,0,1,0,0,0,0
Daughtry,0,,0,,,,0,0,0,1,0,0,0,0
Daughtry,0,,0,,,,0,0,0,1,0,0,0,0
Daughty,0,,0,,,,0,0,0,1,0,0,0,0
Daughty,0,,0,,,,0,0,0,1,0,0,0,0
Dauisse,0,,0,,,,0,0,1,0,0,1,0,0
Daukes,0,,0,,,,0,0,0,1,0,0,0,0
Daukes,0,,0,,,,0,0,0,1,0,0,0,0
Daulby,0,,0,,,,0,0,0,1,0,0,0,0
Daulby,0,,0,,,,0,0,0,1,0,0,0,0
Daulton,0,,0,,,,0,0,0,1,0,0,0,0
Daulton,0,,1,,,,0,0,0,1,0,0,0,0
Daultrey,0,,0,,,,0,0,0,1,0,0,0,0
Daultrey,0,,0,,,,0,0,0,1,0,0,0,0
Daun,0,,0,,,,0,0,0,1,0,0,0,0
Daun,0,,0,,,,0,0,0,1,0,0,0,0
Daun,0,,0,,,,0,0,1,1,0,0,0,0
Dauncey,0,,0,,,,0,0,0,1,0,0,0,0
Dauncey,0,,0,,,,0,0,0,1,0,0,0,0
Daundell,0,,0,,,,0,0,0,1,0,0,0,0
Daundon,0,,1,Dundon,,Somerset,0,0,0,1,0,0,0,0
Daune,0,,0,,,,0,0,1,1,0,0,0,0
Daunger,0,,1,,,,0,1,0,1,0,0,0,1
Daunt,0,,0,,,,0,0,0,1,0,0,0,0
Daunter,0,,0,,,,0,0,0,1,0,0,0,0
Daunton,0,,0,,,,0,0,0,1,0,0,0,0
Dauson,0,,0,,,,0,0,0,1,0,0,0,0
Dauson,0,,0,,,,0,0,1,1,0,0,0,0
Dauton,0,,1,,,,0,0,0,1,0,0,0,0
Dauvers,0,,1,Rowland,,Derbys,0,0,1,1,0,0,0,0
Dauwe,0,,0,,,,0,1,1,1,0,0,0,0
Dauwen,0,,0,,,,0,0,1,1,0,0,0,0
Dav,0,,0,,,,0,0,0,1,0,0,0,0
Davage,0,,0,,,,0,0,0,1,0,0,0,0
Davage,0,,0,,,,0,0,0,1,0,0,0,0
Davall,0,,1,,,,0,1,0,1,0,0,0,0
Davall,0,,0,,,,0,0,0,1,0,0,0,0
Dave,0,,0,,,,0,0,0,1,0,0,0,0
Davell,0,,1,,,,0,1,0,1,0,0,0,0
Davemporte,0,,1,,,,0,0,0,1,0,0,0,0
Davenant,0,,0,,,,0,0,0,0,1,0,0,0
Davenhill,0,,0,,,,0,0,0,1,0,0,0,0
Davenport,0,,1,,,,0,0,0,1,0,0,0,0
Daventry,0,,0,,,,0,0,0,1,0,0,0,0
Daventry,0,,0,,,,0,0,0,1,0,0,0,0
Daverage,0,,0,,,,0,0,0,1,0,0,0,0
Daveridge,0,,0,,,,0,0,0,1,0,0,0,0
Davers,0,,0,,,,0,0,0,1,0,0,0,0
Daverson,0,,0,,,,0,0,0,1,0,0,0,0
Daverson,0,,0,,,,0,0,0,1,0,0,0,0
Daves,0,,0,,,,0,0,1,0,0,1,0,0
Daves,0,,0,,,,0,0,0,1,0,0,0,0
Daveson,0,,0,,,,0,0,0,1,0,0,0,0
Davey,0,,0,,,,0,0,0,1,0,0,0,0
Daveys,0,,0,,,,0,0,1,0,0,1,0,0
Davi,0,,0,,,,0,0,0,1,0,0,0,0
David,0,,0,,,,0,0,0,1,0,0,0,0
Davidge,0,,0,,,,0,0,0,1,0,0,0,0
Davidge,0,,0,,,,0,0,0,1,0,0,0,0
Davidisvilla,0,,1,,,,0,1,0,1,0,0,0,0
Davids,0,,0,,,,0,0,0,1,0,0,0,0
Davie,0,,0,,,,0,0,0,1,0,0,0,0
Davies,0,,0,,,,0,0,1,0,0,1,0,0
Davies,0,,0,,,,0,0,0,1,0,0,0,0
Davill,0,,1,,,,0,1,0,1,0,0,0,0
Davill,0,,0,,,,0,0,0,1,0,0,0,0
Davilla,0,,1,,,,0,1,0,1,0,0,0,0
Davin,0,,0,,,,0,0,0,1,0,0,0,0
Davinson,0,,0,,,,0,0,0,1,0,0,0,0
Davinson,0,,0,,,,0,0,0,1,0,0,0,0
Davis,0,,0,,,,0,0,0,1,0,0,0,0
Davis,0,,0,,,,0,0,0,1,0,0,0,0
Davis,0,,0,,,,0,0,1,0,0,1,0,0
Davison,0,,0,,,,0,0,0,1,0,0,0,0
Daviss,0,,0,,,,0,0,0,1,0,0,0,0
Daviss,0,,0,,,,0,0,1,0,0,1,0,0
Davisson,0,,0,,,,0,0,0,1,0,0,0,0
Davisson,0,,0,,,,0,0,0,1,0,0,0,0
Davlin,0,,1,,,,0,0,0,0,0,0,0,1
Davolls,0,,1,,,,0,1,0,1,0,0,0,0
Davolls,0,,0,,,,0,0,0,1,0,0,0,0
Davy,0,,0,,,,0,0,0,1,0,0,0,0
Davy,0,,0,,,,0,0,0,1,0,0,0,0
Davyes,0,,0,,,,0,0,1,0,0,1,0,0
Davys,0,,0,,,,0,0,0,1,0,0,0,0
Davys,0,,0,,,,0,0,1,0,0,1,0,0
Daw,0,,0,,,,0,1,1,1,0,0,0,0
Dawbarn,0,,0,,,,0,0,0,1,0,0,0,0
Dawbarn,0,,0,,,,0,0,0,1,0,0,0,0
Dawber,0,,0,,,,0,0,0,1,0,0,0,0
Dawbney,0,,0,,,,0,0,0,1,0,0,0,0
Dawbney,0,,0,,,,0,0,0,1,0,0,0,0
Dawborn,0,,0,,,,0,0,0,1,0,0,0,0
Dawborn,0,,0,,,,0,0,0,1,0,0,0,0
Dawe,0,,0,,,,0,1,1,1,0,0,0,0
Dawe,0,,0,,,,0,0,0,1,0,0,0,0
Dawen,0,,0,,,,0,0,1,1,0,0,0,0
Dawes,0,,0,,,,0,1,1,1,0,0,0,0
Dawes,0,,0,,,,0,0,0,1,0,0,0,0
Daweson,0,,0,,,,0,0,1,1,0,0,0,0
Dawesone,0,,0,,,,0,0,1,1,0,0,0,0
Dawkes,0,,0,,,,0,0,0,1,0,0,0,0
Dawkin,0,,0,,,,0,0,0,1,0,0,0,0
Dawkins,0,,0,,,,0,0,0,1,0,0,0,0
Dawkins,0,,0,,,,0,0,0,1,0,0,0,0
Dawley,0,,0,,,,0,0,0,0,0,0,0,1
Dawling,0,,0,,,,0,0,0,1,0,0,0,0
Dawlings,0,,0,,,,0,0,0,1,0,0,0,0
Dawlings,0,,0,,,,0,0,0,1,0,0,0,0
Dawlins,0,,0,,,,0,0,0,1,0,0,0,0
Dawlins,0,,0,,,,0,0,0,1,0,0,0,0
Dawn,0,,0,,,,0,0,0,1,0,0,0,0
Dawn,0,,0,,,,0,0,0,1,0,0,0,0
Dawn,0,,0,,,,0,0,1,1,0,0,0,0
Dawn,0,,0,,,,0,0,0,1,0,0,0,0
Dawnay,0,,0,,,,0,0,0,1,0,0,0,0
Dawnay,0,,0,,,,0,0,0,1,0,0,0,0
Dawne,0,,0,,,,0,0,1,1,0,0,0,0
Dawney,0,,0,,,,0,0,0,1,0,0,0,0
Dawney,0,,0,,,,0,0,0,1,0,0,0,0
Daws,0,,0,,,,0,0,0,1,0,0,0,0
Daws,0,,0,,,,0,0,0,1,0,0,0,0
Dawson,0,,0,,,,0,0,1,1,0,0,0,0
Dawton,0,,0,,,,0,0,0,1,0,0,0,0
Dawton,0,,1,,,,0,0,0,1,0,0,0,0
Dawtrey,0,,0,,,,0,0,0,1,0,0,0,0
Dawtry,0,,0,,,,0,0,0,1,0,0,0,0
Dawtry,0,,0,,,,0,0,0,1,0,0,0,0
Dax,0,,0,,,,0,0,0,1,0,0,0,0
Dax,0,,0,,,,0,0,0,1,0,0,0,0
Day,1,,0,,,,0,0,1,1,0,1,0,0
Daybell,0,,0,,,,0,0,0,1,0,0,0,0
Daye,1,,0,,,,0,0,1,1,0,1,0,0
Daye,0,,0,,,,0,0,0,1,0,0,0,0
Dayer,1,,0,,,,0,0,0,1,0,0,0,0
Dayes,0,,0,,,,0,0,0,1,0,0,0,0
Dayes,0,,0,,,,0,0,0,1,0,0,0,0
Dayeseghe,0,,1,,,,0,1,0,1,1,0,0,0
Dayeseye,0,,1,,,,0,1,0,1,1,0,0,0
Dayesie,0,,1,,,,0,1,0,1,1,0,0,0
Dayhouse,0,,1,,,,0,0,1,1,0,1,0,0
Daykin,0,,0,,,,0,0,0,0,0,0,0,1
Daykin,0,,0,,,,0,0,0,1,0,0,0,0
Daykin,0,,0,,,,0,0,1,1,0,0,0,0
Daykyn,0,,0,,,,0,0,1,1,0,0,0,0
Daykyn,0,,0,,,,0,0,0,0,0,0,0,1
Dayman,1,,0,,,,0,0,1,1,0,0,0,0
Dayman,0,,0,,,,0,0,1,1,0,0,0,0
Dayman',1,,0,,,,0,0,1,1,0,0,0,0
Daymand,0,,0,,,,0,0,1,1,0,0,0,0
Dayment,1,,0,,,,0,0,1,1,0,0,0,0
Dayment,0,,0,,,,0,0,1,1,0,0,0,0
Daymon,1,,0,,,,0,0,1,1,0,0,0,0
Daymon,0,,0,,,,0,0,1,1,0,0,0,0
Daymon,0,,0,,,,0,0,0,1,0,0,0,0
Daymond,0,,0,,,,0,0,0,1,0,0,0,0
Daymond,0,,0,,,,0,0,1,1,0,0,0,0
Daymond,1,,0,,,,0,0,1,1,0,0,0,0
Dayne,0,,0,,,,0,0,0,1,0,0,0,0
Dayne,0,,0,,,,0,0,0,1,0,0,0,0
Daynes,0,,0,,,,0,0,0,1,0,0,0,0
Daynes,0,,0,,,,0,0,0,1,0,0,0,0
Dayrell,0,,0,,,,0,0,0,1,0,0,0,0
Dayrell,0,,0,,,,0,0,0,1,0,0,0,0
Days,0,,0,,,,0,0,0,1,0,0,0,0
Days,1,,0,,,,0,0,1,1,0,1,0,0
Dayseye,0,,1,,,,0,1,0,1,1,0,0,0
Daysh,0,,0,,,,0,0,0,1,0,0,0,0
Daysh,0,,0,,,,0,0,0,1,0,0,0,0
Dayson,0,,0,,,,0,0,0,1,0,0,0,0
Daysye,0,,1,,,,0,1,0,1,1,0,0,0
Dayt,0,,0,,,,0,0,0,1,0,0,0,0
Dayton,0,,0,,,,0,0,0,1,0,0,0,0
Dayton,0,,0,,,,0,0,0,1,0,0,0,0
Dayus,0,,1,,,,0,0,1,1,0,1,0,0
Dayvell,0,,1,,,,0,1,0,1,0,0,0,0
Dayzee,0,,1,,,,0,1,0,1,1,0,0,0
Dazely,0,,0,,,,0,0,0,1,0,0,0,0
Dazely,0,,0,,,,0,0,0,1,0,0,0,0
Dazey,0,,1,,,,0,1,0,1,1,0,0,0
Dazley,0,,0,,,,0,0,0,1,0,0,0,0
Dazley,0,,0,,,,0,0,0,1,0,0,0,0
De,0,,0,,,,0,0,0,0,0,1,0,0
"De
Launey",0,,0,,,,0,0,0,1,0,0,0,0
"De
la Bere",0,,1,,,,1,1,0,1,0,0,0,0
De Ath,0,,0,,,,0,0,0,1,0,0,0,0
De Ath,0,,0,,,,0,0,0,1,0,0,0,0
De Courcey,0,,0,,,,0,0,0,1,0,0,0,0
De Courcey,0,,0,,,,0,0,0,1,0,0,0,0
De Courcy,0,,0,,,,0,0,0,1,0,0,0,0
De Fraine,0,,0,,,,0,0,0,1,0,0,0,0
De Freyne,0,,0,,,,0,0,0,0,0,0,0,1
De Glanville,0,,0,,,,0,0,0,1,0,0,0,0
De Glanville,0,,0,,,,0,0,0,1,0,0,0,0
De Gruchy,0,,0,,,,0,0,0,0,1,0,0,0
De Haviland,0,,0,,,,0,0,0,1,1,0,0,0
De Haviland,0,,0,,,,0,0,0,1,0,0,0,0
De Havilland,0,,0,,,,0,0,0,1,1,0,0,0
De Havilland,0,,1,Haveland,Membury,Devon,0,0,0,1,0,0,0,0
De Hoghton,0,,0,,,,0,0,0,1,0,0,0,0
De Launay,0,,0,,,,0,0,0,1,0,0,0,0
De Launay,0,,0,,,,0,0,0,0,1,0,0,0
De Launey,0,,0,,,,0,0,0,0,1,0,0,0
De Lisle,0,,0,,,,0,0,0,0,1,0,0,0
De Lisle,0,,0,,,,0,0,0,1,0,0,0,0
De Montmorency,0,,0,,,,0,0,0,1,0,0,0,0
De Quincey,0,,0,,,,0,0,0,1,0,0,0,0
De Quincey,0,,0,,,,0,0,0,1,0,0,0,0
De Ste Croix,0,,0,,,,0,0,0,0,1,0,0,0
De Trafford,0,,0,,,,0,0,0,1,0,0,0,0
De Trafford,0,,0,,,,0,0,0,1,0,0,0,0
De Vile,0,,1,,,,0,1,0,1,0,0,0,0
De Vile,0,,0,,,,0,0,0,1,0,0,0,0
De Ville,0,,0,,,,0,0,0,1,0,0,0,0
De Ville,0,,1,,,,0,1,0,1,0,0,0,0
De Villiers,0,,0,,,,0,0,0,1,0,0,0,0
De Villiers,0,,0,,,,0,0,0,1,0,0,0,0
De Whalley,0,,0,,,,0,0,0,1,0,0,0,0
De Whalley,0,,0,,,,0,0,0,1,0,0,0,0
De la Bere,0,,0,,,,0,0,0,1,0,0,0,0
De la Cour,0,,0,,,,0,0,0,0,1,0,0,0
De'Ath,0,,0,,,,0,0,0,1,0,0,0,0
De'Ath,0,,0,,,,0,0,0,1,0,0,0,0
Deacon,0,,0,,,,0,0,1,1,0,0,0,0
Deacon,0,,0,,,,0,1,1,1,0,0,0,0
Deacons,0,,0,,,,0,0,0,1,0,0,0,0
Deacons,0,,0,,,,0,1,1,1,0,0,0,0
Deacons,0,,0,,,,0,0,1,1,0,0,0,0
Deacons,0,,0,,,,0,0,0,1,0,0,0,0
Deaden,0,,0,,,,0,0,0,1,0,0,0,0
Deaden,0,,0,,,,0,0,0,1,0,0,0,0
Deadman,0,,0,,,,0,0,0,1,0,0,0,0
Deadman,0,,0,,,,0,0,0,1,0,0,0,0
Deagle,0,,1,,,,0,0,1,1,0,0,0,0
Deagle,0,,0,,,,0,0,0,1,0,0,0,0
Deak,0,,0,,,,0,0,0,1,0,0,0,0
Deak,0,,0,,,,0,0,1,1,0,0,0,0
Deake,0,,0,,,,0,0,0,1,0,0,0,0
Deake,0,,0,,,,0,0,0,1,0,0,0,0
Deake,0,,0,,,,0,0,1,1,0,0,0,0
Deaken,0,,0,,,,0,1,1,1,0,0,0,0
Deaken,0,,0,,,,0,0,1,1,0,0,0,0
Deaken,0,,0,,,,0,0,0,1,0,0,0,0
Deakes,0,,0,,,,0,0,0,1,0,0,0,0
Deakes,0,,0,,,,0,0,1,1,0,0,0,0
Deakin,0,,0,,,,0,0,0,1,0,0,0,0
Deakin,0,,0,,,,0,1,1,1,0,0,0,0
Deakin,0,,0,,,,0,0,1,1,0,0,0,0
Deakins,0,,0,,,,0,0,0,1,0,0,0,0
Deakins,0,,0,,,,0,1,1,1,0,0,0,0
Deakins,0,,0,,,,0,0,1,1,0,0,0,0
Deal,0,,0,,,,0,0,0,1,0,0,0,0
Deale,0,,0,,,,0,0,0,1,0,0,0,0
Deale,0,,0,,,,0,0,0,1,0,0,0,0
Dealtry,0,,0,,,,0,0,0,1,0,0,0,0
Dealtry,0,,0,,,,0,0,0,1,0,0,0,0
Deam,0,,0,,,,0,0,0,1,0,0,0,0
Deam,0,,0,,,,0,0,0,1,0,0,0,0
Deamer,0,,0,,,,0,0,0,1,0,0,0,0
Deamond,0,,0,,,,0,0,1,1,0,0,0,0
Dean,1,,1,,,,1,0,1,1,0,0,0,0
Dean,0,,0,,,,0,0,0,1,0,0,0,0
Deane,1,,1,,,,1,0,1,1,0,0,0,0
Deane,0,,0,,,,0,0,0,1,0,0,0,0
Deaner,0,,0,,,,0,0,0,1,0,0,0,0
Deanes,1,,1,,,,1,0,1,1,0,0,0,0
Deanes,0,,0,,,,0,0,0,1,0,0,0,0
Deaney,0,,1,Denny,Hurstpierpoint,Stirlings,0,0,1,1,0,0,0,0
Deans,1,,1,,,,1,0,1,1,0,0,0,0
Dear,0,,0,,,,0,0,0,1,0,0,0,0
Dearden,0,,0,,,,0,0,0,1,0,0,0,0
Deardon,0,,0,,,,0,0,0,1,0,0,0,0
Deardon,0,,0,,,,0,0,0,1,0,0,0,0
Deards,0,,0,,,,0,0,0,1,0,0,0,0
Deare,0,,0,,,,0,0,0,1,0,0,0,0
Deare,0,,0,,,,0,0,0,1,0,0,0,0
Deares,0,,0,,,,0,0,0,1,0,0,0,0
Deares,0,,0,,,,0,0,0,1,0,0,0,0
Dearie,0,,1,,,,0,0,1,1,0,0,0,0
Dearing,0,,0,,,,0,0,0,1,0,0,0,0
Dearle,0,,0,,,,0,0,0,1,0,0,0,0
Dearle,0,,0,,,,0,0,0,1,0,0,0,0
Dearling,0,,0,,,,0,0,0,1,0,0,0,0
Dearlove,0,,0,,,,0,0,0,1,0,0,0,0
Dearman,0,,0,,,,0,0,1,1,0,0,0,0
Dearman,0,,0,,,,0,1,0,1,0,0,0,0
Dearn,0,,0,,,,0,0,0,1,0,0,0,0
Dearnaley,0,,0,,,,0,0,0,1,0,0,0,0
Dearnaley,0,,0,,,,0,0,0,1,0,0,0,0
Dearne,0,,0,,,,0,0,0,1,0,0,0,0
Dearne,0,,0,,,,0,0,0,1,0,0,0,0
Dearnley,0,,0,,,,0,0,0,1,0,0,0,0
Dearsley,0,,1,Derisley Farm,Woodditton,Cambs,0,0,0,1,0,0,0,0
Dearsley,0,,0,,,,0,0,0,1,0,0,0,0
Dearslie,0,,1,Derisley Farm,Woodditton,Cambs,0,0,0,1,0,0,0,0
Dearsly,0,,1,Derisley Farm,Woodditton,Cambs,0,0,0,1,0,0,0,0
Dearsly,0,,0,,,,0,0,0,1,0,0,0,0
Dearson,0,,0,,,,0,0,0,1,0,0,0,0
Dearth,0,,0,,,,0,0,0,1,0,0,0,0
Dearth,0,,0,,,,0,0,0,1,0,0,0,0
Deary,0,,1,,,,0,0,1,1,0,0,0,0
Deason,0,,0,,,,0,0,0,1,0,0,0,0
Deason,0,,0,,,,0,0,0,1,0,0,0,0
Death,0,,0,,,,0,0,0,1,0,0,0,0
Deathridge,0,,0,,,,0,0,0,1,0,0,0,0
Deathridge,0,,0,,,,0,0,0,1,0,0,0,0
Deaton,0,,0,,,,0,0,0,1,0,0,0,0
Deaton,0,,0,,,,0,0,0,1,0,0,0,0
Deavall,0,,0,,,,0,0,0,1,0,0,0,0
Deavall,0,,1,,,,0,1,0,1,0,0,0,0
Deave,0,,0,,,,0,0,0,1,0,0,0,0
Deaves,0,,0,,,,0,0,0,1,0,0,0,0
Deaves,0,,0,,,,0,0,0,1,0,0,0,0
Deaville,0,,1,,,,0,1,0,1,0,0,0,0
Deavin,0,,0,,,,0,1,0,1,0,0,0,0
Deavin,0,,0,,,,0,0,0,1,0,0,0,0
Deavin,0,,0,,,,0,0,0,1,0,0,0,0
Debbage,0,,0,,,,0,0,0,1,0,0,0,0
Debell,0,,0,,,,0,0,0,1,0,0,0,0
Debell,0,,0,,,,0,0,0,1,0,0,0,0
Debell,0,,1,,,,0,1,0,1,0,0,0,0
Debenham,0,,0,,,,0,0,0,1,0,0,0,0
Debnam,0,,0,,,,0,0,0,1,0,0,0,0
Debnam,0,,0,,,,0,0,0,1,0,0,0,0
Debney,0,,0,,,,0,0,0,1,0,0,0,0
Decanus,0,,1,Rowland,,Derbys,0,0,1,1,0,0,0,0
Decanus,1,,1,,,,1,0,1,1,0,0,0,0
Decheham,0,,1,,,,0,0,0,1,0,0,0,0
Decker,1,,1,,,,0,0,0,1,0,0,0,0
Decker,0,,0,,,,0,0,0,1,0,0,0,0
Decker,1,,0,,,,0,0,0,1,0,0,0,0
Deckers,1,,0,,,,0,0,0,1,0,0,0,0
Deckers,0,,0,,,,0,0,0,1,0,0,0,0
Deckers,0,,0,,,,0,0,0,1,0,0,0,0
Decourcey,0,,0,,,,0,0,0,1,0,0,0,0
Decourcey,0,,0,,,,0,0,0,1,0,0,0,0
Decourcy,0,,0,,,,0,0,0,1,0,0,0,0
Decourcy,0,,0,,,,0,0,0,1,0,0,0,0
Decoursey,0,,0,,,,0,0,0,1,0,0,0,0
Decoursey,0,,0,,,,0,0,0,1,0,0,0,0
Dedden,0,,0,,,,0,0,0,1,0,0,0,0
Dede,0,,0,,,,0,0,0,1,0,0,0,0
Dede,0,,0,,,,0,0,0,1,0,0,0,0
Dedicoat,0,,0,,,,0,0,0,1,0,0,0,0
Dedicoat,0,,0,,,,0,0,0,1,0,0,0,0
Dedman,0,,0,,,,0,0,0,1,0,0,0,0
Dedman,0,,0,,,,0,0,0,1,0,0,0,0
Dee,0,,0,,,,0,0,0,0,0,1,0,0
Deeble,0,,0,,,,0,0,0,1,0,0,0,0
Deeble,0,,0,,,,0,0,1,1,0,0,0,0
Deeble,0,,1,,,,0,1,0,1,0,0,0,0
Deed,0,,0,,,,0,0,0,1,0,0,0,0
Deed,0,,0,,,,0,0,0,1,0,0,0,0
Deedes,0,,0,,,,0,0,0,1,0,0,0,0
Deedes,0,,0,,,,0,0,0,1,0,0,0,0
Deedman,0,,0,,,,0,0,0,1,0,0,0,0
Deedman,0,,0,,,,0,0,0,1,0,0,0,0
Deeds,0,,0,,,,0,0,0,1,0,0,0,0
Deeds,0,,0,,,,0,0,0,1,0,0,0,0
Deegan,0,,0,,,,0,0,1,0,0,1,0,0
Deek,0,,0,,,,0,0,0,1,0,0,0,0
Deek,0,,0,,,,0,0,1,1,0,0,0,0
Deeke,0,,0,,,,0,0,1,1,0,0,0,0
Deeker,1,,1,,,,0,0,0,1,0,0,0,0
Deeker,0,,0,,,,0,0,0,1,0,0,0,0
Deeker,1,,0,,,,0,0,0,1,0,0,0,0
Deekes,0,,0,,,,0,0,1,1,0,0,0,0
Deekes,0,,0,,,,0,0,0,1,0,0,0,0
Deeks,0,,0,,,,0,0,0,1,0,0,0,0
Deeks,0,,0,,,,0,0,1,1,0,0,0,0
Deeks,0,,0,,,,0,0,0,1,0,0,0,0
Deeley,0,,0,,,,0,0,0,1,0,0,0,0
Deem,0,,0,,,,0,0,0,1,0,0,0,0
Deemer,0,,0,,,,0,0,0,1,0,0,0,0
Deemer,0,,0,,,,0,0,0,1,0,0,0,0
Deeming,0,,0,,,,0,0,0,1,0,0,0,0
Deen,0,,0,,,,0,0,0,1,0,0,0,0
Deen,1,,1,,,,1,0,1,1,0,0,0,0
Deep,0,,0,,,,0,0,0,1,0,0,0,0
Deep,0,,1,,,,0,0,0,0,1,0,0,0
Deep,0,,0,,,,0,0,0,1,0,0,0,0
Deepe,0,,0,,,,0,0,0,1,0,0,0,0
Deepe,0,,0,,,,0,0,0,1,0,0,0,0
Deepe,0,,1,,,,0,0,0,0,1,0,0,0
Deeping,0,,0,,,,0,0,0,1,0,0,0,0
Deeprose,0,,0,,,,0,0,0,0,0,0,0,1
Deer,0,,0,,,,0,0,0,1,0,0,0,0
Deer,0,,0,,,,0,0,0,1,0,0,0,0
Deer,0,,0,,,,0,0,0,1,0,0,0,0
Deere,0,,0,,,,0,0,1,1,0,1,0,0
Deere,0,,0,,,,0,0,0,1,0,0,0,0
Deere,0,,0,,,,0,0,0,1,0,0,0,0
Deere,0,,0,,,,0,0,0,1,0,0,0,0
Deering,0,,0,,,,0,0,0,1,0,0,0,0
Deering,0,,0,,,,0,0,0,1,0,0,0,0
Dees,0,,0,,,,0,0,0,1,0,0,0,0
Deese,0,,0,,,,0,0,0,1,0,0,0,0
Deeth,0,,0,,,,0,0,0,1,0,0,0,0
Deeth,0,,0,,,,0,0,0,1,0,0,0,0
Deeves,0,,0,,,,0,0,0,1,0,0,0,0
Deeves,0,,0,,,,0,0,0,1,0,0,0,0
Deeves,0,,0,,,,0,0,0,1,0,0,0,0
Deex,0,,0,,,,0,0,1,1,0,0,0,0
Deex,0,,0,,,,0,0,0,1,0,0,0,0
Defer,0,,0,,,,0,0,0,1,0,0,0,0
Defoe,0,,0,,,,0,0,1,1,1,0,0,0
Defoe,0,,1,,,,0,0,0,1,0,0,0,0
Deford,0,,0,,,,0,0,0,1,0,0,0,0
Deford,0,,0,,,,0,0,0,1,0,0,0,0
Defries,0,,0,,,,0,0,0,1,0,0,0,0
Defty,0,,0,,,,0,0,0,1,0,0,0,0
Defty,0,,0,,,,0,0,0,1,0,0,0,0
Degan,0,,0,,,,0,0,1,0,0,1,0,0
Degg,0,,0,,,,0,0,0,1,0,0,0,0
Degge,0,,0,,,,0,0,0,1,0,0,0,0
Deghar,1,,0,,,,0,0,0,1,0,0,0,0
Degul,0,,1,,,,0,0,1,1,0,0,0,0
Degville,0,,0,,,,0,0,0,1,0,0,0,0
Deie,1,,0,,,,0,0,1,1,0,1,0,0
Deighan,0,,0,,,,0,0,1,0,0,1,0,0
Deighton,0,,0,,,,0,0,0,1,0,0,0,0
Deios,0,,0,,,,0,0,0,1,0,0,0,0
Deisuye,0,,1,,,,0,1,0,1,1,0,0,0
Deisy,0,,1,,,,0,1,0,1,1,0,0,0
Deivil,0,,1,,,,0,1,0,1,0,0,0,0
Deke,0,,0,,,,0,1,0,0,0,0,1,0
Deke,0,,0,,,,0,0,1,1,0,0,0,0
Dekeman,1,,1,,,,0,0,0,1,0,0,0,0
Deken(e,0,,0,,,,0,1,1,1,0,0,0,0
Dekene,0,,0,,,,0,1,1,1,0,0,0,0
Dekes,0,,0,,,,0,0,1,1,0,0,0,0
Dekin,0,,0,,,,0,0,1,1,0,0,0,0
Dekin,0,,0,,,,0,1,1,1,0,0,0,0
Dekin,0,,0,,,,0,0,0,1,0,0,0,0
Dekker,1,,0,,,,0,0,0,1,0,0,0,0
Dekker,1,,1,,,,0,0,0,1,0,0,0,0
Dekne,0,,0,,,,0,1,1,1,0,0,0,0
Dekon,0,,0,,,,0,1,1,1,0,0,0,0
Dekoun,0,,0,,,,0,0,1,1,0,0,0,0
