page,note,category,line,hundred,text,eo_text,pt_text,new_text,forename,surname,type,title,value,new_pt_text,pt_forename,pt_surname,pt_type,pt_title,pt_value,new_eo_text,eo_forename,eo_surname,eo_type,eo_title,eo_value,gemini_forename,gemini_surname,year,person,forename_id,person_id,recipient_match,surname_match,surname_id
155,3,right_column,5,Black Torrington,John Palmer G 4,John Palmer G 4,John Palmer,John Palmer 4,John,Palmer,G,,4.0,John Palmer,John,Palmer,G,,,John Palmer 4,John,Palmer,G,,4.0,John,Palmer,1524,John Palmer,1,1_2928,0,1,2928
155,4,left_column,3,Black Torrington,Thomas Fulford 6,Thomas Fulford G   1,Thomas FulfordG,Thomas Fulford 6,Thomas,Fulford,G,,6.0,Thomas FulfordG,Thomas,Fulford,G,,,Thomas Fulford   1,Thomas,Fulford,G,,1.0,Thomas,Fulford,1524,Thomas Fulford,0,0_1565,0,1,1565
155,4,left_column,11,Black Torrington,John Pullford G 2  John Beatt 6,John Pulford G 23 John Besett G   8,John Fulford John Besett,John Pullford G 2  John Beatt 6,John,Pullford,G,,6.0,John Fulford John Besett,John,Fulford,G,,,John Pulford G 23 John Besett   8,John,Pulford,G,,8.0,John,Fulford,1524,John Pullford,1,1_1565,0,1,1565
155,5,center_column,39,Black Torrington,Robert Clarcke 6  Thomas Rede Gy 13,Robert Clarcke G 13 Thotas Rede G 133,"Robert ClarckeG Thomas Rede G 13,",Robert Clarcke 6  Thomas Rede Gy 13,Robert,Clarcke,G,,13.0,"Robert ClarckeG Thomas Rede G 13,",Robert,Clarcke,G,,,Robert Clarcke G 13 Thotas Rede 133,Robert,Clarcke,G,,133.0,Robert,Clarcke,1524,Robert Clarcke,7,7_834,0,1,834
155,6,right_column,21,Black Torrington,John Heydon G 1,John Heydon G   1,John Heydon,John Heydon 1,John,Heydon,G,,1.0,John Heydon,John,Heydon,G,,,John Heydon   1,John,Heydon,G,,1.0,John,Heydon,1524,John Heydon,1,1_1835,0,1,1835
156,10,left_column,2,Black Torrington,Humphry Prideaux £6,Humphry Prideaux G 263,Humphry Prideaux G 26,Humphry Prideaux £6,Humphry,Prideaux,G,,6.0,Humphry Prideaux 26,Humphry,Prideaux,G,,26.0,Humphry Prideaux 263,Humphry,Prideaux,G,,263.0,Humphry,Prideaux,1524,Humphry Prideaux,40,40_3161,0,1,3161
156,10,left_column,3,Black Torrington,Richard Prideax G 3,Richard PrIdeaux ~G   3,Richard PrideauxG,Richard Prideax 3,Richard,Prideax,G,,3.0,Richard PrideauxG,Richard,Prideaux,G,,,Richard PrIdeaux ~G   3,Richard,Pr,G,,3.0,Richard,Prideaux,1524,Richard Prideax,17,17_3161,0,1,3161
156,3,right_column,2,Black Torrington,Thomas Northcott G 1,Thomas Northcott G   1,Thomas NorthcottG,Thomas Northcott 1,Thomas,Northcott,G,,1.0,Thomas NorthcottG,Thomas,Northcott,G,,,Thomas Northcott   1,Thomas,Northcott,G,,1.0,Thomas,Northcott,1524,Thomas Northcott,0,0_2865,0,1,2865
157,4,left_column,1,Black Torrington,Hugh Coles L 10,Hugh Colles L 10,Hugh CollesL 10,Hugh Coles 10,Hugh,Coles,L,,10.0,Hugh CollesL 10,Hugh,Colles,G,,10.0,Hugh Colles 10,Hugh,Colles,L,,10.0,Hugh,Colles,1524,Hugh Coles,10,10_912,0,1,912
157,9,right_column,3,Black Torrington,John Elypt G 3,John Elyott G   3,John Elyott,John Elypt 3,John,Elypt,G,,3.0,John Elyott,John,Elyott,G,,,John Elyott   3,John,Elyott,G,,3.0,John,Elyott,1524,John Elypt,1,1_1363,0,1,1363
157,9,right_column,5,Black Torrington,Elizabeth Ellyett 6,ElIzabeth Elyott G   3,Elizabeth Elyott G,Elizabeth Ellyett 6,Elizabeth,Ellyett,G,,6.0,Elizabeth Elyott G,Elizabeth,Elyott,G,,,ElIzabeth Elyott   3,,,G,,3.0,Elizabeth,Elyott,1524,Elizabeth Ellyett,4,4_1363,0,1,1363
158,4,left_column,6,Black Torrington,John Elle G 4,John Erlle G 4,John Erlle,John Elle 4,John,Elle,G,,4.0,John Erlle,John,Erlle,G,,,John Erlle 4,John,Erlle,G,,4.0,John,Erlle,1524,John Elle,1,1_1386,0,1,1386
158,4,left_column,17,Black Torrington,John Smyth G 2,John Smyth G   2,John Smyth,John Smyth 2,John,Smyth,G,,2.0,John Smyth,John,Smyth,G,,,John Smyth   2,John,Smyth,G,,2.0,John,Smyth,1524,John Smyth,1,1_3598,0,1,3598
158,5,center_column,21,Black Torrington,John Wyllyams 2,John Wyllyams G   2,John Wyllyams,John Wyllyams 2,John,Wyllyams,G,,2.0,John Wyllyams,John,Wyllyams,G,,,John Wyllyams   2,John,Wyllyams,G,,2.0,John,Wyllyams,1524,John Wyllyams,1,1_4273,0,1,4273
159,9,right_column,14,Black Torrington,Hugh Smyth G 3,Augh Smyth G   3,Hugh Smyth,Hugh Smyth 3,Hugh,Smyth,G,,3.0,Hugh Smyth,Hugh,Smyth,G,,,Augh Smyth   3,Augh,Smyth,G,,3.0,Hugh,Smyth,1524,Hugh Smyth,10,10_3598,0,1,3598
160,7,left_column,3,Black Torrington,Walter Dare G 1  William Horyll 6,Walter Dave G 17 Willle Horwyll G   1,Walter Dave William HorwyllG1,Walter Dare G 1  William Horyll 6,Walter,Dare,G,,6.0,Walter Dave William HorwyllG1,Walter,Dave,G,,1.0,Walter Dave G 17 Willle Horwyll   1,Walter,Dave,G,,1.0,Walter,Dave,1524,Walter Dare,24,24_1159,0,1,1159
160,8,center_column,2,Black Torrington,John Davy G 2,John Davy G   2,John Davy,John Davy 2,John,Davy,G,,2.0,John Davy,John,Davy,G,,,John Davy   2,John,Davy,G,,2.0,John,Davy,1524,John Davy,1,1_1159,0,1,1159
161,11,center_column,10,Black Torrington,John Northcott G 1,John Northcott G   1,John NorthcottG,John Northcott 1,John,Northcott,G,,1.0,John NorthcottG,John,Northcott,G,,,John Northcott   1,John,Northcott,G,,1.0,John,Northcott,1524,John Northcott,1,1_2865,0,1,2865
161,2,center_column,2,Black Torrington,William Smyth G 1,WIlliam Smyth G   1,William Smyth G,William Smyth 1,William,Smyth,G,,1.0,William Smyth G,William,Smyth,G,,,WIlliam Smyth   1,,,G,,1.0,William,Smyth,1524,William Smyth,3,3_3598,0,1,3598
161,4,left_column,1,Black Torrington,John Parker 6,John Parker G  6,John Parker,John Parker 6,John,Parker,G,,6.0,John Parker,John,Parker,G,,,John Parker  6,John,Parker,G,,6.0,John,Parker,1524,John Parker,1,1_2936,0,1,2936
162,1,left_column,5,Black Torrington,John Northcott G 7,John Northcoct G   7,John NorthcottG,John Northcott 7,John,Northcott,G,,7.0,John NorthcottG,John,Northcott,G,,,John Northcoct   7,John,Northcoct,G,,7.0,John,Northcott,1524,John Northcott,1,1_2865,0,1,2865
162,2,center_column,5,Black Torrington,John Northcott G 2,John Northcott G   2,John Northcott G,John Northcott 2,John,Northcott,G,,2.0,John Northcott G,John,Northcott,G,,,John Northcott   2,John,Northcott,G,,2.0,John,Northcott,1524,John Northcott,1,1_2865,0,1,2865
162,4,left_column,10,Black Torrington,John Holmes G 1,Joh Aolues G   1,John Holmes,John Holmes 1,John,Holmes,G,,1.0,John Holmes,John,Holmes,G,,,Joh Aolues   1,Joh,Aolues,G,,1.0,John,Holmes,1524,John Holmes,1,1_2066,0,1,2066
163,5,center_column,7,Lifton,Richard Palmer G 4,Richard Palmer G 4,Richard Palmer,Richard Palmer 4,Richard,Palmer,G,,4.0,Richard Palmer,Richard,Palmer,G,,,Richard Palmer 4,Richard,Palmer,G,,4.0,Richard,Palmer,1524,Richard Palmer,17,17_2928,0,1,2928
163,5,center_column,8,Lifton,Clement Palmer G 2,Clement Palner G   2,Clement Palmer G,Clement Palmer 2,Clement,Palmer,G,,2.0,Clement Palmer G,Clement,Palmer,G,,,Clement Palner   2,Clement,Palner,G,,2.0,Clement,Palmer,1524,Clement Palmer,30,30_2928,0,1,2928
163,5,center_column,20,Lifton,John Harry G 2,John Harvy G   2,John Harvy,John Harry 2,John,Harry,G,,2.0,John Harvy,John,Harvy,G,,,John Harvy   2,John,Harvy,G,,2.0,John,Harvy,1524,John Harry,1,1_1903,0,1,1903
163,6,right_column,3,Lifton,Thomas Clerke 6,Thowas Clerke G   1,Thomas Clerke,Thomas Clerke 6,Thomas,Clerke,G,,6.0,Thomas Clerke,Thomas,Clerke,G,,,Thowas Clerke   1,Thowas,Clerke,G,,1.0,Thomas,Clerke,1524,Thomas Clerke,0,0_834,0,1,834
163,6,right_column,17,Lifton,William Palmer 2,William Paluer G   2,William Palmer,William Palmer 2,William,Palmer,G,,2.0,William Palmer,William,Palmer,G,,,William Paluer   2,William,Paluer,G,,2.0,William,Palmer,1524,William Palmer,3,3_2928,0,1,2928
164,3,right_column,6,Lifton,John Palmer W 1,John Palqer w   1,John Palmer,John Palmer 1,John,Palmer,W,,1.0,John Palmer,John,Palmer,G,,,John Palqer   1,John,Palqer,w,,1.0,John,Palmer,1524,John Palmer,1,1_2928,0,1,2928
164,6,right_column,4,Lifton,John Mayward W 1,John Maynard w  1,John Maynard,John Mayward 1,John,Mayward,W,,1.0,John Maynard,John,Maynard,G,,,John Maynard  1,John,Maynard,w,,1.0,John,Maynard,1524,John Mayward,1,1_2670,0,1,2670
165,11,right_column,7,Lifton,Roger Pullord sen 2,Roger Fulford sen G   2,Roger Fulford sen G 2,Roger Pullord 2,Roger,Pullord,G, sen ,2.0,Roger Fulford 2,Roger,Fulford,G, sen ,2.0,Roger Fulford   2,Roger,Fulford,G, sen ,2.0,Roger,Fulford,1524,Roger Pullord,16,16_1565,0,1,1565
165,9,left_column,17,Lifton,Roger Pullord 6,Roger Fulford G   7,Roger FulfordG,Roger Pullord 6,Roger,Pullord,G,,6.0,Roger FulfordG,Roger,Fulford,G,,,Roger Fulford   7,Roger,Fulford,G,,7.0,Roger,Fulford,1524,Roger Pullord,16,16_1565,0,1,1565
166,3,right_column,7,Lifton,Henry Gale W 1,Henry Gale W   1,Henry Gale,Henry Gale 1,Henry,Gale,W,,1.0,Henry Gale,Henry,Gale,G,,,Henry Gale   1,Henry,Gale,W,,1.0,Henry,Gale,1524,Henry Gale,22,22_1586,0,1,1586
166,4,left_column,4,Lifton,John Palmer G 2,John Palner G   2,John Palmer,John Palmer 2,John,Palmer,G,,2.0,John Palmer,John,Palmer,G,,,John Palner   2,John,Palner,G,,2.0,John,Palmer,1524,John Palmer,1,1_2928,0,1,2928
166,8,center_column,3,Lifton,John Fester 6,John Foster 6   1,John Foster,John Fester 6,John,Fester,G,,6.0,John Foster,John,Foster,G,,,John Foster 6   1,John,Foster,G,,1.0,John,Foster,1524,John Fester,1,1_1522,0,1,1522
166,9,right_column,4,Lifton,Thomas Foster W 1,Thomas Foster w  1,Thomas Foster,Thomas Foster 1,Thomas,Foster,W,,1.0,Thomas Foster,Thomas,Foster,G,,,Thomas Foster  1,Thomas,Foster,w,,1.0,Thomas,Foster,1524,Thomas Foster,0,0_1522,0,1,1522
167,11,center_column,1,Lifton,Thomas Davy G 2,Thonas Davy G   2,Thomas DavyG,Thomas Davy 2,Thomas,Davy,G,,2.0,Thomas DavyG,Thomas,Davy,G,,,Thonas Davy   2,Thonas,Davy,G,,2.0,Thomas,Davy,1524,Thomas Davy,0,0_1159,0,1,1159
167,11,center_column,2,Lifton,Richard Davy G 2,RIchard Davy G   2,Richard DavyG,Richard Davy 2,Richard,Davy,G,,2.0,Richard DavyG,Richard,Davy,G,,,RIchard Davy   2,,,G,,2.0,Richard,Davy,1524,Richard Davy,17,17_1159,0,1,1159
169,4,left_column,2,Lifton,Vincent Maynard L 13,VIncent Maynard L 133,Vincent Maynard L ).3;,Vincent Maynard 13,Vincent,Maynard,L,,13.0,Vincent Maynard L ).3;,Vincent,Maynard,G,,,VIncent Maynard 133,,,L,,133.0,Vincent,Maynard,1524,Vincent Maynard,87,87_2670,0,1,2670
169,4,left_column,20,Lifton,John Drake G 13,John Drake G 13,John DrakeG 13,John Drake 13,John,Drake,G,,13.0,John DrakeG 13,John,Drake,G,,13.0,John Drake 13,John,Drake,G,,13.0,John,Drake,1524,John Drake,1,1_1293,0,1,1293
169,6,right_column,3,Lifton,Robert Mayward G 2,Robert Maynard G   2,Robert MaynardG,Robert Mayward 2,Robert,Mayward,G,,2.0,Robert MaynardG,Robert,Maynard,G,,,Robert Maynard   2,Robert,Maynard,G,,2.0,Robert,Maynard,1524,Robert Mayward,7,7_2670,0,1,2670
169,7,left_column,7,Lifton,John Walter G 3,John Halter G   3,John Walter,John Walter 3,John,Walter,G,,3.0,John Walter,John,Walter,G,,,John Halter   3,John,Halter,G,,3.0,John,Walter,1524,John Walter,1,1_4130,0,1,4130
169,7,left_column,8,Lifton,William Walter 6,Williao Walter G   7,William Walter G,William Walter 6,William,Walter,G,,6.0,William Walter G,William,Walter,G,,,Williao Walter   7,Williao,Walter,G,,7.0,William,Walter,1524,William Walter,3,3_4130,0,1,4130
169,7,left_column,9,Lifton,John Walter of Raddon 10,Jn Wa lcer of Raddon G 10,Jn Walter of Raddon G 10,John Walter of Raddon 10,John,Walter,G,,10.0,Jn Walter of Raddon 10,John,Walter,G,,10.0,Jn Wa lcer of Raddon 10,John,Wa,G,,10.0,John,Walter,1524,John Walter,1,1_4130,0,1,4130
169,9,right_column,2,Lifton,Richard Walter W 1,Richard Halcer W   1,Richard Walter w,Richard Walter 1,Richard,Walter,W,,1.0,Richard Walter w,Richard,Walter,G,,,Richard Halcer   1,Richard,Halcer,W,,1.0,Richard,Walter,1524,Richard Walter,17,17_4130,0,1,4130
170,1,left_column,1,Lifton,William Walter jun 1,Wi Ilia Walcer jun W  1,William Walter jun W 1,William Walter 1,William,Walter,G, jun ,1.0,William Walter 1,William,Walter,W, jun ,1.0,Wi Ilia Walcer  1,Wi,Ilia,W, jun ,1.0,William,Walter,1524,William Walter,3,3_4130,0,1,4130
170,4,left_column,12,Lifton,Simon Drake 6 18,SIoon Drake G 18,Simon DrakeG 18,Simon Drake 6 18,Simon,Drake,G,,18.0,Simon DrakeG 18,Simon,Drake,G,,18.0,SIoon Drake 18,,,G,,18.0,Simon,Drake,1524,Simon Drake,5,5_1293,0,1,1293
170,5,center_column,20,Lifton,Robert Gole 6,Robert Gele G   2,Robert Gele,Robert Gole 6,Robert,Gole,G,,6.0,Robert Gele,Robert,Gele,G,,,Robert Gele   2,Robert,Gele,G,,2.0,Robert,Gele,1524,Robert Gole,7,7_1636,0,1,1636
170,5,center_column,21,Lifton,John Drake 6,John Drake G   5,John Drake,John Drake 6,John,Drake,G,,6.0,John Drake,John,Drake,G,,,John Drake   5,John,Drake,G,,5.0,John,Drake,1524,John Drake,1,1_1293,0,1,1293
170,6,right_column,2,Lifton,Elias Drake 6,ElLa8 Drake C   1,Elias Drake,Elias Drake 6,Elias,Drake,G,,6.0,Elias Drake,Elias,Drake,G,,,ElLa8 Drake   1,,,C,,1.0,Elias,Drake,1524,Elias Drake,18,18_1293,0,1,1293
170,6,right_column,6,Lifton,Stephen Palmer G 3,Scephen Paluer G   3,Stephen Palmer,Stephen Palmer 3,Stephen,Palmer,G,,3.0,Stephen Palmer,Stephen,Palmer,G,,,Scephen Paluer   3,Scephen,Paluer,G,,3.0,Stephen,Palmer,1524,Stephen Palmer,75,75_2928,0,1,2928
170,9,right_column,2,Lifton,John Maynard 6,John Maynard G   8,John Maynard,John Maynard 6,John,Maynard,G,,6.0,John Maynard,John,Maynard,G,,,John Maynard   8,John,Maynard,G,,8.0,John,Maynard,1524,John Maynard,1,1_2670,0,1,2670
171,1,left_column,8,Tavistock,Richard Palmer G 3,RIchard Paluer G   3,Richard PalmerG,Richard Palmer 3,Richard,Palmer,G,,3.0,Richard PalmerG,Richard,Palmer,G,,,RIchard Paluer   3,,,G,,3.0,Richard,Palmer,1524,Richard Palmer,17,17_2928,0,1,2928
171,2,center_column,15,Tavistock,Thomas Maynard G 40,Thomas Maynard G 40,Thomas Maynard G 40,Thomas Maynard 40,Thomas,Maynard,G,,40.0,Thomas Maynard 40,Thomas,Maynard,G,,40.0,Thomas Maynard 40,Thomas,Maynard,G,,40.0,Thomas,Maynard,1524,Thomas Maynard,0,0_2670,0,1,2670
171,2,center_column,16,Tavistock,John Mayward 6,John Maynard G   6,John MaynardG,John Mayward 6,John,Mayward,G,,6.0,John MaynardG,John,Maynard,G,,,John Maynard   6,John,Maynard,G,,6.0,John,Maynard,1524,John Mayward,1,1_2670,0,1,2670
171,7,left_column,17,Tavistock,John Mayward G 3,John Maynard G   3,John MaynardG,John Mayward 3,John,Mayward,G,,3.0,John MaynardG,John,Maynard,G,,,John Maynard   3,John,Maynard,G,,3.0,John,Maynard,1524,John Mayward,1,1_2670,0,1,2670
171,8,center_column,8,Tavistock,Richard Pridaux 8100,Richard Pridiaux GlOO,Richard Pridiaux G1l0O,Richard Pridaux 8100,Richard,Pridaux,G,,100.0,Richard Pridiaux G1l0O,Richard,Pridiaux,G,,,Richard Pridiaux GlOO,Richard,Pridiaux,G,,,Richard,Pridiaux,1524,Richard Pridaux,17,17_3161,0,1,3161
171,8,center_column,9,Tavistock,Richard Drake 20,Richard Drake G 20,Richard Drake G 20,Richard Drake 20,Richard,Drake,G,,20.0,Richard Drake 20,Richard,Drake,G,,20.0,Richard Drake 20,Richard,Drake,G,,20.0,Richard,Drake,1524,Richard Drake,17,17_1293,0,1,1293
171,8,center_column,13,Tavistock,John Wyllams 16,John Wylliams G 16,John Wylliams G 16,John Wyllams 16,John,Wyllams,G,,16.0,John Wylliams 16,John,Wylliams,G,,16.0,John Wylliams 16,John,Wylliams,G,,16.0,John,Wylliams,1524,John Wyllams,1,1_4273,0,1,4273
171,9,right_column,2,Tavistock,Richard Poster 6,Richard Foster G   1,Richard FosterG,Richard Poster 6,Richard,Poster,G,,6.0,Richard FosterG,Richard,Foster,G,,,Richard Foster   1,Richard,Foster,G,,1.0,Richard,Foster,1524,Richard Poster,17,17_1522,0,1,1522
171,9,right_column,4,Tavistock,John Foster L 1,John Foster L 1,John Foster,John Foster 1,John,Foster,L,,1.0,John Foster,John,Foster,G,,,John Foster 1,John,Foster,L,,1.0,John,Foster,1524,John Foster,1,1_1522,0,1,1522
171,9,right_column,18,Tavistock,Wh Drake Smyth G 18,Wm Drake smyrth G 18,Wm Drake smyrth G 18,Wh Drake Smyth 18,Wh,Drake,G,,18.0,Wm Drake smyrth 18,William,Drake,G,,18.0,Wm Drake smyrth 18,William,Drake,G,,18.0,William,Drake,1524,Wh Drake,464,464_1293,0,1,1293
172,1,left_column,9,Tavistock,Richard Fester weave G 2,RIch Foecer yeaver G   2,Rich Foster wveaver G 2,Richard Fester weave 2,Richard,Fester,G,,2.0,Rich Foster wveaver 2,Rich,Foster,G,,2.0,RIch Foecer yeaver   2,,,G,,2.0,Rich,Foster,1524,Richard Fester,17,17_1522,0,1,1522
172,1,left_column,12,Tavistock,Wh Drake spicer 6,Kse Drake PPIcer ~G 6,Wm Drake spicer G,Wh Drake spicer 6,Wh,Drake,G,,6.0,Wm Drake spicer G,William,Drake,G,,,Kse Drake PPIcer ~G 6,Kse,Drake,G,,6.0,William,Drake,1524,Wh Drake,464,464_1293,0,1,1293
172,1,left_column,25,Tavistock,Camele Dyer decheman 2,Cornelius Dyer duchezan V   2,Cornelius Dyer ducheman,Camele Dyer decheman 2,Camele,Dyer,G,,2.0,Cornelius Dyer ducheman,Cornelius,Dyer,G,,,Cornelius Dyer duchezan V   2,Cornelius,Dyer,G,,2.0,Cornelius,Dyer,1524,Camele Dyer,640,640_1333,0,1,1333
172,2,center_column,12,Tavistock,Ralph Foster G 1,Ralpb Foeter G   1,Rglph Foster,Ralph Foster 1,Ralph,Foster,G,,1.0,Rglph Foster,Rglph,Foster,G,,,Ralpb Foeter   1,Ralpb,Foeter,G,,1.0,Rglph,Foster,1524,Ralph Foster,19,19_1522,0,1,1522
172,2,center_column,18,Tavistock,Robert Reve (Rew) Joan Boys wid 4,Robt Reve (Row) Joan Boy8 wid G  4,Robt Reve (Row) Joan Boys wid,Robert Reve (Rew) Joan Boys 4,Robert,Reve,G, wid ,4.0,Robt Reve (Row) Joan Boys wid,Robert,Reve,G,,,Robt Reve (Row) Joan Boy8  4,Robert,Reve,G, wid ,4.0,Robert,Reve,1524,Robert Reve,7,7_3291,0,1,3291
172,3,right_column,16,Tavistock,John Watson G 4,John Wacto G 4,John Watts,John Watson 4,John,Watson,G,,4.0,John Watts,John,Watts,G,,,John Wacto 4,John,Wacto,G,,4.0,John,Watts,1524,John Watson,1,1_4153,0,1,4153
173,4,left_column,29,Tavistock,Robert Clerke 6,Robart Clerka G   7,Robert Clerke G,Robert Clerke 6,Robert,Clerke,G,,6.0,Robert Clerke G,Robert,Clerke,G,,,Robart Clerka   7,Robart,Clerka,G,,7.0,Robert,Clerke,1524,Robert Clerke,7,7_834,0,1,834
173,5,center_column,7,Tavistock,Roger Clerke G 3,Roger Clerke 6   3,Roger Clerke,Roger Clerke 3,Roger,Clerke,G,,3.0,Roger Clerke,Roger,Clerke,G,,,Roger Clerke 6   3,Roger,Clerke,G,,3.0,Roger,Clerke,1524,Roger Clerke,16,16_834,0,1,834
173,5,center_column,9,Tavistock,Walter Clerke G 4,Walter Clerke 6   4,Walter Clerke G,Walter Clerke 4,Walter,Clerke,G,,4.0,Walter Clerke G,Walter,Clerke,G,,,Walter Clerke 6   4,Walter,Clerke,G,,4.0,Walter,Clerke,1524,Walter Clerke,24,24_834,0,1,834
173,5,center_column,28,Tavistock,John Clerke W 1,Jom Clerke w  1,John Clerke,John Clerke 1,John,Clerke,W,,1.0,John Clerke,John,Clerke,G,,,Jom Clerke  1,Jom,Clerke,w,,1.0,John,Clerke,1524,John Clerke,1,1_834,0,1,834
173,5,center_column,29,Tavistock,Walter Clerke G 3,Walter Clerke 6   3,Walter Clerke G,Walter Clerke 3,Walter,Clerke,G,,3.0,Walter Clerke G,Walter,Clerke,G,,,Walter Clerke 6   3,Walter,Clerke,G,,3.0,Walter,Clerke,1524,Walter Clerke,24,24_834,0,1,834
174,10,right_column,1,Tavistock,John Walter 6,John Walter 6   5,John Walter,John Walter 6,John,Walter,G,,6.0,John Walter,John,Walter,G,,,John Walter 6   5,John,Walter,G,,5.0,John,Walter,1524,John Walter,1,1_4130,0,1,4130
174,5,left_column,1,Tavistock,Roger Gylle 6 14,Roger Gylle G 14,Roger GylleG 14,Roger Gylle 6 14,Roger,Gylle,G,,14.0,Roger GylleG 14,Roger,Gylle,G,,14.0,Roger Gylle 14,Roger,Gylle,G,,14.0,Roger,Gylle,1524,Roger Gylle,16,16_1586,0,1,1586
174,8,left_column,10,Tavistock,Jo Palmer at Newton G 1,Jn Palmar at Sowton G  11,Jn Palmer at Sowton G 11,Jo Palmer at Newton 1,Jo,Palmer,G,,1.0,Jn Palmer at Sowton 11,John,Palmer,G,,11.0,Jn Palmar at Sowton  11,John,Palmar,G,,11.0,John,Palmer,1524,Jo Palmer,457,457_2928,0,1,2928
174,8,left_column,16,Tavistock,John Russell W 1,John Ru8ge11 w  1,John RussellW,John Russell 1,John,Russell,W,,1.0,John RussellW,John,Russell,G,,,John Ru8ge11  1,John,Ru,w,,1.0,John,Russell,1524,John Russell,1,1_3353,0,1,3353
174,8,left_column,18,Tavistock,William Palmer G 10,WI111om Palmer G  10,William PalmerG10,William Palmer 10,William,Palmer,G,,10.0,William PalmerG10,William,Palmer,G,,10.0,WI111om Palmer  10,,,G,,10.0,William,Palmer,1524,William Palmer,3,3_2928,0,1,2928
174,8,left_column,19,Tavistock,Roger Palmer G 2,Roger Palmar G   2,Roger Palmer,Roger Palmer 2,Roger,Palmer,G,,2.0,Roger Palmer,Roger,Palmer,G,,,Roger Palmar   2,Roger,Palmar,G,,2.0,Roger,Palmer,1524,Roger Palmer,16,16_2928,0,1,2928
174,9,center_column,23,Tavistock,John Palmer G 3,John Palmer 6   3,John Palmer,John Palmer 3,John,Palmer,G,,3.0,John Palmer,John,Palmer,G,,,John Palmer 6   3,John,Palmer,G,,3.0,John,Palmer,1524,John Palmer,1,1_2928,0,1,2928
174,9,center_column,24,Tavistock,Richard Clerke W 1,RIchard Clerke w  1,Richard Clerke W,Richard Clerke 1,Richard,Clerke,W,,1.0,Richard Clerke W,Richard,Clerke,G,,,RIchard Clerke  1,,,w,,1.0,Richard,Clerke,1524,Richard Clerke,17,17_834,0,1,834
175,3,right_column,11,Roborough,Wh Palmer smith G 2,W Palmer smith G   2,Wm Palmer smithG,Wh Palmer smith 2,Wh,Palmer,G,,2.0,Wm Palmer smithG,William,Palmer,G,,,W Palmer smith   2,,,G,,2.0,William,Palmer,1524,Wh Palmer,464,464_2928,0,1,2928
175,4,left_column,6,Roborough,John Walter G 2,John Walter G   2,John Walter,John Walter 2,John,Walter,G,,2.0,John Walter,John,Walter,G,,,John Walter   2,John,Walter,G,,2.0,John,Walter,1524,John Walter,1,1_4130,0,1,4130
175,4,left_column,8,Roborough,William Walter G 3,William Walter G   3,William Walter G,William Walter 3,William,Walter,G,,3.0,William Walter G,William,Walter,G,,,William Walter   3,William,Walter,G,,3.0,William,Walter,1524,William Walter,3,3_4130,0,1,4130
175,4,left_column,13,Roborough,Henry Drake G 9,Henry Drake G   9,Henry Drake,Henry Drake 9,Henry,Drake,G,,9.0,Henry Drake,Henry,Drake,G,,,Henry Drake   9,Henry,Drake,G,,9.0,Henry,Drake,1524,Henry Drake,22,22_1293,0,1,1293
175,5,center_column,5,Roborough,Robert Walter Wwell John Forde G 2,Robert Walter w  1 John Forde G   2,Robert Walter John Forde,Robert Walter Wwell John Forde 2,Robert,Walter,G,,2.0,Robert Walter John Forde,Robert,Walter,G,,,Robert Walter w  1 John Forde   2,Robert,Walter,G,,2.0,Robert,Walter,1524,Robert Walter,7,7_4130,0,1,4130
175,6,right_column,15,Roborough,John Maynard W 1,John Maynard W   1,John Maynard,John Maynard 1,John,Maynard,W,,1.0,John Maynard,John,Maynard,G,,,John Maynard   1,John,Maynard,W,,1.0,John,Maynard,1524,John Maynard,1,1_2670,0,1,2670
175,9,right_column,5,Roborough,Andrew Watts Gll John Watts G 2,Andrew Watts G   11 John Watts G   2,Andrew Watts G 11 John Watts,Andrew Watts Gll John Watts 2,Andrew,Watts,G,,2.0,Andrew Watts G 11 John Watts,Andrew,Watts,G,,,Andrew Watts G   11 John Watts   2,Andrew,Watts,G,,2.0,Andrew,Watts,1524,Andrew Watts,31,31_4153,0,1,4153
176,3,right_column,15,Roborough,John Palmer 6  John Pawster jun 2,John Palmer 6 2 John Paynter Jun G 23,John Palmer John Paynter jun,John Palmer 6  John Pawster 2,John,Palmer,G, jun ,2.0,John Palmer John Paynter jun,John,Palmer,G,,,John Palmer 6 2 John Paynter Jun 23,John,Palmer,G,,23.0,John,Palmer,1524,John Palmer,1,1_2928,0,1,2928
176,3,right_column,38,Roborough,Joan Smyth wid L 1,Joan Smyth wId L   1,Joan Smyth widL,Joan Smyth 1,Joan,Smyth,L, wid ,1.0,Joan Smyth widL,Joan,Smyth,G,,,Joan Smyth wId   1,Joan,Smyth,L,,1.0,Joan,Smyth,1524,Joan Smyth,11,11_3598,0,1,3598
176,3,right_column,51,Roborough,William Buttler G 2,William Buttler G   2,William Buttler G,William Buttler 2,William,Buttler,G,,2.0,William Buttler G,William,Buttler,G,,,William Buttler   2,William,Buttler,G,,2.0,William,Buttler,1524,William Buttler,3,3_650,0,1,650
177,1,left_column,18,Roborough,John Russell G 1  Ebitt Forrest G 1,John Russell G   13 Ebott Forest G   1,John RussellG Ebott Forest,John Russell G 1  Ebitt Forrest 1,John,Russell,G,,1.0,John RussellG Ebott Forest,John,Russell,G,,,John Russell G   13 Ebott Forest   1,John,Russell,G,,1.0,John,Russell,1524,John Russell,1,1_3353,0,1,3353
